step,stage8g_mode,nonfinite_total,max_mach,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,raw_normal_scale_limiter_count,target_scale_limiter_count,tangent_scale_limiter_count,floor_scale_limiter_count,sphere11_active_count,sphere11_limiter_count,sphere11_normal_limiter_count,outer90_active_count,outer90_limiter_count,outer90_normal_limiter_count,fallback_angle_active_count,fallback_angle_limiter_count,fallback_angle_normal_limiter_count,raw_delta_p50,raw_delta_p95,raw_delta_p99,raw_delta_max,limited_delta_p99,dn_try_p50,dn_try_p95,effective_cap_p50,effective_cap_p95,ratio_cap_p50,ratio_cap_p95,abs_cap_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,normal_raw_abs_p95,target_normal_abs_p50,target_minus_raw_abs_p50,smooth_weight_c_p50,smooth_weight_g_p50,smooth_weight_t_p50,smooth_weight_total_p50,tan_coeff_times_tangent_p50,limiter_ratio_p05,limiter_ratio_p10,limiter_ratio_p50,limiter_ratio_p95,normal_delta_raw_p99,tangent_mag_p95,tangent_mag_p99,phase_c_p50,normal_agreement_p05,tan_coeff_p50,wall_profile_conflict_p50,stage8g_effective_scale_p50,stage8g_tan_raw_p50,stage8g_tan_eff_p50,stage8g_regularization_ratio_p50,stage8g_profile_target_mismatch_p50,stage8g_profile_conflict_sign_p50,stage8g_write_allowed_flag_max
0,3,0,0.0,7536,0,0.0,48,0.006369426751592357,5048,0.6698513800424628,2488,0.33014861995753714,48,1.0,0,0.0,48,0,0,0,0,0,0,0,0,0,7536,0,48,0.010204918885522437,0.03314681372862618,0.0335539919572685,0.03366205092931138,0.0335539919572685,-0.010204918885522437,-2.715167769784797e-05,0.03066540214075926,0.05,0.03066540214075926,0.07622757050216729,0.05,0.2977080997741838,0.9548612036462435,0.9978910495311214,0.06133080428151852,0.15245514100433458,0.07828231307728448,0.012326763136407338,1.0,1.0,1.0,1.0,0.07828231307728448,1.0,1.0,1.0,1.0,-0.0006029847653273091,0.07784625316183974,0.0786325814637617,0.472746472714162,1.0,2.2647031202082437,1.0,0.06133080428151852,2.747477404110712,2.2647031202082437,0.8242845298089977,734.5629352942062,1.0,0.0
100,3,0,1.1602360469125029e-05,7492,0,0.0,0,0.0,4956,0.6615056059797116,2536,0.3384943940202883,0,nan,0,nan,0,0,0,0,0,0,0,0,0,0,7492,0,0,0.011617844921146528,0.030342336754259642,0.030707630334429595,0.030830302945089153,0.030707630334429595,-0.011617844921146528,-3.351510755835002e-05,0.03211865795573009,0.05,0.03211865795573009,0.0749877915280304,0.05,0.32935197043415704,0.8101137456200036,0.8477261223877195,0.06423731591146017,0.1499755830560608,0.07960468679207583,0.012438747015944607,1.0,1.0,1.0,1.0,0.07960468679207583,1.0,1.0,1.0,1.0,-0.0008562798132610652,0.07706297182005796,0.0777187255825158,0.45817383817353774,1.0,2.2647031202082437,0.0,0.06423731591146017,2.747477404110712,2.2647031202082437,0.8242845298089977,0.024590260801587417,1.0,0.0
1000,3,0,7.574215570511628e-06,7760,0,0.0,0,0.0,5096,0.656701030927835,2664,0.34329896907216495,0,nan,0,nan,0,0,0,0,0,0,0,0,0,0,7760,0,0,0.010521622202410852,0.02045130006674879,0.020858291200307588,0.021116461166454634,0.020858291200307588,-0.010521622202410852,-2.644481187011239e-05,0.03248345166545996,0.05,0.03248345166545996,0.07565017052211571,0.05,0.2713086726657658,0.6046727841225663,0.6372513006729915,0.06496690333091992,0.15130034104423143,0.07644415436007512,0.01078318499334447,1.0,1.0,1.0,1.0,0.07644415436007512,1.0,1.0,1.0,1.0,-0.0007476236473257201,0.07425132557220077,0.0748734954617931,0.4173321170465357,1.0,2.2647031202082437,0.0,0.06496690333091992,2.747477404110712,2.2647031202082437,0.8242845298089977,0.02096701579596165,1.0,0.0
