step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.3142624653556,0.0,0.0,0.9941414338584684,0,0,0.1,0.9947272904726217,0.03333333333333333,0.33157576349087386,-0.00014714539658055635,0.0008062190325630363,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.5794051612825086e-06,0.5,0
1,1151.3142624653556,0.0,0.0,0.9945160181843508,0,0,0.1,0.9950644163659157,0.03333333333333333,0.33168813878863856,-0.00014383075298990682,0.0007945018072154198,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653556,0.09789256410799466,0.0,1.5794051612825086e-06,0.5,0
2,1151.3142624653556,0.0,0.0,0.9948116422325328,0,0,0.1,0.9953304780092795,0.03333333333333333,0.33177682600309316,-0.00014096252921122355,0.0008035313183784809,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653556,0.09569825285306813,0.0,1.4942015447098014e-06,0.5,0
3,1151.3142624653553,-2.2737367544323206e-13,0.0,0.9950486928449573,0,0,0.1,0.9955438235604617,0.03333333333333333,0.33184794118682054,-0.0001384390055742589,0.0008092869541180954,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653553,0.09383947825885824,0.0,1.4280086080265318e-06,0.5,0
4,1151.3142624653553,-2.2737367544323206e-13,0.0,0.9952398797909361,0,0,0.1,0.9957158918118425,0.03333333333333333,0.33190529727061413,-0.00013619842140348977,0.0008132207955764721,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653553,0.09221568595501356,0.0,1.3740920197499088e-06,0.5,0
5,1151.3142624653553,-2.2737367544323206e-13,0.0,0.99539388227012,0,0,0.1,0.9958544940431081,0.03333333333333333,0.33195149801436935,-0.00013419908827705756,0.0008160609096891848,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653553,0.09077035172532291,0.0,1.3287359235271648e-06,0.5,0
6,1151.3142624653553,-2.2737367544323206e-13,0.0,0.9955172575759134,0,0,0.1,0.995965531818322,0.03333333333333333,0.33198851060610735,-0.0001324098102720671,0.0008181967233833766,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653553,0.08946951002942616,0.0,1.289693259298427e-06,0.5,0
7,1151.3142624653551,-4.547473508864641e-13,0.0,0.9956153371421029,0,0,0.1,0.9960538034278926,0.03333333333333333,0.33201793447596417,-0.00013080532992615913,0.0008198502994703999,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653551,0.08829107684752506,0.0,1.2555003782251555e-06,0.5,0
8,1151.3142624653551,-4.547473508864641e-13,0.0,0.9956926158610718,0,0,0.1,0.9961233542749647,0.03333333333333333,0.3320411180916549,-0.00012936417333768216,0.0008211561837429886,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653551,0.0872194336597089,0.0,1.2251475451240653e-06,0.5,0
9,1151.314262465355,-6.821210263296962e-13,0.0,0.9957529196881123,0,0,0.1,0.9961776277193011,0.03333333333333333,0.332059209239767,-0.00012806761329493764,0.0008222005280943997,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465355,0.08624263573474916,0.0,1.1979069204608513e-06,0.5,0
10,1151.3142624653551,-4.547473508864641e-13,0.0,0.9957994906965513,0,0,0.1,0.9962195416268962,0.03333333333333333,0.33207318054229873,-0.0001268991383850998,0.0008230412598732584,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653551,0.08535095274531651,0.0,1.1732358040344104e-06,0.5,0
11,1151.314262465355,-6.821210263296962e-13,0.0,0.9958350485305338,0,0,0.1,0.9962515436774805,0.03333333333333333,0.33208384789249346,-0.000125844143250298,0.0008237190165569106,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465355,0.08453609440353971,0.0,1.1507186425580203e-06,0.5,0
12,1151.314262465355,-6.821210263296962e-13,0.0,0.9958618485209925,0,0,0.1,0.9962756636688932,0.03333333333333333,0.33209188788963107,-0.00012488971223250197,0.0008242633672523566,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465355,0.08379079113830379,0.0,1.1300304004019533e-06,0.5,0
13,1151.314262465355,-6.821210263296962e-13,0.0,0.9958817404962372,0,0,0.1,0.9962935664466135,0.03333333333333333,0.3320978554822045,-0.00012402444223129532,0.0008246965155081985,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465355,0.08310855949558457,0.0,1.1109124089834266e-06,0.5,0
14,1151.3142624653547,-9.094947017729282e-13,0.0,0.995896226808131,0,0,0.1,0.9963066041273179,0.03333333333333333,0.3321022013757726,-0.00012323828386459856,0.0008250355947720363,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.08248356369919155,0.0,1.0931558690397554e-06,0.5,0
15,1151.3142624653544,-1.1368683772161603e-12,0.0,0.99590651712645,0,0,0.1,0.996315865413805,0.03333333333333333,0.3321052884712683,-0.00012252239422788625,0.0008252941435297356,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653544,0.08191052722835042,0.0,1.0765902400189686e-06,0.5,0
16,1151.3142624653547,-9.094947017729282e-13,0.0,0.9959135781799752,0,0,0.1,0.9963222203619777,0.03333333333333333,0.33210740678732587,-0.00012186900001641021,0.0008254830833238381,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.08138467046554147,0.0,1.0610748575531352e-06,0.5,0
17,1151.3142624653547,-9.094947017729282e-13,0.0,0.9959181775019693,0,0,0.1,0.9963263597517724,0.03333333333333333,0.3321087865839241,-0.00012127127143383819,0.0008256113848579481,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.08090166212256919,0.0,1.046492744814538e-06,0.5,0
18,1151.3142624653542,-1.3642420526593924e-12,0.0,0.9959209206007686,0,0,0.1,0.9963288285406918,0.03333333333333333,0.33210960951356394,-0.00012072320745070659,0.0008256865324012995,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653542,0.08045757825655475,0.0,1.0327459518131531e-06,0.5,0
19,1151.3142624653544,-1.1368683772161603e-12,0.0,0.9959222825466858,0,0,0.1,0.9963300542920173,0.03333333333333333,0.3321100180973391,-0.00012021953262016421,0.0008257148543780067,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653544,0.08004886585262433,0.0,1.0197519816780439e-06,0.5,0
20,1151.3142624653542,-1.3642420526593924e-12,0.0,0.9959226339290997,0,0,0.1,0.9963303705361898,0.03333333333333333,0.33211012351206326,-0.00011975560523193387,0.0008257017632383117,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653542,0.07967230955896401,0.0,1.0074410050580818e-06,0.5,0
