b18_primary_branch,b20_primary_branch,b21_primary_branch,b22_primary_branch,b22_primary_branch_reason,b22_velocity_producer_audit_mode,binary_sha256,density_l,first_b18_force_floor_onset_step,first_b18_force_floor_onset_value,first_b18_force_phase_mix_onset_step,first_b18_force_phase_mix_onset_value,first_b18_force_raw_onset_step,first_b18_force_raw_onset_value,first_b21_heq_mach_onset_step,first_b21_heq_mach_onset_value,first_b22_force_mu_onset_step,first_b22_force_mu_onset_value,first_b22_force_over_rho_onset_step,first_b22_force_over_rho_onset_value,first_b22_force_pressure_onset_step,first_b22_force_pressure_onset_value,first_b22_m0_speed_onset_step,first_b22_m0_speed_onset_value,first_b22_momentum_speed_onset_step,first_b22_momentum_speed_onset_value,first_b22_phase_adv_speed_onset_step,first_b22_phase_adv_speed_onset_value,first_fmu_raw_onset_step,first_fmu_raw_onset_value,first_force_over_rho_onset_step,first_force_over_rho_onset_value,first_phase_from_h_onset_step,first_phase_from_h_onset_value,first_pressure_input_onset_step,first_pressure_input_onset_value,first_stress_post_onset_step,first_stress_post_onset_value,fmu_stress_closure_mode,force_density_closure_mode,force_fixed_point_mode,iterations,momentum_closure_probe_mode,momentum_force_mode,phase_advection_velocity_mode,prefix,pressure_closure_mode,primary_branch,probe,summary
stress_amplification_shadow,not_available,phase_advection_velocity_mach_first,fmu_force_component_first,B22 F_mu magnitude crosses before or with F/rho.,1,7ebe7053bdcb4a88468f58b9f4f0bd30e189fd589709c9849e357c4d0fedd74f,0.005,15,885426.8781655912,15,885426.8781655912,15,885585.0282022512,13,4.905829565473682,15,4427.158741496312,15,885585.0282022512,16,46155825629752.58,13,2.832382020224655,12,1.5770097522123074,13,2.832382020224655,16,47215765678.8415,15,885585.0282022512,15,8039.923173863946,,,,,2,0,2,20,1,0,1,b29,1,force_over_rho_density_closure,B29_020,/mnt/usb1t/RUNS/runs/stage14_B29_short_stability_20260627/B29_020/b29_key_summary.json
stress_amplification_shadow,not_available,phase_advection_velocity_mach_first,heq_from_post_force_large_without_prior_momentum_threshold,B22 post-force heq is large without a prior configured post-force velocity crossing.,1,7ebe7053bdcb4a88468f58b9f4f0bd30e189fd589709c9849e357c4d0fedd74f,0.005,15,885426.8781655912,15,885426.8781655912,15,885585.0282022512,15,576.9462405496251,15,4427.158741496312,15,885585.0282022512,20,2.968264590909161e+47,15,333.1000672892686,15,443125.61079041864,15,333.1000672892686,20,1.736829234059942e+23,15,885585.0282022512,15,8039.923173863946,,,,,2,0,2,100,1,0,1,b29,1,force_over_rho_density_closure,B29_100,/mnt/usb1t/RUNS/runs/stage14_B29_short_stability_20260627/B29_100/b29_key_summary.json
