case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
init120_target150_100,150.0,120.0,156.18480467944488,6.1848046794448805,156.18480467944488,156.18480467944488,20.83928470420038,22.232307625940937,0.5,126
init60_target30_100,30.0,60.0,69.3412169766902,39.341216976690205,69.3412169766902,69.3412169766902,-4.355913768560186,13.763856904416155,0.5,92
