step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,droplet_volume_radius,pressure_inside_mean,pressure_outside_mean,laplace_delta_p,sigma_theory,laplace_delta_p_target,laplace_delta_p_relative_error,mu_min,mu_max,u_max,spurious_u_rms_interface,interface_cells,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,mass_correction_delta,mass_correction_weight,mass_correction_count,phase_source_sum_abs_max,phase_source_first_max,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1726.0891478340977,0.0,2.4024242040177057e-09,0.9978367427276417,0,0,0.10000000216218179,0.9980530684548775,0.33333333333333326,0.33333333333333326,7.441460901690197,0.33333333333333315,0.33333333333333315,0.0,0.0016666666666666668,0.00044794071720194423,1.0,-1.1817792242146156e-06,0.0006926568810175669,8.129906822047958e-05,5.4112013082318364e-05,2704,0.0,0.0001625981364409335,0.0,0.0,0.0001625981364409335,0.0003483645283790499,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.0,656.9903288565196,32688,0.0,0.0,0.5,0.5,0
300,1726.08914783407,-2.773958840407431e-11,5.071638648800636e-10,0.9987065653320869,0,0,0.10000000045644748,0.9988359087988783,0.33329248054164845,0.3338170652164767,7.441460901690158,0.3337990615904395,0.33330970753019323,0.0004893540602462498,0.0016666666666666668,0.00044794071720194656,0.09245273192173944,-1.4351008674745803e-05,0.0007196272260574972,4.144422156096512e-05,2.027042507155192e-05,2776,0.0,0.00015470520265628687,0.0,0.0,0.00015470520265628687,0.00036118083340692264,0,0.004628192976746846,0.2967261521475251,0,0,0,0.0,0.0,0.0,0.0,659.5269289779474,32464,1.2947801094655409e-17,0.08333303554095005,0.5,0.5,0
600,1726.0891478340425,-5.525180313270539e-11,5.182832158196511e-10,0.9987063826176795,0,0,0.1000000004664549,0.9988357443559116,0.333309527302622,0.333776379272979,7.441460901690118,0.33376240889807796,0.333312667743295,0.0004497411547829677,0.0016666666666666668,0.000447940717201949,0.004019365759525297,-1.512226395977157e-05,0.0007110076973442924,5.559099735501243e-05,2.8667911555860558e-05,2776,0.0,0.00015250512412687297,0.0,0.0,0.00015250512412687297,0.00035816064809364234,0,0.004627937443504999,0.2966906792736035,0,0,0,0.0,0.0,0.0,0.0,659.5599057245526,32464,1.0554882237481746e-17,0.08333155768725015,0.5,0.5,0
900,1726.0891478340147,-8.29913915367797e-11,5.206966801635081e-10,0.9987062929471456,0,0,0.10000000046862702,0.9988356636524311,0.3333106723876637,0.33377983833624497,7.441460901690078,0.3337655964939291,0.33331238164064403,0.0004532148532850888,0.0016666666666666668,0.0004479407172019514,0.011774183235857999,-1.5298750010391315e-05,0.0007089925001930919,6.0280156501534245e-05,3.1851217005953135e-05,2776,0.0,0.0001519914494856516,0.0,0.0,0.0001519914494856516,0.0003574509136786384,0,0.004627659834944309,0.29669294541890373,0,0,0,0.0,0.0,0.0,0.0,659.5687380942355,32464,1.177729294553208e-17,0.08333103858544849,0.5,0.5,0
1200,1726.0891478339865,-1.1118572729174048e-10,5.212538630515282e-10,0.9987062697427689,0,0,0.10000000046912848,0.998835642768492,0.333310947423372,0.33378093128929837,7.441460901690038,0.33376657891398787,0.3333122996826545,0.00045427923133334325,0.0016666666666666668,0.0004479407172019538,0.014150341525063366,-1.5339234277070115e-05,0.0007085278410069633,5.815387312854686e-05,3.202621299735405e-05,2776,0.0,0.00015187302255704606,0.0,0.0,0.00015187302255704606,0.0003572870342235228,0,0.004627728318436354,0.2966942236946026,0,0,0,0.0,0.0,0.0,0.0,659.5708390246214,32464,1.185595655859858e-17,0.08333090943398948,0.5,0.5,0
1500,1726.0891478339586,-1.3915268937125802e-10,5.213823919550393e-10,0.9987062642643462,0,0,0.10000000046924416,0.9988356378379116,0.3333106817711676,0.3337800222716074,7.441460901689998,0.333765744994211,0.3333123709309357,0.0004533740632753358,0.0016666666666666668,0.0004479407172019562,0.012129609711121526,-1.534854566411569e-05,0.0007084208407711915,5.905182136292614e-05,3.223227796094725e-05,2776,0.0,0.00015184575200658936,0.0,0.0,0.00015184575200658936,0.00035724928373664434,0,0.004627700281104528,0.2966933448881312,0,0,0,0.0,0.0,0.0,0.0,659.5713263265735,32464,1.0999862208794895e-17,0.08333087918613925,0.5,0.5,0
1800,1726.0891478339308,-1.6689227777533233e-10,5.214119992856871e-10,0.9987062629958279,0,0,0.10000000046927081,0.9988356366962451,0.3333107930054401,0.3337804059134799,7.4414609016899576,0.3337660962373074,0.33331234077539945,0.00045375546190795646,0.0016666666666666668,0.00044794071720195865,0.012981058614897399,-1.535068891188427e-05,0.0007083962051582169,5.902610941422455e-05,3.225493663350592e-05,2776,0.0,0.00015183947328219799,0.0,0.0,0.00015183947328219799,0.0003572405914156737,0,0.004627703476392697,0.2966936923591136,0,0,0,0.0,0.0,0.0,0.0,659.5714387099324,32464,1.0551184444584673e-17,0.08333087219491833,0.5,0.5,0
2100,1726.089147833902,-1.957687345566228e-10,5.214188167022763e-10,0.9987062627033931,0,0,0.10000000046927694,0.9988356364330538,0.3333107593847192,0.33378029126036096,7.441460901689917,0.3337659910526782,0.3333123497967153,0.00045364125596286664,0.0016666666666666668,0.0004479407172019611,0.012726100892353955,-1.5351182325464587e-05,0.0007083905332408295,5.900567600371718e-05,3.22584951135583e-05,2776,0.0,0.00015183802771688608,0.0,0.0,0.00015183802771688608,0.0003572385901245274,0,0.004627703430673381,0.296693593981945,0,0,0,0.0,0.0,0.0,0.0,659.5714645941613,32464,1.2221954578615308e-17,0.08333087058388011,0.5,0.5,0
2400,1726.0891478338742,-2.2350832296069711e-10,5.214203863297366e-10,0.9987062626360454,0,0,0.10000000046927836,0.9988356363724409,0.33331076607285437,0.3337803143059974,7.441460901689877,0.33376601215555735,0.33331234798508574,0.00045366417047160157,0.0016666666666666668,0.00044794071720196353,0.01277725611859816,-1.5351295922959676e-05,0.0007083892273888388,5.903149464227964e-05,3.2262742084762946e-05,2776,0.0,0.00015183769490277735,0.0,0.0,0.00015183769490277735,0.0003572381293630368,0,0.004627702885576204,0.2966936119652071,0,0,0,0.0,0.0,0.0,0.0,659.5714705540432,32464,1.0478904341424896e-17,0.08333087021289298,0.5,0.5,0
2700,1726.0891478338456,-2.5215740606654435e-10,5.2142074770883e-10,0.9987062626205386,0,0,0.10000000046927868,0.9988356363584848,0.3333107658038431,0.3337803134111444,7.441460901689836,0.33376601133066736,0.33331234805552834,0.0004536632751390157,0.0016666666666666668,0.00044794071720196597,0.012775257343863164,-1.5351322076519185e-05,0.0007083889267414184,5.902270409981458e-05,3.2262065623960764e-05,2776,0.0,0.00015183761827870164,0.0,0.0,0.00015183761827870164,0.0003572380232814255,0,0.004627703120170974,0.29669361214666845,0,0,0,0.0,0.0,0.0,0.0,659.5714719262206,32464,1.2714695393359922e-17,0.08333087012747627,0.5,0.5,0
