step,wall_count,fluid_count,wall_phase_pred_gt_1_count,wall_phase_profile_pred_gt_1_count,wall_phase_unified_profile_pred_gt_1_count,wall_phase_field_gt_1_count,fluid_phase_field_gt_1_count,wall_profile_delta_nonzero_count,wall_unified_profile_delta_nonzero_count,wall_clamp_delta_nonzero_count,wall_phase_pred_max,wall_phase_profile_pred_max,wall_phase_unified_profile_pred_max,wall_unified_profile_delta_max,wall_h_mean,wall_h_max,wall_grad_1_mag_max,wall_grad_2_mag_max,wall_grad_tangent_vec_mag_max,wall_normal_coeff_1_min,wall_normal_coeff_1_max,wall_actual_minus_profile_max,wall_actual_minus_raw_min,wall_actual_minus_raw_max,normal_path_count,normal_path_wall_phase_pred_max,normal_path_wall_phase_unified_profile_pred_max,normal_path_wall_grad_tangent_vec_mag_max,normal_path_wall_normal_coeff_1_min,normal_path_wall_normal_coeff_1_max,normal_path_wall_actual_minus_profile_max,normal_path_wall_actual_minus_raw_min,normal_path_wall_actual_minus_raw_max,phase_wall_max,phase_fluid_max,max_mach,nonfinite_count
0,135160,1247240,64,0,0,0,0,8296,8296,0,1.7954628943313244,1.0,1.0,1.054862754745995,0.34327343502302027,0.8660254037844386,0.17347528275656127,0.16121961865662415,0.148776638417561,-4.276925679241872e-05,0.17143479549887125,1.1102230246251565e-16,-1.054862754745995,0.12088925967896569,10256,1.7954628943313244,0.7406001395853296,0.148776638417561,-4.276925679241872e-05,0.17143479549887125,1.1102230246251565e-16,-1.054862754745995,0.12088925967896569,1.0,0.9999997995397631,0.0,0
50000,135160,1247240,1920,0,0,0,0,10256,10256,0,1.4480228316330213,1.0,1.0,0.688189353200577,0.34327343502302027,0.8660254037844386,0.17389925398621564,0.16078215051611083,0.13541566678243036,-0.1573572480609317,0.0,0.0,-0.688189353200577,0.10962962960228288,10256,1.4480228316330213,0.9999976721925408,0.13541566678243036,-0.1573572480609317,-3.374036630421351e-06,0.0,-0.688189353200577,0.10962962960228288,1.0,0.9999998672708955,0.0004918523894985014,0
