step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
10,1151.633254061357,-6.821210263296962e-13,4.922876557032088e-07,0.9968547469262838,0,0,0.10000044305889014,0.9971692722336555,0.033333481019630046,0.33238975741121846,-2.1162123410547825e-05,0.0008177130073201671,0.0010199543189010622,0.0,0.00017690171041077833,0.0,0.0,0.00017690171041077833,0.0004065960759720716,0,0.004605550619877277,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
11,1151.633254061357,-6.821210263296962e-13,4.787077697488275e-07,0.9970856889609538,0,0,0.10000043083699278,0.9973771200648585,0.033333476945664256,0.33245904002161947,-2.122257396358181e-05,0.0008177424442456659,0.0010825674111207301,0.0,0.0001766637844633761,0.0,0.0,0.0001766637844633761,0.00040668218446549123,0,0.004604116073262743,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
12,1151.633254061357,-6.821210263296962e-13,4.6650609908210777e-07,0.9973093726242606,0,0,0.10000041985548917,0.9975784353618345,0.033333473285163055,0.3325261451206115,-2.128162062801051e-05,0.0008176583524482648,0.001141858628746535,0.0,0.00017646736196695557,0.0,0.0,0.00017646736196695557,0.0004067481615323603,0,0.004602764437632285,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
13,1151.633254061357,-6.821210263296962e-13,4.5545939531556547e-07,0.9975256444062995,0,0,0.1000004099134558,0.9977730799656697,0.03333346997115193,0.3325910266552232,-2.1337658842755525e-05,0.0008174791116934076,0.0011980096643427552,0.0,0.00017644762459396524,0.0,0.0,0.00017644762459396524,0.00040679586023217943,0,0.004601482500439826,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
14,1151.6332540613569,-9.094947017729282e-13,4.4539213987929984e-07,0.9977340006446448,0,0,0.1000004008529259,0.9979606005801803,0.0333334669509753,0.3326535335267268,-2.1389224351868227e-05,0.0008172279220272281,0.0012513213114680973,0.0,0.00017644737010784778,0.0,0.0,0.00017644737010784778,0.00040683017737633574,0,0.004600269149998444,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
15,1151.6332540613566,-1.1368683772161603e-12,4.361643140335214e-07,0.9979345356272163,0,0,0.10000039254788264,0.9981410820644947,0.033333464182627545,0.3327136940214982,-2.1435843720131162e-05,0.0008169142969427401,0.001301936172527313,0.0,0.00017643862201038103,0.0,0.0,0.00017643862201038103,0.0004068513448797504,0,0.004599113417661636,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
16,1151.6332540613569,-9.094947017729282e-13,4.276628007710711e-07,0.9981271136253602,0,0,0.1000003848965207,0.9983144022628242,0.033333461632173565,0.3327714674209414,-2.1476982489833307e-05,0.0008165529086230406,0.0013500886092760599,0.0,0.000176423106489565,0.0,0.0,0.000176423106489565,0.0004068623778115449,0,0.004598015763458807,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
17,1151.6332540613566,-1.1368683772161603e-12,4.197952071949428e-07,0.9983119610192636,0,0,0.10000037781568648,0.9984807649173373,0.03333345927189549,0.3328269216391124,-2.151277237898587e-05,0.0008161489593902874,0.00139589362246208,0.0,0.00017640098386928444,0.0,0.0,0.00017640098386928444,0.0004068629864780497,0,0.004596965759814643,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
18,1151.6332540613566,-1.1368683772161603e-12,4.1248533820947176e-07,0.9984891596525115,0,0,0.1000003712368044,0.9986402436872603,0.0333334570789348,0.33288008122908674,-2.1543165382687556e-05,0.0008157124213184661,0.0014395407887592933,0.0,0.00017637346464994665,0.0,0.0,0.00017637346464994665,0.00040685526934135756,0,0.00459593374138128,0.2962962962962962,0,0,0,0.0,0.0,0.0,0.5,0.5,0
19,1151.6332540613566,-1.1368683772161603e-12,4.056698209999544e-07,0.9986589928677451,0,0,0.10000036510283891,0.9987930935809706,0.03333345503427963,0.33293103119365686,-2.1568569018714716e-05,0.0008152462622697184,0.0014811254049397443,0.0,0.00017634057610718497,0.0,0.0,0.00017634057610718497,0.00040683881222920536,0,0.004594948832459607,0.29629629629629617,0,0,0,0.0,0.0,0.0,0.5,0.5,0
20,1151.6332540613566,-1.1368683772161603e-12,3.992955465341706e-07,0.9988216599777204,0,0,0.10000035936599189,0.9989394939799484,0.03333345312199729,0.33297983132664943,-2.158915694885429e-05,0.0008147576755523748,0.0015208043239025003,0.0,0.0001763032417365,0.0,0.0,0.0001763032417365,0.000406815225333373,0,0.004594007475232448,0.296296296296296,0,0,0,0.0,0.0,0.0,0.5,0.5,0
