step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.6332540613578,0.0,9.020596492548271e-07,0.9941414338584684,0,0,0.10000081185368434,0.9947272904726217,0.033333603951228113,0.33157576349087386,-2.155422422680661e-05,0.0008062190325630363,9.441549908702725e-05,0.0,0.0001888309981740288,0.0,0.0,0.0001888309981740288,0.00039429704359000194,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
10,1151.633254061357,-6.821210263296962e-13,4.922876557032088e-07,0.9968547469262838,0,0,0.10000044305889014,0.9971692722336555,0.033333481019630046,0.33238975741121846,-2.1162123410547825e-05,0.0008177130073201671,0.0010199543189010622,0.0,0.00017690171041077833,0.0,0.0,0.00017690171041077833,0.0004065960759720716,0,0.004605550619877277,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.5,0.5,0
20,1151.6332540613566,-1.1368683772161603e-12,3.992955465341706e-07,0.9988216599777204,0,0,0.10000035936599189,0.9989394939799484,0.03333345312199729,0.33297983132664943,-2.158915694885429e-05,0.0008147576755523748,0.0015208043239025003,0.0,0.0001763032417365,0.0,0.0,0.0001763032417365,0.000406815225333373,0,0.004594007475232448,0.296296296296296,0,0,0,0.0,0.0,0.0,0.5,0.5,0
30,1151.6322973948959,-0.0009566664618887444,3.5253695883428376e-07,1.0,0,0,0.10000031728326296,1.0,0.033333439094420984,0.3333333333333333,-2.1612946759958753e-05,0.0008092153651178531,0.0018327610413351673,0.0,0.00017574395718636268,0.0,0.0,0.00017574395718636268,0.00040625390787987883,0,0.004586489720259164,0.2962962962962223,0,0,0,0.0,0.0,0.0,0.5,0.5,0
40,1151.605063576458,-0.028190484899823787,3.2483335432585603e-07,1.0,0,0,0.1000002923500189,1.0,0.033333430783339627,0.3333333333333333,-2.148631468869397e-05,0.0008035334009403615,0.0020368225941113987,0.0,0.00017549988332547315,0.0,0.0,0.00017549988332547315,0.00040532527175550433,0,0.0045813388170000335,0.29629629629505494,0,0,0,0.0,0.0,0.0,0.5,0.5,0
50,1151.5535850649217,-0.07966899643611214,3.0815877492122745e-07,1.0,0,0,0.10000027734289743,1.0,0.033333425780965806,0.3333333333333333,-2.1333922437145867e-05,0.0007983491123070303,0.0021743960635760835,0.0,0.00017547610947709038,0.0,0.0,0.00017547610947709038,0.00040425898023718304,0,0.00457764824693036,0.29629629628957693,0,0,0,0.0,0.0,0.0,0.5,0.5,0
60,1151.4855607200911,-0.14769334126663125,2.9826503286090254e-07,1.0,0,0,0.10000026843852958,1.0,0.03333342281284319,0.3333333333333333,-2.1192310168182306e-05,0.0007937605317117184,0.00226920246136338,0.0,0.0001754218312080749,0.0,0.0,0.0001754218312080749,0.00040316419263021513,0,0.00457492738329017,0.29629629627585446,0,0,0,0.0,0.0,0.0,0.5,0.5,0
70,1151.4057917815273,-0.22746227983043354,2.92397867873885e-07,1.0,0,0,0.1000002631580811,1.0,0.0333334210526937,0.3333333333333333,-2.106931026649558e-05,0.0007897386931820539,0.002335719347530655,0.0,0.00017534224146934345,0.0,0.0,0.00017534224146934345,0.0004021032797211726,0,0.004572880150361094,0.2962962962518158,0,0,0,0.0,0.0,0.0,0.5,0.5,0
80,1151.317496696935,-0.3157573644227796,2.888360943687953e-07,1.0,0,0,0.10000025995248493,1.0,0.033333419984161644,0.3333333333333333,-2.096462526040346e-05,0.0007862364381503504,0.0023831064220049196,0.0,0.00017524974065804565,0.0,0.0,0.00017524974065804565,0.0004011133214513109,0,0.0045713158430020035,0.29629629621803094,0,0,0,0.0,0.0,0.0,0.5,0.5,0
90,1151.2229041734183,-0.4103498879394465,2.8658227784232976e-07,1.0,0,0,0.10000025792405007,1.0,0.033333419308016685,0.3333333333333333,-2.087601027880205e-05,0.0007831985483093652,0.002417310736777218,0.0,0.00017515388171640857,0.0,0.0,0.00017515388171640857,0.00040021152460952046,0,0.004570105799262681,0.2962962961769259,0,0,0,0.0,0.0,0.0,0.5,0.5,0
100,1151.1235939025805,-0.5096601587772511,2.850891216383243e-07,1.0,0,0,0.10000025658020947,1.0,0.033333418860069824,0.3333333333333333,-2.0800968277495104e-05,0.000780568738358172,0.002452247303236307,0.0,0.00017506069671435005,0.0,0.0,0.00017506069671435005,0.0003994026422290667,0,0.004569160277776548,0.29629629613162956,0,0,0,0.0,0.0,0.0,0.5,0.5,0
