step,nonfinite_total,max_mach,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,sphere11_active_count,sphere11_limiter_count,sphere11_normal_limiter_count,outer90_active_count,outer90_limiter_count,outer90_normal_limiter_count,fallback_angle_active_count,fallback_angle_limiter_count,fallback_angle_normal_limiter_count,raw_delta_p50,raw_delta_p95,raw_delta_p99,raw_delta_max,limited_delta_p99,dn_try_p50,dn_try_p95,effective_cap_p50,effective_cap_p95,ratio_cap_p50,ratio_cap_p95,abs_cap_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,normal_raw_abs_p95,target_normal_abs_p50,target_minus_raw_abs_p50,smooth_weight_c_p50,smooth_weight_g_p50,smooth_weight_t_p50,smooth_weight_total_p50,tan_coeff_times_tangent_p50,limiter_ratio_p05,limiter_ratio_p10,limiter_ratio_p50,limiter_ratio_p95,normal_delta_raw_p99,tangent_mag_p95,tangent_mag_p99,phase_c_p50,normal_agreement_p05,tan_coeff_p50,wall_profile_conflict_p50
0,0,0.0,7536,0,0.0,6532,0.8667728237791932,5048,0.6698513800424628,2488,0.33014861995753714,4044,0.6191059399877527,2488,0.3808940600122474,0,0,0,0,0,0,7536,0,6532,0.1810568294425271,0.40428017045328624,0.4081444557114358,0.40897347453281024,0.05,-0.1810568294425271,-0.00044531267192189064,0.03066540214075926,0.05,0.03066540214075926,0.07622757050216729,0.05,5.921564927731042,8.085603409065724,8.162889114228715,0.06133080428151852,0.15245514100433458,0.2459517046820886,0.18105682944270818,1.0,1.0,1.0,1.0,0.2459517046820886,0.12367660759601219,0.12723941660103535,0.16887442625589683,1.0,-0.025140088051876685,0.07784625316183974,0.0786325814637617,0.472746472714162,1.0,7.1153696297164215,0.0
100,0,1.220152609790331e-05,7500,0,0.0,6500,0.8666666666666667,4940,0.6586666666666666,2560,0.3413333333333333,3940,0.6061538461538462,2560,0.39384615384615385,0,0,0,0,0,0,7500,0,6500,0.1824682753968903,0.3966732811238624,0.400462248471519,0.40133767270573806,0.05,-0.1824682753968903,-0.0005693900584973939,0.03222072245067892,0.05,0.03222072245067892,0.07531814193657327,0.05,6.026135139172446,7.9334656224772475,8.00924496943038,0.06444144490135784,0.15063628387314654,0.25000798478728986,0.1824682753970728,1.0,1.0,1.0,1.0,0.25000798478728986,0.1260483182994807,0.12929113488184837,0.16594383911166777,1.0,-0.027238631329077584,0.07678012758958255,0.07743815935464615,0.4581093074675447,1.0,7.1153696297164215,0.0
200,0,1.249537728131372e-05,7516,0,0.0,6536,0.8696114954763172,4948,0.6583288983501863,2568,0.34167110164981374,3968,0.6070991432068543,2568,0.3929008567931457,0,0,0,0,0,0,7516,0,6536,0.1835586355749996,0.3916172291178686,0.395135554974641,0.39617689169823056,0.05,-0.1835586355749996,-0.0007431944172159884,0.0325133623433297,0.05,0.0325133623433297,0.07548327563240237,0.05,5.91560710278541,7.832344582357372,7.90271109949282,0.0650267246866594,0.15096655126480474,0.2497211844609501,0.18355863557518318,1.0,1.0,1.0,1.0,0.2497211844609501,0.127675690144243,0.13069886602552866,0.16904435717665262,1.0,-0.027337515334106444,0.07620991020754181,0.07683591647159493,0.4561255171668309,1.0,7.1153696297164215,0.0
300,0,1.2317066487286602e-05,7592,0,0.0,6584,0.8672286617492097,5016,0.660695468914647,2576,0.339304531085353,4008,0.6087484811664642,2576,0.39125151883353587,0,0,0,0,0,0,7592,0,6584,0.1825263849271612,0.38741795294980685,0.39083811239622623,0.39180472247849246,0.05,-0.1825263849271612,-0.0005868669643896018,0.03240616387834051,0.05,0.03240616387834051,0.07560454312581592,0.05,5.80473510820094,7.748359058996137,7.816762247924525,0.06481232775668103,0.15120908625163185,0.24827475353554582,0.18252638492734374,1.0,1.0,1.0,1.0,0.24827475353554582,0.12905962078752167,0.13228502565280775,0.17227314965452917,1.0,-0.027354734739975253,0.07561477411300226,0.07625240489090386,0.44639805603713184,1.0,7.1153696297164215,0.0
400,0,1.2116958690951498e-05,7632,0,0.0,6616,0.8668763102725366,5032,0.6593291404612159,2600,0.34067085953878407,4016,0.6070133010882709,2600,0.39298669891172916,0,0,0,0,0,0,7632,0,6616,0.1806456686408988,0.383525625605584,0.38705249008122283,0.38778431549439707,0.05,-0.1806456686408988,-0.0007146761320606311,0.03248212605371037,0.05,0.03248212605371037,0.07571724614857873,0.05,5.715572188739969,7.67051251211168,7.741049801624456,0.06496425210742074,0.15143449229715747,0.24740375073474424,0.18064566864107945,1.0,1.0,1.0,1.0,0.24740375073474424,0.1303693851513843,0.13333128668959549,0.17496061100311328,1.0,-0.02736808472433667,0.07513096899990528,0.07577758137530412,0.43695985093203127,1.0,7.1153696297164215,0.0
500,0,1.1933153862637726e-05,7696,0,0.0,6656,0.8648648648648649,5024,0.6528066528066528,2672,0.3471933471933472,3984,0.5985576923076923,2672,0.4014423076923077,0,0,0,0,0,0,7696,0,6656,0.17976877002262837,0.380411502867401,0.3834882284112633,0.3842009156286996,0.05,-0.17976877002262837,-0.000561015101450614,0.03265547086986875,0.05,0.03265547086986875,0.07582908973162719,0.05,5.63118768100911,7.6082300573480195,7.669764568225267,0.0653109417397375,0.15165817946325438,0.2456292941222729,0.1797687700228081,1.0,1.0,1.0,1.0,0.2456292941222729,0.1314366143587103,0.13469175941597578,0.17758244895405847,1.0,-0.027166621202016086,0.07464363474231898,0.07530653498100472,0.4247736678531122,1.0,7.1153696297164215,0.0
600,0,1.1756419049090831e-05,7728,0,0.0,6672,0.8633540372670807,5056,0.6542443064182195,2672,0.34575569358178054,4000,0.5995203836930456,2672,0.40047961630695444,0,0,0,0,0,0,7728,0,6672,0.17917027781901398,0.37697491299919333,0.38011512465387487,0.3808907301051492,0.05,-0.17917027781901398,-0.0005153202534324865,0.03275626577921761,0.05,0.03275626577921761,0.07593486890855676,0.05,5.554886968364804,7.5394982599838665,7.602302493077497,0.06551253155843521,0.15186973781711352,0.24502524558053485,0.17917027781919317,1.0,1.0,1.0,1.0,0.24502524558053485,0.13263482071579388,0.1356702838094024,0.18002166483224963,1.0,-0.02644292141074499,0.07426707078591335,0.0748842102323653,0.42253195895816337,1.0,7.1153696297164215,0.0
700,0,1.1602582795052018e-05,7776,0,0.0,6696,0.8611111111111112,5096,0.6553497942386831,2680,0.3446502057613169,4016,0.5997610513739546,2680,0.4002389486260454,0,0,0,0,0,0,7776,0,6696,0.17781610608800158,0.3736784148426452,0.3769133119977121,0.3777392744000177,0.05,-0.17781610608800158,-0.000517348001790287,0.032738090382595564,0.05,0.032738090382595564,0.07603701983577343,0.05,5.491762806829873,7.473568296852903,7.5382662399542415,0.06547618076519113,0.15207403967154687,0.24100384910613493,0.1778161060881794,1.0,1.0,1.0,1.0,0.24100384910613493,0.13380489215855523,0.13706383256918084,0.18209089415812757,1.0,-0.026227025040329147,0.07386962092328558,0.07449425236227754,0.41742643162020127,1.0,7.1153696297164215,0.0
800,0,1.1463277621290579e-05,7816,0,0.0,6728,0.8607983623336745,5120,0.6550665301944729,2696,0.34493346980552714,4032,0.5992865636147443,2696,0.40071343638525564,0,0,0,0,0,0,7816,0,6728,0.17594424725214913,0.3707255446377134,0.37396818727028486,0.3747300917231064,0.05,-0.17594424725214913,-0.0005197979547340144,0.03252631172590344,0.05,0.03252631172590344,0.07613355266830446,0.05,5.444919730360658,7.414510892754268,7.4793637454056965,0.06505262345180687,0.15226710533660892,0.2408534538876445,0.1759442472523251,1.0,1.0,1.0,1.0,0.2408534538876445,0.13487066300991435,0.13794715831734652,0.1836574491911868,1.0,-0.02591259053460901,0.07348080838114421,0.0741199892823376,0.41604917327055224,1.0,7.1153696297164215,0.0
900,0,1.1334545605194139e-05,7880,0,0.0,6752,0.8568527918781725,5160,0.6548223350253807,2720,0.34517766497461927,4032,0.5971563981042654,2720,0.4028436018957346,0,0,0,0,0,0,7880,0,6752,0.17276711936202405,0.3681473858953016,0.3712570753002525,0.371944119501262,0.05,-0.17276711936202405,-0.00048077282680051013,0.032581644341674945,0.05,0.032581644341674945,0.07622144600330646,0.05,5.368721893131628,7.362947717906032,7.425141506005049,0.06516328868334989,0.15244289200661293,0.23894684867858393,0.17276711936219682,1.0,1.0,1.0,1.0,0.23894684867858393,0.13581517054210357,0.13914792619621635,0.18626407305675546,1.0,-0.025288484871156456,0.07312114070936353,0.07373614271669564,0.4090720201446809,1.0,7.1153696297164215,0.0
