ForceIterCount_max_abs,ForceIterCount_nonfinite,ForceIterResidual_max_abs,ForceIterResidual_nonfinite,PhaseField_max_abs,PhaseField_nonfinite,ReplayFmuDelta_max_abs,ReplayFmuDelta_nonfinite,ReplayFmuRaw_max_abs,ReplayFmuRaw_nonfinite,ReplayForceDensityClosureMode_max_abs,ReplayForceDensityClosureMode_nonfinite,ReplayForceFixedPointMode_max_abs,ReplayForceFixedPointMode_nonfinite,ReplayForceInjectionMode_max_abs,ReplayForceInjectionMode_nonfinite,ReplayForceOverRho_max_abs,ReplayForceOverRho_nonfinite,ReplayForceRhoEffective_max_abs,ReplayForceRhoEffective_nonfinite,ReplayForceRhoRaw_max_abs,ReplayForceRhoRaw_nonfinite,ReplayFpressureNoThird_max_abs,ReplayFpressureNoThird_nonfinite,ReplayFpressurePhysical_max_abs,ReplayFpressurePhysical_nonfinite,ReplayFtotal_max_abs,ReplayFtotal_nonfinite,ReplayM0_max_abs,ReplayM0_nonfinite,ReplayMF_max_abs,ReplayMF_nonfinite,ReplayMomentumAfterG_max_abs,ReplayMomentumAfterG_nonfinite,ReplayMomentumDeltaG_max_abs,ReplayMomentumDeltaG_nonfinite,ReplayPhaseFromH_max_abs,ReplayPhaseFromH_nonfinite,ReplayPressureClosureMode_max_abs,ReplayPressureClosureMode_nonfinite,ReplayPressureForceScale_max_abs,ReplayPressureForceScale_nonfinite,ReplayPressureInput_max_abs,ReplayPressureInput_nonfinite,ReplayPressurePhysicalInput_max_abs,ReplayPressurePhysicalInput_nonfinite,ReplayRhoForForce_max_abs,ReplayRhoForForce_nonfinite,ReplayTauUsed_max_abs,ReplayTauUsed_nonfinite,ReplayVelocityHalfForce_max_abs,ReplayVelocityHalfForce_nonfinite,failures,missing_step,probe,probe_mode,step,summary_path
2.0,0,130.1152100589617,0,1.0000053056336682,0,36.33624892741927,0,36.43360612610245,0,0.0,0,0.0,0,1.0,0,7323.102208738801,0,0.999999945870175,0,0.999999945870175,0,0.5457399332571004,0,0.00030318884878017345,0,36.61551104374622,0,0.6398303330292059,0,7323.102208738801,0,7323.143913179636,0,7323.102208733923,0,1.0000053056336682,0,0.0,0,0.33166666666666667,0,4.093927957041677,0,0.006823213193561648,0,0.999999945870175,0,0.8,0,3661.592808815113,0,,False,probe_R200_B0_legacy,-1,8,/mnt/usb1t/RUNS/runs/stage14_density_ratio200_probe_20260623/probe_R200_B0_legacy/s2_replay_smoke_summary.json
1.0,0,0.0,0,1.0000053087775531,0,0.0,0,0.0012614337443404536,0,0.0,0,2.0,0,1.0,0,0.2111750309672707,0,0.9999999458701753,0,0.9999999458701753,0,0.0028439594604780464,0,2.3047649513256502e-06,0,0.001269916440726883,0,0.07178115639522611,0,0.2111750309672707,0,0.22779094242001532,0,0.21117503096727086,0,1.0000053087775531,0,1.0,0,0.33166666666666667,0,0.00014355756559016693,0,0.00014355756559016693,0,0.9999999458701753,0,0.8,0,0.12220342693637981,0,,False,probe_R200_B1C2_pressure_physical_single_pass,-1,8,/mnt/usb1t/RUNS/runs/stage14_density_ratio200_probe_20260623/probe_R200_B1C2_pressure_physical_single_pass/s2_replay_smoke_summary.json
2.0,0,129.34595213267139,0,1.000005308777576,0,0.0004963875432131257,0,0.0008325237444227723,0,0.0,0,0.0,0,1.0,0,0.15844588745621893,0,0.9999999458701753,0,0.9999999458701753,0,0.003494470084394385,0,2.305201944294502e-06,0,0.000839810387717245,0,0.09098527691025446,0,0.15844588745621893,0,0.16781316218867443,0,0.1584458874562191,0,1.000005308777576,0,1.0,0,0.33166666666666667,0,0.00017272532975359152,0,0.00017272532975359152,0,0.9999999458701753,0,0.8,0,0.09098534959675202,0,,False,probe_R200_B1_pressure_physical,-1,8,/mnt/usb1t/RUNS/runs/stage14_density_ratio200_probe_20260623/probe_R200_B1_pressure_physical/s2_replay_smoke_summary.json
1.0,0,0.0,0,1.0000053056336502,0,0.0,0,0.0234817591015028,0,0.0,0,2.0,0,1.0,0,13.653462649754818,0,0.999999945870175,0,0.999999945870175,0,0.13811016566592293,0,7.672786904723204e-05,0,0.0682673132488712,0,0.3973199683123534,0,13.653462649754818,0,13.701805729909049,0,13.653462649754813,0,1.0000053056336502,0,0.0,0,0.33166666666666667,0,1.0360466477482548,0,0.00172674439564877,0,0.999999945870175,0,0.8,0,6.875074405031646,0,,False,probe_R200_C2_single_pass,-1,8,/mnt/usb1t/RUNS/runs/stage14_density_ratio200_probe_20260623/probe_R200_C2_single_pass/s2_replay_smoke_summary.json
