Fig.18 (a),0.78,,0.94,,1.09,,,
,,,,,,,,
,t,d,t,d,t,d,,
,0,0,0,0,0,0,,
,0.0043946,0.00021875,0.0043946,0.00021875,0.0043946,0.000203125,,
,0.0087892,0.00034375,0.0087892,0.00034375,0.0087892,0.000328125,,
,0.0131838,0.000453125,0.0131838,0.0004375,0.0131838,0.000421875,,
,0.0175784,0.000546875,0.0175784,0.000546875,0.0175784,0.000515625,,
,0.021973,0.000640625,0.021973,0.000640625,0.021973,0.00059375,,
,0.0263676,0.000734375,0.0263676,0.00071875,0.0263676,0.000671875,,
,0.0307622,0.0008125,0.0307622,0.000796875,0.0307622,0.00075,,
,0.0351568,0.000890625,0.0351568,0.000859375,0.0351568,0.000796875,,
,0.0395514,0.000953125,0.0395514,0.000921875,0.0395514,0.000859375,,
,0.043946,0.001015625,0.043946,0.000984375,0.043946,0.00090625,,
,0.0483406,0.001078125,0.0483406,0.001046875,0.0483406,0.00096875,,
,0.0527352,0.001140625,0.0527352,0.00109375,0.0527352,0.001,,
,0.0571298,0.0011875,0.0571298,0.001140625,0.0571298,0.001046875,,
,0.0615244,0.001234375,0.0615244,0.0011875,0.0615244,0.00109375,,
,0.065919,0.00128125,0.065919,0.001234375,0.065919,0.001140625,,
,0.0703136,0.001328125,0.0703136,0.001265625,0.0703136,0.001171875,,
,0.0747082,0.001375,0.0747082,0.0013125,0.0747082,0.001203125,,
,0.0791028,0.001421875,0.0791028,0.00134375,0.0791028,0.00125,,
,0.0834974,0.001453125,0.0834974,0.001390625,0.0834974,0.001265625,,
,0.087892,0.0015,0.087892,0.001421875,0.087892,0.0013125,,
,0.0922866,0.001546875,0.0922866,0.001453125,0.0922866,0.00134375,,
,0.0966812,0.001578125,0.0966812,0.001484375,0.0966812,0.001359375,,
,0.1010758,0.001609375,0.1010758,0.001515625,0.1010758,0.001390625,,
,0.1054704,0.00165625,0.1054704,0.001546875,0.1054704,0.001421875,,
,0.109865,0.001671875,0.109865,0.001578125,0.109865,0.001453125,,
,0.1142596,0.00171875,0.1142596,0.001609375,0.1142596,0.001484375,,
,0.1186542,0.00175,0.1186542,0.001640625,0.1186542,0.0015,,
,0.1230488,0.00178125,0.1230488,0.00165625,0.1230488,0.00153125,,
,0.1274434,0.0018125,0.1274434,0.0016875,0.1274434,0.001546875,,
,0.131838,0.00184375,0.131838,0.001703125,0.131838,0.001578125,,
,0.1362326,0.001859375,0.1362326,0.001734375,0.1362326,0.00159375,,
,0.1406272,0.001890625,0.1406272,0.001765625,0.1406272,0.001625,,
,0.1450218,0.001921875,0.1450218,0.00178125,0.1450218,0.001640625,,
,0.1494164,0.0019375,0.1494164,0.001796875,0.1494164,0.001671875,,
,0.153811,0.00196875,0.153811,0.001828125,0.153811,0.0016875,,
,0.1582056,0.001984375,0.1582056,0.00184375,0.1582056,0.001703125,,
,0.1626002,0.002015625,0.1626002,0.001875,0.1626002,0.001734375,,
,0.1669948,0.00203125,0.1669948,0.001890625,0.1669948,0.001734375,,
,0.1713894,0.0020625,0.1713894,0.00190625,0.1713894,0.001765625,,
,0.175784,0.002078125,0.175784,0.0019375,0.175784,0.00178125,,
,0.1801786,0.002109375,0.1801786,0.001953125,0.1801786,0.001796875,,
,0.1845732,0.002125,0.1845732,0.00196875,0.1845732,0.001828125,,
,0.1889678,0.00215625,0.1889678,0.002,0.1889678,0.00184375,,
,0.1933624,0.002171875,0.1933624,0.002015625,0.1933624,0.001859375,,
,0.197757,0.0021875,0.197757,0.00203125,0.197757,0.001875,,
,0.2021516,0.002203125,0.2021516,0.002046875,0.2021516,0.001890625,,
,0.2065462,0.002234375,0.2065462,0.002078125,0.2065462,0.00190625,,
,0.2109408,0.00225,0.2109408,0.00209375,0.2109408,0.001921875,,
,0.2153354,0.002265625,0.2153354,0.002109375,0.2153354,0.0019375,,
,0.21973,0.00228125,0.21973,0.002125,0.21973,0.001953125,,
,0.2241246,0.0023125,0.2241246,0.002140625,0.2241246,0.00196875,,
