case,radius,eps_solid,theta_deg,ghost_count,raw_min,raw_max,raw_mean,clamped_min,clamped_max,clamped_mean,clamp_fraction,max_clamp_excess,mean_clamp_excess,bounded
plane,12.0,1.0,120.0,18432,3.7308732817812406e-16,0.9999999999995884,0.4454718693919016,3.7308732817812406e-16,0.9999999999995884,0.4454718693919016,0.0,0.0,0.0,True
cylinder_z,12.0,1.0,60.0,10752,1.7426275147079252e-15,0.9999999999999147,0.4698095481158163,1.7426275147079252e-15,0.9999999999999147,0.4698095481158163,0.0,0.0,0.0,True
cylinder_z,12.0,1.0,90.0,10752,1.1102230246251565e-15,0.9999999999997453,0.45778140640051324,1.1102230246251565e-15,0.9999999999997453,0.45778140640051324,0.0,0.0,0.0,True
cylinder_z,12.0,1.0,120.0,10752,3.5298056866218377e-16,0.9999999999995985,0.44575326468521,3.5298056866218377e-16,0.9999999999995985,0.44575326468521,0.0,0.0,0.0,True
sphere,12.0,1.0,60.0,2936,1.708632811400843e-05,0.9972919834716061,0.38325428792529787,1.708632811400843e-05,0.9972919834716061,0.38325428792529787,0.0,0.0,0.0,True
sphere,12.0,1.0,90.0,2936,1.5463218121791744e-05,0.9964559478540551,0.3415531959038337,1.5463218121791744e-05,0.9964559478540551,0.3415531959038337,0.0,0.0,0.0,True
sphere,12.0,1.0,120.0,2936,1.1164433834047635e-05,0.9962813910491637,0.2998521038823696,1.1164433834047635e-05,0.9962813910491637,0.2998521038823696,0.0,0.0,0.0,True
plane,12.0,1.2,60.0,18432,1.990430401641098e-15,0.9999999999999968,0.47193375672975235,1.990430401641098e-15,0.9999999999999968,0.47193375672975235,0.0,0.0,0.0,True
plane,12.0,1.2,90.0,18432,1.1102230246251565e-15,0.9999999999997388,0.45750000000001556,1.1102230246251565e-15,0.9999999999997388,0.45750000000001556,0.0,0.0,0.0,True
plane,12.0,1.2,120.0,18432,5.3814810353426944e-18,0.9999999999995584,0.44306624327027877,5.3814810353426944e-18,0.9999999999995584,0.44306624327027877,0.0,0.0,0.0,True
cylinder_z,12.0,1.2,60.0,10752,1.8580107649884237e-15,0.9999999999999969,0.4722151694193596,1.8580107649884237e-15,0.9999999999999969,0.4722151694193596,0.0,0.0,0.0,True
cylinder_z,12.0,1.2,90.0,10752,1.1102230246251565e-15,0.9999999999997453,0.45778140640051324,1.1102230246251565e-15,0.9999999999997453,0.45778140640051324,0.0,0.0,0.0,True
