cap,cap_hit_count,cap_hit_high_rho_fraction,cap_hit_low_rho_fraction,case,failures,max_delta_g_minus_mf,max_delta_g_minus_mf_rel,max_delta_g_norm,max_mf_norm,max_post_cap_force_over_rho,max_pre_cap_force_over_rho,max_replay_force_over_rho,max_replay_minus_post,max_replay_minus_pre,missing_fields,mode,nonfinite_total,path,phase_from_h_max,phase_from_h_min,phase_from_h_oob_count,step
1000000.0,0,0.0,1.0,wall_60to30_10,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/S0_smoke_mode2_cap1e6/wall_60to30_10/output/case_VTK_P00_00000000.vti,0.0,0.0,0,0
1000000.0,0,0.0,1.0,wall_60to30_10,[],2.911239301299138e-18,1.903412753117147e-15,0.002606756315936203,0.0026067563159362004,0.0026067563159362004,0.0026067563159362004,0.0026067563159362004,0.0,0.0,[],2,0,/mnt/usb1t/RUNS/runs/stage14_B36_force_over_rho_cap_20260628/S0_smoke_mode2_cap1e6/wall_60to30_10/output/case_VTK_P00_00000001.vti,0.9999999717996106,0.0,0,1
