step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,droplet_volume_radius,pressure_inside_mean,pressure_outside_mean,laplace_delta_p,sigma_theory,laplace_delta_p_target,laplace_delta_p_relative_error,mu_min,mu_max,u_max,spurious_u_rms_interface,interface_cells,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,phase_wall_wetting_correction_abs,phase_wall_wetting_clamp_cells,mass_correction_delta,mass_correction_weight,mass_correction_count,phase_source_sum_abs_max,phase_source_first_max,wall_ghost_min,wall_ghost_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_min,near_wall_mu_max,near_wall_mu_abs_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
0,10061.696062511126,0.0,0.0,0.9999980230920459,0,0,0.1,0.9999982207828413,0.0,0.33333333333333326,13.392475534184351,0.33333333333333326,0.3333333333333331,1.6653345369377348e-16,0.0016666666666666668,0.00024889598079346766,0.9999999999993309,-0.04995699099922331,0.0032547042143709634,0.002495694680330786,5.015493078836284e-05,8160,0.0,0.024964148319384025,0.0,0.0,0.004991389360661572,0.0499138831033469,0,0.004629629629629629,0.2962962962962963,5184,5184,0,0.0,0.0,0.0,0.0,0,0.0,1867.9001982520444,94112,0.0,0.0,5.551115123125785e-17,0.9991386007833587,380,0.0016050890534342697,-0.0027034723991865425,0.0032547042143709634,0.0032547042143709634,484,0,0
