step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
10,1151.3142624653551,-4.547473508864641e-13,0.0,0.9957994906965513,0,0,0.1,0.9962195416268962,0.03333333333333333,0.33207318054229873,-0.0001268991383850998,0.0008230412598732584,0.001018636701376878,0.0,0.0001772985073019504,0.0,0.0,0.0001772985073019504,0.00040816396011018256,0,0.00460555287056466,0.2962962962962963,576,576,10368,1151.3142624653551,0.08535095274531651,0.0,1.1732358040344104e-06,0.5,0
11,1151.314262465355,-6.821210263296962e-13,0.0,0.9958350485305338,0,0,0.1,0.9962515436774805,0.03333333333333333,0.33208384789249346,-0.000125844143250298,0.0008237190165569106,0.0010809602805333174,0.0,0.00017738451954432718,0.0,0.0,0.00017738451954432718,0.0004084298208461481,0,0.004604119624736821,0.2962962962962963,576,576,10368,1151.314262465355,0.08453609440353971,0.0,1.1507186425580203e-06,0.5,0
12,1151.314262465355,-6.821210263296962e-13,0.0,0.9958618485209925,0,0,0.1,0.9962756636688932,0.03333333333333333,0.33209188788963107,-0.00012488971223250197,0.0008242633672523566,0.0011398929818911853,0.0,0.00017749851898547488,0.0,0.0,0.00017749851898547488,0.0004086646336169764,0,0.004602769796394241,0.2962962962962963,576,576,10368,1151.314262465355,0.08379079113830379,0.0,1.1300304004019533e-06,0.5,0
13,1151.314262465355,-6.821210263296962e-13,0.0,0.9958817404962372,0,0,0.1,0.9962935664466135,0.03333333333333333,0.3320978554822045,-0.00012402444223129532,0.0008246965155081985,0.0011956652489358186,0.0,0.000177595632320264,0.0,0.0,0.000177595632320264,0.00040887177022175773,0,0.004601490181206929,0.2962962962962963,576,576,10368,1151.314262465355,0.08310855949558457,0.0,1.1109124089834266e-06,0.5,0
14,1151.3142624653547,-9.094947017729282e-13,0.0,0.995896226808131,0,0,0.1,0.9963066041273179,0.03333333333333333,0.3321022013757726,-0.00012323828386459856,0.0008250355947720363,0.001248509795600328,0.0,0.00017767747600535563,0.0,0.0,0.00017767747600535563,0.00040905373620619793,0,0.004600279711295873,0.2962962962962963,576,576,10368,1151.3142624653547,0.08248356369919155,0.0,1.0931558690397554e-06,0.5,0
15,1151.3142624653544,-1.1368683772161603e-12,0.0,0.99590651712645,0,0,0.1,0.996315865413805,0.03333333333333333,0.3321052884712683,-0.00012252239422788625,0.0008252941435297356,0.001298694901703962,0.0,0.00017774536565227586,0.0,0.0,0.00017774536565227586,0.00040921252461144467,0,0.004599127436708802,0.2962962962962963,576,576,10368,1151.3142624653544,0.08191052722835042,0.0,1.0765902400189686e-06,0.5,0
16,1151.3142624653547,-9.094947017729282e-13,0.0,0.9959135781799752,0,0,0.1,0.9963222203619777,0.03333333333333333,0.33210740678732587,-0.00012186900001641021,0.0008254830833238381,0.0013464215960210235,0.0,0.0001778004226099246,0.0,0.0,0.0001778004226099246,0.00040934981838189934,0,0.0045980338290583485,0.2962962962962963,576,576,10368,1151.3142624653547,0.08138467046554147,0.0,1.0610748575531352e-06,0.5,0
17,1151.3142624653547,-9.094947017729282e-13,0.0,0.9959181775019693,0,0,0.1,0.9963263597517724,0.03333333333333333,0.3321087865839241,-0.00012127127143383819,0.0008256113848579481,0.001391763126570381,0.0,0.00017784363710377147,0.0,0.0,0.00017784363710377147,0.0004094671062923617,0,0.0045969895563863295,0.2962962962962963,576,576,10368,1151.3142624653547,0.08090166212256919,0.0,1.046492744814538e-06,0.5,0
18,1151.3142624653542,-1.3642420526593924e-12,0.0,0.9959209206007686,0,0,0.1,0.9963288285406918,0.03333333333333333,0.33210960951356394,-0.00012072320745070659,0.0008256865324012995,0.0014349438777913782,0.0,0.0001778759057750116,0.0,0.0,0.0001778759057750116,0.00040956574875454423,0,0.004595995851943055,0.2962962962962963,576,576,10368,1151.3142624653542,0.08045757825655475,0.0,1.0327459518131531e-06,0.5,0
19,1151.3142624653544,-1.1368683772161603e-12,0.0,0.9959222825466858,0,0,0.1,0.9963300542920173,0.03333333333333333,0.3321100180973391,-0.00012021953262016421,0.0008257148543780067,0.0014760271992879897,0.0,0.00017789805399623146,0.0,0.0,0.00017789805399623146,0.000409647014409238,0,0.004595044661939623,0.2962962962962963,576,576,10368,1151.3142624653544,0.08004886585262433,0.0,1.0197519816780439e-06,0.5,0
20,1151.3142624653542,-1.3642420526593924e-12,0.0,0.9959226339290997,0,0,0.1,0.9963303705361898,0.03333333333333333,0.33211012351206326,-0.00011975560523193387,0.0008257017632383117,0.0015152046425743794,0.0,0.00017791084912401728,0.0,0.0,0.00017791084912401728,0.00040971209976529917,0,0.004594137555399253,0.2962962962962963,576,576,10368,1151.3142624653542,0.07967230955896401,0.0,1.0074410050580818e-06,0.5,0
