case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
theta120_init120_0,120.0,120.0,143.54209373002473,23.54209373002473,143.54209373002473,143.54209373002473,12.072397976387728,14.388274797791736,0.5,98
theta60_init60_0,60.0,60.0,91.31851580899337,31.318515808993368,91.31851580899337,91.31851580899337,0.6914654669949641,8.320819072283753,0.5,62
theta90_init90_0,90.0,90.0,122.04576410116681,32.04576410116681,122.04576410116681,122.04576410116681,6.504836255294198,11.317143452620131,0.5,84
