case,status,theta_deg,init_contact_angle_deg,phase_advection_mode,wetting_ghost_distance,wetting_ghost_sign,measured_mean_deg,target_error_deg,mass_drift,mass_correction_delta,phase_wall_delta_mass,u_max,force_over_rho_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_abs_max,wall_ghost_min,wall_ghost_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
theta120_init120_0,pass,120.0,120.0,1,1.0,-1.0,143.54209373002473,23.54209373002473,0.0,0.0,0.0,0.002495694680330786,0.0499138831033469,380,0.0016050890534342697,0.0032547042143709634,5.551115123125785e-17,0.9991386007833587,484,0,0
theta60_init60_0,pass,60.0,60.0,1,1.0,-1.0,91.31851580899337,31.318515808993368,0.0,0.0,0.0,0.0024961158097054075,0.04992231619409922,392,0.002596504314057951,0.003364244389081032,1.6653345369377346e-16,0.9992228599677969,396,0,0
theta90_init90_0,pass,90.0,90.0,1,1.0,-1.0,122.04576410116681,32.04576410116681,0.0,0.0,0.0,0.0024999901153053947,0.049999802296388604,380,0.0022390408351301927,0.003660812512313875,1.665334536937734e-16,0.9999980230920459,380,0,0
