case,status,theta_deg,init_contact_angle_deg,phase_advection_mode,wetting_ghost_distance,wetting_ghost_sign,measured_mean_deg,target_error_deg,mass_drift,mass_correction_delta,phase_wall_delta_mass,u_max,force_over_rho_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_abs_max,wall_ghost_min,wall_ghost_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
theta120_init120_100,pass,120.0,120.0,1,1.0,-1.0,147.5378500939797,27.5378500939797,-1.2369127944111824e-10,0.0,1.0628474053442922e-14,0.0013618827689069392,0.0009968419568377395,541,0.0009968419568377395,0.0016930415528317016,1.7321573433777406e-16,0.9995966025040185,3349,0,0
theta60_init60_100,pass,60.0,60.0,1,1.0,-1.0,93.31423940382831,33.31423940382831,-2.319211489520967e-11,0.0,-7.218582383546685e-15,0.001398001129808452,0.0008193342990646013,535,0.0008193342990646013,0.00155318412081922,1.7993520975655809e-16,0.9999384057606209,2380,0,0
theta90_init90_100,pass,90.0,90.0,1,1.0,-1.0,130.0790373055421,40.0790373055421,-7.639755494892597e-11,0.0,1.4840024547864045e-15,0.0011244053018292165,0.0008336335249254348,580,0.0008336335249254348,0.0015159957211576217,3.411104275071818e-16,0.999972607868486,2532,0,0
