case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
theta120_init120_100,120.0,120.0,147.5378500939797,27.5378500939797,147.5378500939797,147.5378500939797,17.688549590556107,20.371705918647674,0.5,128
theta60_init60_100,60.0,60.0,93.31423940382831,33.31423940382831,93.31423940382831,93.31423940382831,1.105381775994523,10.471534206139893,0.5,78
theta90_init90_100,90.0,90.0,130.0790373055421,40.0790373055421,130.0790373055421,130.0790373055421,10.794912691254728,15.989769364362797,0.5,110
