case_id,status,gate_passed,failure_reason,frames_postprocessed,final_step,angle_apparent_deg,angle_error_vs_init_deg,phase_fluid_rel_change,rho_fluid_rel_change,phase_fluid_min,phase_fluid_max,wall_phase_signed_min,wall_phase_signed_max,wall_contact_residual_mean,wall_contact_residual_min,wall_contact_residual_max,wall_signed_delta_q_min,wall_signed_delta_q_max,wall_signed_q_clipped_sum,max_mach,nonfinite_total,path_counts,first_bad
cap_theta030_wall030,runtime_sanity,True,,6,50000,30.659333085161016,0.6593330851610162,-0.00027799778737383284,-0.00027031976047265787,1.4987912879859163e-08,0.9997707878012079,0.0,0.9997717129804738,-0.005948760723455951,-0.1339287083578169,0.17734690484763793,0.0,1.6014739800028879,0.0,1.3190720844620616e-05,0,"{""2"": 64136, ""5"": 16384}",null
cap_theta090_wall090,runtime_sanity,True,,6,50000,89.67621493791745,-0.32378506208254976,0.00012643887203610832,0.00012317733363034547,1.5771649870468524e-08,0.9999999009443249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.993239866517319e-06,0,"{""2"": 80520}",null
cap_theta150_wall150,runtime_sanity,True,,6,50000,151.29618539015303,1.2961853901530276,0.0006058056932598448,0.0005908427157146922,1.617913192060503e-08,0.9999999016319664,0.0,0.9581806607949988,-0.020846559860241018,-0.37701093450270895,0.10380412066488431,-0.9324952202363487,0.0,0.0,2.6133631974568806e-05,0,"{""2"": 64136, ""5"": 16384}",null
cap_theta030_wall011,failed_negative_evidence,False,PhaseField NaN by iteration 1000; only step 0 VTI exists and is finite,1,0,28.484486480302778,-1.5155135196972225,0.0,0.0,0.0,0.9997106094060031,0.0,0.9997192263130221,0.028663833592905624,-0.018317647591986508,1.1469636258094469,0.0,4.852683375567842,0.0,0.0,0,"{""2"": 64136, ""5"": 16384}","{""source"": ""log_csv"", ""path"": ""/mnt/8A0E24070E23EAC1/runs/tclb_flat_wall_cap_stage7_signedwrite_gate_20260612/cap_theta030_wall011/output/case_Log_P00_00000000.csv"", ""line"": 2, ""row_index"": 1, ""iteration"": ""1000"", ""columns"": [""TotalDensity"", ""TotalDensity_si"", ""KineticEnergy"", ""KineticEnergy_si"", ""LiqTotalVelocity"", ""LiqTotalVelocity_si"", ""LiqTotalVelocityX"", ""LiqTotalVelocityX_si"", ""LiqTotalVelocityY"", ""LiqTotalVelocityY_si"", ""LiqTotalVelocityZ"", ""LiqTotalVelocityZ_si"", ""LiqTotalPhase"", ""LiqTotalPhase_si""], ""values"": ["" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan"", "" -nan""]}"
