case_id,step,init_theta_deg,wall_rad_angle_deg,angle_apparent_deg,angle_error_vs_init_deg,angle_error_vs_wall_rad_deg,fit_point_count,phase_fluid_sum,phase_fluid_rel_change,rho_fluid_sum,rho_fluid_rel_change,phase_fluid_min,phase_fluid_max,wall_phase_pred_min,wall_phase_pred_max,wall_phase_raw_min,wall_phase_raw_max,wall_phase_profile_max,wall_phase_signed_profile_max,wall_phase_signed_min,wall_phase_signed_max,wall_signed_logit_shift_max,wall_contact_residual_mean,wall_contact_residual_min,wall_contact_residual_max,wall_signed_normal_grad_mean,wall_tangent_grad_mag_mean,wall_signed_delta_q_min,wall_signed_delta_q_max,wall_signed_q_clipped_sum,wall_stage7_active_weight_sum,wall_stage7_active_weight_mean,wall_stage7_delta_q_raw_p50,wall_stage7_delta_q_raw_p99,wall_stage7_delta_q_raw_max,wall_stage7_delta_q_limited_p50,wall_stage7_delta_q_limited_p99,wall_stage7_delta_q_limited_max,wall_stage7_denom_min,wall_stage7_denom_p50,wall_stage7_limiter_reason_sum,wall_stage7_limiter_reason_max,wall_stage7_normal_path_count,wall_stage7_normal_limiter_count,wall_stage7_active_path_count,wall_stage7_active_limiter_count,wall_stage7_actual_cos_p50,wall_stage7_target_cos_p50,wall_stage7_write_candidate_min,wall_stage7_write_candidate_max,wall_stage7_write_minus_profile_min,wall_stage7_write_minus_profile_max,max_mach,nonfinite_total,path_counts
cap_theta030_wall020,20000,30.0,20.0,29.542350689858104,-0.45764931014189614,9.542350689858104,132,52425.4625216806,-0.003193983704211265,53865.381059158935,-0.003105768999217011,1.0081396106037699e-08,0.9997663376944244,1.0081396106037699e-08,0.9997685911278111,1.0081396106037699e-08,0.9997685911278111,0.9998777885236635,0.9997685560888953,0.0,0.9997685560888953,2.7913992569718693,0.0018729760994934922,-0.06024677712110793,0.2994804760575972,-0.010452497678014889,0.0038355551687588693,0.0,2.7913992569718693,0.0,10092.0,0.12533532041728762,0.0,0.6602208092708295,1.5881352316947017,0.0,0.6602208092708295,1.5881352316947017,0.0,0.0,8172.0,1.0,16384,8172,10092,1880,0.0,0.0,0.0,0.9998777885236635,-0.033934473934936316,0.11132338038650152,1.5402708432881124e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall020,30000,30.0,20.0,29.52323658972021,-0.47676341027979063,9.52323658972021,132,52420.38507447205,-0.0032905251495598466,53860.3086893976,-0.0031996440642986976,1.3425901174156802e-08,0.9997667810455195,1.3425901174156802e-08,0.9997689393597151,1.3425901174156802e-08,0.9997689393597151,0.9998780204364606,0.9997689070859107,0.0,0.9997689070859107,2.7883174898339904,0.001567529321160826,-0.06025136213833915,0.30516950267037835,-0.010540506439492128,0.0038392837501461476,0.0,2.7883174898339904,0.0,10124.0,0.12573273720814704,0.0,0.6577034741182279,1.5892862782035937,0.0,0.6577034741182279,1.5892862782035937,0.0,0.0,8112.0,1.0,16384,8112,10124,1852,0.0,0.0,0.0,0.9998780204364606,-0.034698764611262756,0.11324585502998108,1.4623602319339058e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall020,40000,30.0,20.0,29.51504893092045,-0.48495106907954977,9.51504893092045,132,52417.43375779861,-0.0033466408245500677,53857.36032404085,-0.0032542098792476327,1.5355209593995987e-08,0.9997692274336321,1.5355209593995987e-08,0.9997713291834102,1.5355209593995987e-08,0.9997713291834102,0.9998793001171664,0.9997712982368347,0.0,0.9997712982368347,2.786823895678706,0.0014398940274607042,-0.060284207306652626,0.2974670738451417,-0.01058153700665753,0.0038417634335165952,0.0,2.786823895678706,0.0,10148.0,0.12603079980129162,0.0,0.6563747061613886,1.5900591839099478,0.0,0.6563747061613886,1.5900591839099478,0.0,0.0,8076.0,1.0,16384,8076,10148,1840,0.0,0.0,0.0,0.9998793001171664,-0.035121018440954915,0.11436752521487414,1.4128483110824475e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall020,50000,30.0,20.0,29.5093068856508,-0.4906931143491988,9.509306885650801,132,52415.4286798472,-0.0033847649281624455,53855.357251167356,-0.003291281032418647,1.5752812982452937e-08,0.9997723607792466,1.647403675917622e-08,0.9997744529507739,1.647403675917622e-08,0.9997744529507739,0.9998809391335084,0.9997744218816934,0.0,0.9997744218816934,2.7857965053939013,0.0013621261271676021,-0.06030709168298942,0.28861280613683116,-0.01060597472658941,0.003843460381025446,0.0,2.7857965053939013,0.0,10180.0,0.126428216592151,0.0,0.6567845068511386,1.590631292023442,0.0,0.6567845068511386,1.590631292023442,0.0,0.0,8060.0,1.0,16384,8060,10180,1856,0.0,0.0,0.0,0.9998809391335084,-0.035400828271492546,0.11513762968027302,1.3840212969402408e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall025,0,30.0,25.0,29.350859524275695,-0.6491404757243053,4.350859524275695,130,52593.44512836894,0.0,54033.19568324057,0.0,0.0,0.9997106094060031,0.0,0.9997124026823372,0.0,0.9997124026823372,0.9998448703013754,0.9997123761998206,0.0,0.9997123761998203,2.0228406778506978,0.013338038873605403,-0.09363704400300055,1.0716442293984327,-0.007026393153352902,0.003835051232112483,0.0,2.0228406778506978,0.0,7536.0,0.09359165424739195,0.0,0.8875100141864223,0.9299797334327817,0.0,0.8875100141864223,0.9299797334327817,0.0,0.0,10812.0,1.0,16384,10812,7536,1964,0.0,0.0,0.0,0.9998448703013754,-0.011364942767336905,0.05097932734533722,0.0,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall025,10000,30.0,25.0,29.743252975063722,-0.25674702493627777,4.743252975063722,128,52498.2963821816,-0.001809136974296004,53938.14208579944,-0.0017591703810814023,4.3624015614519e-09,0.9997660990664314,4.3624015614519e-09,0.9997674902037893,4.3624015614519e-09,0.9997674902037893,0.9998746194466454,0.9997674860760098,0.0,0.9997674860760098,2.1754323902912236,-0.00010614067716823751,-0.09363339406663651,0.4074582378126582,-0.008366864872664076,0.0038211192087089473,0.0,2.175432390291223,0.0,8604.0,0.10685543964232488,0.0,0.6380474392564399,0.8289132533882182,0.0,0.6380474392564399,0.8289132533882182,0.0,0.0,9812.0,1.0,16384,9812,8604,2032,0.0,0.0,0.0,0.9998746194466454,-0.018920410305444134,0.007030942877058494,1.1987016201482607e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall025,20000,30.0,25.0,29.825379517915685,-0.1746204820843147,4.825379517915685,128,52501.49455096293,-0.0017483277085495728,53941.337056411976,-0.001700040607760798,1.0046333169726986e-08,0.9997663521908666,1.0046333169726986e-08,0.9997677732378832,1.0046333169726986e-08,0.9997677732378832,0.9998747551479852,0.9997677689262255,0.0,0.9997677689262255,2.1781632198221885,-0.0005637472043383535,-0.09363082097951858,0.4154066176677455,-0.008367115454425951,0.003816421062568923,0.0,2.178163219822188,0.0,8620.0,0.10705414803775459,0.0,0.6365062764109113,0.8160844379021265,0.0,0.6365062764109113,0.8160844379021265,0.0,0.0,9812.0,1.0,16384,9812,8620,2048,0.0,0.0,0.0,0.9998747551479852,-0.018485119286580615,0.006966476664029442,1.1910498629739032e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall025,30000,30.0,25.0,29.907836354088204,-0.09216364591179627,4.907836354088204,128,52504.880004764345,-0.00168395744732881,53944.719124759504,-0.0016374481901781964,1.3359438805525808e-08,0.9997656888880837,1.3359438805525808e-08,0.9997670904790689,1.3359438805525808e-08,0.9997670904790689,0.9998743995478039,0.9997670862964045,0.0,0.9997670862964048,2.1779661548693006,-0.0005742903730320449,-0.09363280632162518,0.4060633740045456,-0.00834697321646122,0.003812069068664546,0.0,2.1779661548693006,0.0,8572.0,0.10645802285146548,0.0,0.6359694262290903,0.797479402160421,0.0,0.6359694262290903,0.797479402160421,0.0,0.0,9836.0,1.0,16384,9836,8572,2024,0.0,0.0,0.0,0.9998743995478039,-0.017847745239396664,0.006801186335102918,1.2034439851904211e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall025,40000,30.0,25.0,29.994186986073366,-0.005813013926633914,4.994186986073366,128,52507.88783228966,-0.0016267672876430035,53947.723944457364,-0.0015818375667481905,1.527226484920351e-08,0.9997659282983198,1.527226484920351e-08,0.9997672900955397,1.527226484920351e-08,0.9997672900955397,0.9998745278969433,0.9997672861427559,0.0,0.9997672861427559,2.1778374250165147,-0.0005301566811829723,-0.09363594627623917,0.41972392164563416,-0.008328218626414342,0.0038080300925365028,0.0,2.1778374250165147,0.0,8612.0,0.10695479384003974,0.0,0.6369166830060287,0.7803749458730059,0.0,0.6369166830060287,0.7803749458730059,0.0,0.0,9852.0,1.0,16384,9852,8612,2080,0.0,0.0,0.0,0.9998745278969433,-0.01727522086709246,0.00681409908963769,1.2074781103982728e-05,0,"{""2"": 64136, ""5"": 16384}"
cap_theta030_wall025,50000,30.0,25.0,30.08454616040969,0.08454616040969043,5.08454616040969,128,52510.55393508727,-0.0015760746054826976,53950.38738115215,-0.00153254496687315,1.5533109502774345e-08,0.9997674421308611,1.593560362847816e-08,0.9997687631393346,1.593560362847816e-08,0.9997687631393346,0.9998753394701418,0.9997687593954041,0.0,0.9997687593954039,2.177790383275114,-0.0004748555777119948,-0.0936385111838941,0.41052933198283503,-0.008312645975093064,0.0038045269561621056,0.0,2.1777903832751146,0.0,8524.0,0.10586189766517635,0.0,0.6366266170747399,0.7616967472580424,0.0,0.6366266170747399,0.7616967472580424,0.0,0.0,9884.0,1.0,16384,9884,8524,2024,0.0,0.0,0.0,0.9998753394701418,-0.016640941965809605,0.007130548699085096,1.208181713980132e-05,0,"{""2"": 64136, ""5"": 16384}"
