status,step,file,dims,phase_nonfinite_count,phase_min,phase_max,phase_sum,phase_clipped_sum,fluid_cell_count,fluid_phase_sum,fluid_phase_clipped_sum,boundary_cell_count,wall_phase_sum,top_interface_z_lu,measured_Hmax_lu,measured_H1_minus_H2_lu,fit_contact_angle_deg,fit_contact_angle_x_slice_deg,fit_contact_angle_y_slice_deg,fit_x_point_count,fit_y_point_count,u_nonfinite_count,u_max_fluid,u_max_interface_band,u_max_contact_interface_band,mach_max_fluid,mach_max_interface_band,rho_nonfinite_count,rho_sum,fluid_rho_sum,target_expected_Hmax_lu,target_expected_H1_minus_H2_lu,target_liquid_spherical_cap_radius_lu,target_liquid_solid_center_distance_lu,Hmax_relative_error_percent,H1_minus_H2_relative_error_percent,phase_sum_rel_change,phase_clipped_sum_rel_change,fluid_phase_sum_rel_change,fluid_phase_clipped_sum_rel_change,rho_sum_rel_change,fluid_rho_sum_rel_change
exploratory_not_validation,0,/mnt/8A0E24070E23EAC1/runs/tclb_pre2025_sphere_theta030_profile_radAngle011_M0p1_W6_liftZ32_400k_20260610/theta030/output/case_VTK_P00_00000000.vti,96x80x140,0,-0.0,1.0,107800.73019950825,107800.73019950825,953960,59987.78315622652,59987.78315622652,121240,47812.9470432818,103.48976686071707,71.48976686071707,47.48976686071707,163.59725731395355,163.59725731395355,163.59725731395355,184,184,0,0.0,0.0,0.0,0.0,0.0,0,60881.75537307028,60881.75537307031,43.61373202227981,19.613732022279812,29.045304538144578,14.568427484135233,63.91572916575209,142.1250928011663,0.0,0.0,0.0,0.0,0.0,0.0
exploratory_not_validation,50000,/mnt/8A0E24070E23EAC1/runs/tclb_pre2025_sphere_theta030_profile_radAngle011_M0p1_W6_liftZ32_400k_20260610/theta030/output/case_VTK_P00_00050000.vti,96x80x140,0,1.536922795898888e-08,1.0,110000.78489393482,110000.78489393482,953960,59690.811653916164,59690.811653916164,121240,50309.97324001864,96.66086925994594,64.66086925994594,40.66086925994594,110.50743136729783,110.51697397015978,110.49788876443587,160,160,0,0.00026812521288479917,0.0001689624556460687,0.000168962455646014,0.0004644064915066936,0.0002926515577505939,0,60585.08084226222,60585.08084226224,43.61373202227981,19.613732022279812,29.045304538144578,14.568427484135233,48.25805144791169,107.30817171233944,0.020408532394492092,0.020408532394492092,-0.004950533036651009,-0.004950533036651009,-0.004872962827535106,-0.004872962827535223
