case_id,geometry,theta_deg,step,wall_count,fluid_count,wall_phase_pred_gt_1_count,wall_phase_field_gt_1_count,fluid_phase_field_gt_1_count,wall_pf_f_min,wall_pf_f_max,wall_grad_tangent_max,wall_tan_coeff_mean,wall_phase_pred_min,wall_phase_pred_max,phase_wall_max,phase_fluid_max,max_mach,nonfinite_count
curved_theta011,curved,11,0,121164,954036,64,64,0,-999.0,0.5808448975965824,0.148776638417561,5.144553966670899,0.0,1.7954628943313244,1.7954628943313247,0.9999997995397631,0.0,0
curved_theta011,curved,11,50,121164,954036,100,100,2040,9.700262788392972e-27,1.0,0.12547761935330504,5.144553966670899,4.387538156146259e-24,1.4339434194939216,1.4339434194939216,1.0000238143109221,0.00022787541645339452,0
flat_theta011,flat,11,0,42504,571896,2000,2000,0,0.0,0.9999996600470948,0.16354169919183095,5.144553966670899,0.0,1.4129921878921676,1.4129921878921676,0.9999996600470951,0.0,0
flat_theta011,flat,11,50,42504,571896,2056,2056,452,-1.1989807230341753e-25,1.0000061214888372,0.13520882215742533,5.144553966670899,-4.842481773847326e-27,1.2394328053326067,1.2394328053326067,1.0000061214888372,0.0002890041406295914,0
