step,wall_count,fluid_count,wall_phase_pred_gt_1_count,wall_phase_profile_pred_gt_1_count,wall_phase_field_gt_1_count,fluid_phase_field_gt_1_count,wall_profile_delta_nonzero_count,wall_clamp_delta_nonzero_count,wall_phase_pred_max,wall_phase_profile_pred_max,phase_wall_max,phase_fluid_max,max_mach,nonfinite_count
0,121240,953960,64,0,0,0,36616,0,1.7954628943313244,1.0,1.0,0.9999997995397631,0.0,0
50000,121240,953960,1628,0,0,0,73640,0,1.4845598682278154,1.0,1.0,0.9999998834709056,0.0004644064915066936,0
100000,121240,953960,3156,4,4,6,73640,0,1.6233009031784904,1.0000000728387324,1.0000000728387324,1.0000001436763126,0.00033134217478245564,0
150000,121240,953960,3634,48,48,92,73640,0,1.6475519340556084,1.0000002540492257,1.0000002540492257,1.0000005011488642,0.0002511226798335047,0
200000,121240,953960,3684,52,52,134,73640,0,1.699324910939738,1.0000002232983496,1.0000002232983496,1.0000004404868368,0.00019830661166798323,0
250000,121240,953960,3760,52,52,86,73640,0,1.6900669284916428,1.000000145103699,1.000000145103699,1.0000002862328412,0.00016121750397002127,0
300000,121240,953960,4042,34,34,36,73640,0,1.6385833900935685,1.0000000622018714,1.0000000622018714,1.0000001226930626,0.00013426855051377516,0
350000,121240,953960,4174,0,0,0,73640,0,1.630556902028207,1.0,1.0,0.9999998888257753,0.00011343406726894263,0
400000,121240,953960,4184,0,0,0,73640,0,1.6123401575065923,1.0,1.0,0.999999506090701,9.691106875140082e-05,0
