case,status,theta_deg,init_contact_angle_deg,phase_advection_mode,wetting_ghost_distance,wetting_ghost_sign,measured_mean_deg,target_error_deg,mass_drift,mass_correction_delta,phase_wall_delta_mass,u_max,force_over_rho_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_abs_max,wall_ghost_min,wall_ghost_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
init120_target150_300,pass,150.0,120.0,1,1.0,-1.0,148.92338986545113,-1.076610134548872,-3.4924596548080444e-10,0.0,4.507224811431048e-15,0.0012838209165020285,0.0012091443552180413,623,0.0012091443552180413,0.0019318844453201992,7.212427247617708e-15,0.9996365387415687,3867,0,0
init60_target30_300,pass,30.0,60.0,1,1.0,-1.0,92.96773724326633,62.96773724326633,-6.957634468562901e-11,0.0,4.6874912568397575e-15,0.0013509018629014003,0.001008270249557922,625,0.001008270249557922,0.001704189586789885,8.489802676485031e-14,0.9999839210910201,1090,0,0
