case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
init120_target150_300,150.0,120.0,148.92338986545113,-1.076610134548872,148.92338986545113,148.92338986545113,18.148418130767464,20.605807329816493,0.5,126
init60_target30_300,30.0,60.0,92.96773724326633,62.96773724326633,92.96773724326633,92.96773724326633,1.042892118629733,10.485881249138275,0.5,78
