step,nonfinite_total,max_mach,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,sphere11_active_count,sphere11_limiter_count,sphere11_normal_limiter_count,outer90_active_count,outer90_limiter_count,outer90_normal_limiter_count,fallback_angle_active_count,fallback_angle_limiter_count,fallback_angle_normal_limiter_count,raw_delta_p50,raw_delta_p95,raw_delta_p99,raw_delta_max,limited_delta_p99,dn_try_p50,dn_try_p95,effective_cap_p50,effective_cap_p95,ratio_cap_p50,ratio_cap_p95,abs_cap_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,normal_raw_abs_p95,target_normal_abs_p50,target_minus_raw_abs_p50,smooth_weight_c_p50,smooth_weight_g_p50,smooth_weight_t_p50,smooth_weight_total_p50,tan_coeff_times_tangent_p50,limiter_ratio_p05,limiter_ratio_p10,limiter_ratio_p50,limiter_ratio_p95,normal_delta_raw_p99,tangent_mag_p95,tangent_mag_p99,phase_c_p50,normal_agreement_p05,tan_coeff_p50,wall_profile_conflict_p50
0,0,0.0,7536,0,0.0,5968,0.7919320594479831,5048,0.6698513800424628,2488,0.33014861995753714,3480,0.5831099195710456,2488,0.4168900804289544,0,0,0,0,0,0,7536,0,5968,0.06474133900008347,0.14186332056835477,0.14319217471102455,0.14368302275649655,0.05,-0.06474133900008347,-0.00017217521704380166,0.03066540214075926,0.05,0.03066540214075926,0.07622757050216729,0.05,1.9978968427802026,2.867008941680439,2.93036680374033,0.06133080428151852,0.15245514100433458,0.12900303136158242,0.06474133900014821,1.0,1.0,1.0,1.0,0.12900303136158242,0.3487955637187062,0.35227071084710265,0.500528260491698,1.0,-0.008017129038383242,0.07784625316183974,0.0786325814637617,0.472746472714162,1.0,3.732050780774299,0.0
100,0,1.1537611240374779e-05,7500,0,0.0,5944,0.7925333333333333,4956,0.6608,2544,0.3392,3400,0.5720053835800808,2544,0.42799461641991926,0,0,0,0,0,0,7500,0,5944,0.06482152174946706,0.1385180473533483,0.13988362305671526,0.14023302554999276,0.05,-0.06482152174946706,-0.00020129178280267916,0.032172356520675294,0.05,0.032172356520675294,0.07516232319414218,0.05,2.0506710586383177,2.770360947066966,2.797672461134305,0.06434471304135059,0.15032464638828436,0.13101119419054513,0.06482152174953187,1.0,1.0,1.0,1.0,0.13101119419054513,0.36096379464875117,0.3697743315336117,0.48764524948434096,1.0,-0.008832237402774112,0.07690447516219798,0.07756663114475182,0.4581424418382667,1.0,3.732050780774299,0.0
200,0,1.0466821152145901e-05,7508,0,0.0,5968,0.7948854555141183,4948,0.6590303676078849,2560,0.3409696323921151,3408,0.5710455764075067,2560,0.4289544235924933,0,0,0,0,0,0,7508,0,5968,0.06458299650354085,0.13592992267955428,0.1372095314401113,0.13755363546288818,0.05,-0.06458299650354085,-0.0002453441032422341,0.03241044307793232,0.05,0.03241044307793232,0.07529098364903652,0.05,2.0721262004410503,2.7185984535910857,2.7441906288022255,0.06482088615586463,0.15058196729807305,0.1317736190407944,0.06458299650360544,1.0,1.0,1.0,1.0,0.1317736190407944,0.3678365956101635,0.3762341903362806,0.4825960888806632,1.0,-0.00884506884193276,0.07640448867614533,0.07704447683460507,0.4562130775985534,1.0,3.732050780774299,0.0
300,0,1.0331704887401202e-05,7560,0,0.0,5984,0.7915343915343915,4992,0.6603174603174603,2568,0.3396825396825397,3416,0.570855614973262,2568,0.42914438502673796,0,0,0,0,0,0,7560,0,5984,0.06387067137430483,0.1336995877939513,0.13496505548409146,0.13532386318153972,0.05,-0.06387067137430483,-0.0002290618295439922,0.032443109872979714,0.05,0.032443109872979714,0.07540068625242474,0.05,2.061797766097771,2.673991755879026,2.699301109681829,0.06488621974595943,0.15080137250484948,0.13064154487672247,0.06387067137436869,1.0,1.0,1.0,1.0,0.13064154487672247,0.3739727311430204,0.38292349020640987,0.48501362085217226,1.0,-0.00884450350157706,0.0759135589906434,0.07657652550547091,0.44961974309133124,1.0,3.732050780774299,0.0
400,0,1.017814676242111e-05,7600,0,0.0,6016,0.791578947368421,5024,0.6610526315789473,2576,0.3389473684210526,3440,0.5718085106382979,2576,0.42819148936170215,0,0,0,0,0,0,7600,0,6016,0.06324367961231123,0.1316688800763146,0.13302838528047684,0.13334689100562935,0.05,-0.06324367961231123,-0.00023237332142908907,0.03239138126161109,0.05,0.03239138126161109,0.07550289250902582,0.05,2.0482011362369255,2.633377601526292,2.660567705609537,0.06478276252322218,0.15100578501805165,0.13007017588607847,0.06324367961237448,1.0,1.0,1.0,1.0,0.13007017588607847,0.3797404524078495,0.3894325501437361,0.48823356215095404,1.0,-0.008847206961686255,0.07545884847056135,0.07611113711136684,0.4462469000818694,1.0,3.732050780774299,0.0
500,0,1.0037760583023653e-05,7648,0,0.0,6040,0.7897489539748954,5056,0.6610878661087866,2592,0.3389121338912134,3448,0.5708609271523178,2592,0.4291390728476821,0,0,0,0,0,0,7648,0,6040,0.06299058345639798,0.13002709715169974,0.13110404769726985,0.13151904342457288,0.05,-0.06299058345639798,-0.00022484701388265972,0.03238755846774938,0.05,0.03238755846774938,0.07559986666789248,0.05,2.030252759190023,2.600541943033995,2.6220809539453973,0.06477511693549876,0.15119973333578496,0.12964630601535432,0.06299058345646097,1.0,1.0,1.0,1.0,0.12964630601535432,0.384535232234448,0.3947393591636539,0.49255033029390105,1.0,-0.008801318734407372,0.07510354785466249,0.07574567681273381,0.43457959797339585,1.0,3.732050780774299,0.0
600,0,9.900233407246877e-06,7696,0,0.0,6048,0.7858627858627859,5072,0.659043659043659,2624,0.340956340956341,3424,0.5661375661375662,2624,0.43386243386243384,0,0,0,0,0,0,7696,0,6048,0.06219240367969693,0.12834312318502647,0.12942318172993972,0.12982111997590562,0.05,-0.06219240367969693,-0.00018218294995599388,0.032526182397414005,0.05,0.032526182397414005,0.07569168532026385,0.05,1.9992697877758312,2.566862463700529,2.5884636345987944,0.06505236479482801,0.1513833706405277,0.1287167478549137,0.06219240367975913,1.0,1.0,1.0,1.0,0.1287167478549137,0.3895806706208736,0.39879450608465583,0.5001826197316224,1.0,-0.008327297970443234,0.07472279801177728,0.07535867080026296,0.4247352298591506,1.0,3.732050780774299,0.0
700,0,9.782523154271508e-06,7728,0,0.0,6048,0.782608695652174,5056,0.6542443064182195,2672,0.34575569358178054,3376,0.5582010582010583,2672,0.4417989417989418,0,0,0,0,0,0,7728,0,6048,0.061950308928384594,0.1268136830882619,0.1278292719897465,0.12823023244196177,0.05,-0.061950308928384594,-0.00016573261123352316,0.03259875933253452,0.05,0.03259875933253452,0.0757766580683704,0.05,1.9700726113362306,2.536273661765238,2.55658543979493,0.06519751866506904,0.1515533161367408,0.12839053541613765,0.06195030892844655,1.0,1.0,1.0,1.0,0.12839053541613765,0.3942792195791693,0.4035028857808986,0.50759550396558,1.0,-0.008176922892913035,0.07439216808275215,0.07501769247078698,0.42249945389017246,1.0,3.732050780774299,0.0
800,0,9.676389001630695e-06,7760,0,0.0,6096,0.7855670103092783,5088,0.6556701030927835,2672,0.3443298969072165,3424,0.5616797900262467,2672,0.43832020997375326,0,0,0,0,0,0,7760,0,6096,0.06176471552952517,0.1252604520283721,0.12627511688979567,0.12671816086533744,0.05,-0.06176471552952517,-0.00018225179627037803,0.03267337727966184,0.05,0.03267337727966184,0.07585593084400698,0.05,1.9413400610111151,2.505209040567442,2.5255023377959134,0.06534675455932368,0.15171186168801395,0.1263012881293088,0.06176471552958694,1.0,1.0,1.0,1.0,0.1263012881293088,0.39916828660790665,0.4087729808134626,0.5151081050061711,1.0,-0.008155656114965873,0.07403944980111957,0.07469042567615483,0.4173975647216579,1.0,3.732050780774299,0.0
900,0,9.578006107613495e-06,7792,0,0.0,6112,0.784394250513347,5112,0.6560574948665298,2680,0.34394250513347024,3432,0.5615183246073299,2680,0.43848167539267013,0,0,0,0,0,0,7792,0,6112,0.06130133800792892,0.12373493941117487,0.1249234899166948,0.12527371843105445,0.05,-0.06130133800792892,-0.00018276803113204031,0.03272862972550397,0.05,0.03272862972550397,0.07593480489917737,0.05,1.9123977709282687,2.4746987882234976,2.498469798333896,0.06545725945100794,0.15186960979835473,0.12628589348877153,0.061301338007990216,1.0,1.0,1.0,1.0,0.12628589348877153,0.40408958244080534,0.4126390573012058,0.5229037678257724,1.0,-0.008162623533870761,0.0737795121734797,0.07438472320440952,0.41672226148203895,1.0,3.732050780774299,0.0
