case_id,step,stage8g_mode,active_count,normal_limiter_count,normal_limiter_fraction,vector_limiter_fraction,limiter_ratio_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,raw_normal_scale_limiter_count,target_scale_limiter_count,tangent_scale_limiter_count,floor_scale_limiter_count,tan_raw_p50,tan_eff_p50,regularization_ratio_p50,profile_mismatch_p50,profile_conflict_p50,outer90_normal_limiter_count,fallback_angle_normal_limiter_count,max_mach,nonfinite_total,shadow_gate_passed_for_planning,root_cause_classification,write_mode_allowed
theta030_cap_on_sphere_stage8g_mode0,1000,0,5460,3988,0.7304029304029304,0.0,0.4122576787348907,2.42566737160302,9.356428316185978,2340,0,0,0,5.144553966670899,5.144553966670899,1.0,0.08362266622604204,0.0,0,0,1.892877581620868e-05,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_ratio_cap_contract_dominated,False
theta030_cap_on_sphere_stage8g_mode1,1000,1,5460,3904,0.715018315018315,0.0,0.47179899951413795,2.1195466735406545,6.662401929358717,576,956,0,0,5.144553966670899,5.144553966670899,1.0,0.08362266622604204,0.0,0,0,1.892877581620868e-05,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_abs_cap_dominated,False
theta030_cap_on_sphere_stage8g_mode2,1000,2,5460,2556,0.46813186813186813,0.0,1.0,0.822386315730248,4.978653039023444,1388,0,0,0,5.144553966670899,3.15780140770959,0.613814419708195,0.02749089366209431,0.0,0,0,1.892877581620868e-05,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_ratio_cap_contract_dominated,False
theta030_cap_on_sphere_stage8g_mode3,1000,3,5460,2492,0.4564102564102564,0.0,1.0,0.7499534643757826,3.3254757984615995,304,732,0,0,5.144553966670899,3.15780140770959,0.613814419708195,0.02749089366209431,0.0,0,0,1.892877581620868e-05,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_abs_cap_dominated,False
theta030_free_sphere_stage8g_mode0,1000,0,924,788,0.8528138528138528,0.0,0.13520012159572392,7.3964430519538045,17.6527587498893,720,0,0,0,5.144553966670899,5.144553966670899,1.0,0.17835366964572494,0.0,0,0,0.0003084275362609073,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_ratio_cap_contract_dominated,False
theta030_free_sphere_stage8g_mode1,1000,1,924,744,0.8051948051948052,0.0,0.24629500228971246,4.060171707519843,12.140758145316026,0,216,0,0,5.144553966670899,5.144553966670899,1.0,0.17835366964572494,0.0,0,0,0.0003084275362609073,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_abs_cap_dominated,False
theta030_free_sphere_stage8g_mode2,1000,2,924,752,0.8138528138528138,0.0,0.26397249748039164,3.7882734358502024,10.063146707729224,684,0,0,0,5.144553966670899,3.15780140770959,0.613814419708195,0.07145039448674828,0.0,0,0,0.0003084275362609073,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_ratio_cap_contract_dominated,False
theta030_free_sphere_stage8g_mode3,1000,3,924,712,0.7705627705627706,0.0,0.3722503330988963,2.686364285225042,6.811492630668494,28,304,0,0,5.144553966670899,3.15780140770959,0.613814419708195,0.07145039448674828,0.0,0,0,0.0003084275362609073,0,False,sphere11_low_angle_candidate_dominated_normal_limiter_dominated_abs_cap_dominated,False
