case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
theta150_init150_300,150.0,150.0,157.3461314167772,7.346131416777212,157.3461314167772,157.3461314167772,9.786128662191174,10.06246274930145,0.5,78
theta30_init30_300,30.0,30.0,nan,,nan,nan,15.447167383893136,9.945494096727526,0.5,80
theta90_init90_300,90.0,90.0,112.96754884609128,22.967548846091276,112.96754884609128,112.96754884609128,3.5762734729971006,7.883641508587962,0.5,62
