step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,mass_correction_delta,mass_correction_weight,mass_correction_count,wall_ghost_min,wall_ghost_max,nonfinite_count
10,1151.3142624653551,-4.547473508864641e-13,0.0,0.9957994906982915,0,0,0.1,0.9962195416284624,0.03333333333333333,0.33207318054282076,-0.00013182773621357713,0.0008228001318742808,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653551,0.09258935638437371,0.0,0.0,0.0,0,9.509261516880843e-07,0.5,0
11,1151.314262465355,-6.821210263296962e-13,0.0,0.9958350485334164,0,0,0.1,0.9962515436800748,0.03333333333333333,0.33208384789335826,-0.0001309048748982557,0.0008234818581076898,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465355,0.09169153567482607,0.0,0.0,0.0,0,9.237836829950575e-07,0.5,0
12,1151.314262465355,-6.821210263296962e-13,0.0,0.9958618485216489,0,0,0.1,0.9962756636694841,0.03333333333333333,0.332091887889828,-0.00013006114068072773,0.0008240457784472033,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465355,0.09086331250519351,0.0,0.0,0.0,0,8.994715898072111e-07,0.5,0
13,1151.3142624653547,-9.094947017729282e-13,0.0,0.9958817404851408,0,0,0.1,0.9962935664366267,0.03333333333333333,0.33209785547887555,-0.00012928902435541738,0.0008245133954466851,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.09009973683819818,0.0,0.0,0.0,0,8.775221490505953e-07,0.5,0
14,1151.3142624653547,-9.094947017729282e-13,0.0,0.9958962267718013,0,0,0.1,0.9963066040946212,0.03333333333333333,0.33210220136487373,-0.0001285815945072686,0.000824900678114782,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.0893959790773626,0.0,0.0,0.0,0,8.575696624469344e-07,0.5,0
15,1151.3142624653547,-9.094947017729282e-13,0.0,0.9959065171141439,0,0,0.1,0.9963158654027295,0.03333333333333333,0.3321052884675765,-0.00012793252038217302,0.0008252197519624766,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.0887473999673498,0.0,0.0,0.0,0,8.393238593560888e-07,0.5,0
16,1151.3142624653547,-9.094947017729282e-13,0.0,0.9959135782382117,0,0,0.1,0.9963222204143906,0.03333333333333333,0.33210740680479683,-0.00012733606392671212,0.0008254800288580834,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.08814959717251031,0.0,0.0,0.0,0,8.225513090512377e-07,0.5,0
17,1151.3142624653547,-9.094947017729282e-13,0.0,0.995918177593442,0,0,0.1,0.9963263598340979,0.03333333333333333,0.33210878661136595,-0.00012678705255815157,0.0008256889749199957,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653547,0.08759843308860843,0.0,0.0,0.0,0,8.070621432420878e-07,0.5,0
18,1151.3142624653544,-1.1368683772161603e-12,0.0,0.9959209207298239,0,0,0.1,0.9963288286568415,0.03333333333333333,0.33210960955228047,-0.00012628084095747812,0.0008258526391916718,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653544,0.0870900481951625,0.0,0.0,0.0,0,7.927003816773667e-07,0.5,0
19,1151.3142624653542,-1.3642420526593924e-12,0.0,0.9959222827125684,0,0,0.1,0.9963300544413116,0.03333333333333333,0.33211001814710384,-0.00012581326759992007,0.0008259760215234272,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653542,0.08662086368989189,0.0,0.0,0.0,0,7.793367544604039e-07,0.5,0
20,1151.3142624653544,-1.1368683772161603e-12,0.0,0.9959226341241973,0,0,0.1,0.9963303707117777,0.03333333333333333,0.33211012357059255,-0.00012538060981092582,0.0008260633310173084,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653544,0.08618757648328437,0.0,0.0,0.0,0,7.668632876732984e-07,0.5,0
