case,target_theta_deg,init_contact_angle_deg,theta_bbox_raw_mean_deg,theta_calibrated_bbox_deg,target_error_calibrated_deg,calibration_outside_range,radius_used_for_calibration,width_used_for_calibration,z_indices
theta120_init120_300,120.0,120.0,112.11282596049638,121.0,1.0,False,18.0,4.0,47 48 49
theta60_init60_300,60.0,60.0,57.77316353382142,61.0,1.0,False,18.0,4.0,47 48 49
theta90_init90_300,90.0,90.0,86.72684591676655,88.53488167666886,-1.46511832333114,False,18.0,4.0,47 48 49
