b18_primary_branch,b20_primary_branch,b21_primary_branch,b22_primary_branch,b22_primary_branch_reason,b22_velocity_producer_audit_mode,binary_sha256,density_l,first_b18_force_floor_onset_step,first_b18_force_floor_onset_value,first_b18_force_phase_mix_onset_step,first_b18_force_phase_mix_onset_value,first_b18_force_raw_onset_step,first_b18_force_raw_onset_value,first_b21_heq_mach_onset_step,first_b21_heq_mach_onset_value,first_b22_force_mu_onset_step,first_b22_force_mu_onset_value,first_b22_force_over_rho_onset_step,first_b22_force_over_rho_onset_value,first_b22_force_pressure_onset_step,first_b22_force_pressure_onset_value,first_b22_m0_speed_onset_step,first_b22_m0_speed_onset_value,first_b22_momentum_speed_onset_step,first_b22_momentum_speed_onset_value,first_b22_phase_adv_speed_onset_step,first_b22_phase_adv_speed_onset_value,first_fmu_raw_onset_step,first_fmu_raw_onset_value,first_force_over_rho_onset_step,first_force_over_rho_onset_value,first_phase_from_h_onset_step,first_phase_from_h_onset_value,first_pressure_input_onset_step,first_pressure_input_onset_value,first_stress_post_onset_step,first_stress_post_onset_value,fmu_stress_closure_mode,force_density_closure_mode,force_fixed_point_mode,iterations,momentum_closure_probe_mode,momentum_force_mode,phase_advection_velocity_mode,prefix,pressure_closure_mode,primary_branch,probe,summary
stress_amplification_shadow,not_available,phase_advection_velocity_mach_first,bounded_velocity_relief_shadow,B22 unbounded heq candidate crosses while bounded-velocity heq candidate does not.,1,7ebe7053bdcb4a88468f58b9f4f0bd30e189fd589709c9849e357c4d0fedd74f,0.005,13,2092.376833175849,13,2092.376833175849,13,2092.376833175849,12,3.3316878264317884,14,100723.54770482262,13,2092.3768331758492,14,94703.74362762399,12,1.9235508634461922,11,2.8205004452238915,12,1.9235508634461922,14,100723.54770482262,13,2092.3768331758492,13,2.791219556608537,,,,,0,0,2,14,1,0,1,b28,1,force_over_rho_density_closure,C0_legacy_fmu_stress,/mnt/usb1t/RUNS/runs/stage14_B28_fmu_stress_candidate_20260627/C0_legacy_fmu_stress/b28_key_summary.json
stress_amplification_shadow,not_available,phase_advection_velocity_mach_first,bounded_velocity_relief_shadow,B22 unbounded heq candidate crosses while bounded-velocity heq candidate does not.,1,7ebe7053bdcb4a88468f58b9f4f0bd30e189fd589709c9849e357c4d0fedd74f,0.005,13,2092.376833175849,13,2092.376833175849,13,2092.376833175849,12,3.3316878264317884,14,100723.54770482262,13,2092.3768331758492,14,94703.74362762399,12,1.9235508634461922,11,2.8205004452238915,12,1.9235508634461922,14,100723.54770482262,13,2092.3768331758492,13,2.791219556608537,,,,,1,0,2,14,1,0,1,b28,1,force_over_rho_density_closure,C1_freeze_iter1_fmu_stress,/mnt/usb1t/RUNS/runs/stage14_B28_fmu_stress_candidate_20260627/C1_freeze_iter1_fmu_stress/b28_key_summary.json
stress_amplification_shadow,not_available,phase_advection_velocity_mach_first,post_force_momentum_velocity_first,B22 post-force momentum velocity crosses before or with active phase-advection velocity.,1,7ebe7053bdcb4a88468f58b9f4f0bd30e189fd589709c9849e357c4d0fedd74f,0.005,,,,,,,13,4.905829565473682,,,,,,,13,2.832382020224655,12,1.5770097522123074,13,2.832382020224655,,,,,,,,,,,2,0,2,14,1,0,1,b28,1,undetermined,C2_incoming_neq_fmu_stress,/mnt/usb1t/RUNS/runs/stage14_B28_fmu_stress_candidate_20260627/C2_incoming_neq_fmu_stress/b28_key_summary.json
stress_amplification_shadow,not_available,not_available,not_available,B22 fields were not present or did not cross configured thresholds.,1,7ebe7053bdcb4a88468f58b9f4f0bd30e189fd589709c9849e357c4d0fedd74f,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,14,1,1,1,b28,1,undetermined,C9_noFmu_reference,/mnt/usb1t/RUNS/runs/stage14_B28_fmu_stress_candidate_20260627/C9_noFmu_reference/b28_key_summary.json
