name,c,omega,interface_width,tmp1,heq_sum,heq_sum_err,heq_first_x,heq_first_y,heq_first_z,heq_first_err,fphi_sum,fphi_sum_abs,fphi_first_x,fphi_first_y,fphi_first_z,fphi_first_err,fphi_second_trace,hpost_sum,hpost_sum_err,hpost_first_x,hpost_first_y,hpost_first_z,hpost_first_expected_x,hpost_first_expected_y,hpost_first_expected_z,hpost_first_err,pass_gate
bulk_mid_x,0.5,1.0,4.0,0.25,0.5,0.0,-6.938893903907228e-18,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.08333333333333331,0.0,0.0,1.3877787807814457e-17,-3.469446951953614e-18,0.5,0.0,0.041666666666666664,8.673617379884035e-19,0.0,0.041666666666666664,0.0,0.0,8.673617379884035e-19,True
bulk_mid_diag,0.5,0.8,4.0,0.25,0.5,0.0,0.0050000000000000235,-0.009999999999999995,0.007499999999999998,2.4052677599400384e-17,3.0357660829594124e-18,3.0357660829594124e-18,0.048112522432468816,0.048112522432468816,0.048112522432468816,0.0,-1.3010426069826053e-18,0.5,0.0,0.033867513459481274,0.018867513459481292,0.036367513459481283,0.03386751345948129,0.01886751345948129,0.03636751345948129,1.5899003276961254e-17,True
liquid_side_y,0.9,1.2,4.0,0.08999999999999997,0.8999999999999999,1.1102230246251565e-16,0.013499999999999998,3.469446951953614e-18,-0.009000000000000008,7.949501638480627e-18,-4.87890977618477e-19,4.87890977618477e-19,-5.421010862427522e-20,0.02999999999999999,0.0,5.421010862427522e-20,-1.0842021724855044e-19,0.9000000000000001,1.1102230246251565e-16,0.01349999999999998,0.011999999999999969,-0.009000000000000008,0.0135,0.011999999999999997,-0.009000000000000001,3.4389553013601195e-17,True
gas_side_z,0.1,1.6,4.0,0.08999999999999997,0.1,0.0,-0.0009999999999999983,0.002000000000000004,0.0,4.271261210083258e-18,0.0,0.0,0.0,0.0,0.02999999999999999,0.0,0.0,0.1,0.0,-0.0010000000000000035,0.0020000000000000018,0.005999999999999994,-0.001,0.002,0.005999999999999997,4.670885906470169e-18,True
near_bound_low,1e-06,1.0,4.0,9.999989999676107e-07,1e-06,0.0,-6.617444900424222e-24,0.0,0.0,6.617444900424222e-24,1.675040740419881e-23,1.675040740419881e-23,1.4547844800735617e-07,-2.9095689601471224e-07,7.273922400367807e-08,5.456884859230801e-23,-8.478601278668534e-24,1.0000000000000002e-06,2.117582368135751e-22,7.273922400367807e-08,-1.4547844800735617e-07,3.636961200183904e-08,7.273922400367806e-08,-1.4547844800735612e-07,3.636961200183903e-08,5.496862572140936e-23,True
near_bound_high,0.999999,1.0,4.0,9.999990000231218e-07,0.9999989999999997,2.220446049250313e-16,-6.071532165918825e-18,4.336808689942018e-18,0.0,7.46132779436365e-18,-3.308722450212111e-24,3.308722450212111e-24,-7.27392240077159e-08,1.4547844801543181e-07,2.909568960308636e-07,1.123017639172393e-22,-2.481541837659083e-24,0.9999989999999999,1.1102230246251565e-16,-3.636961199305483e-08,7.273922401820204e-08,1.4547844798783183e-07,-3.636961200385796e-08,7.273922400771592e-08,1.4547844801543184e-07,3.1439260528533907e-17,True
