status,step,file,dims,shell_min_lu,shell_max_lu,phase_floor,shell_fluid_cell_count,shell_liquid_cell_count,shell_phi_sum,shell_phi_mean,theta_weighted_mean_deg,theta_weighted_p90_deg,theta_weighted_p95_deg,theta_weighted_p99_deg,theta_max_phi005_deg,theta_max_phi05_deg,theta_gt05_cell_count,theta_gt005_cell_count,top60_phi_sum,top90_phi_sum,lower90_phi_sum,bottom120_phi_sum,bottom135_phi_sum,bottom150_phi_sum,zmin_plane_zmax_lu,zmin_outside_sphere_phi_sum,zmin_outside_sphere_phi_fraction_of_shell,zmin_outside_sphere_phi_max,zmin_outside_sphere_cell_count,zmin_near_sphere_phi_sum,zmin_near_sphere_phi_fraction_of_shell,zmin_near_sphere_phi_max,zmin_near_sphere_cell_count,lower90_phi_fraction,bottom120_phi_fraction,bottom135_phi_fraction,bottom150_phi_fraction,bottom150_phi_max,global_fit_angle_deg,global_H1H2_error_percent,global_H1H2_lu,global_fluid_phase_drift_percent
exploratory_not_validation,0,/mnt/8A0E24070E23EAC1/runs/tclb_pre2025_sphere_theta030_profile_radAngle011_M0p1_W6_liftZ32_400k_20260610/theta030/output/case_VTK_P00_00000000.vti,96x80x140,0.0,8.0,1e-06,77705,23903,3115.8220754502304,0.04009808989704949,17.869740605305434,27.92746040295835,30.65330424928928,36.08051649158879,35.795759914707084,27.474785630176836,2908,6362,3115.8068846555366,3115.8220754502304,0.0,0.0,0.0,0.0,8.0,0.0,0.0,nan,0,0.0,0.0,nan,0,0.0,0.0,0.0,0.0,nan,163.59725731395355,142.1250928011663,47.48976686071707,0.0
exploratory_not_validation,50000,/mnt/8A0E24070E23EAC1/runs/tclb_pre2025_sphere_theta030_profile_radAngle011_M0p1_W6_liftZ32_400k_20260610/theta030/output/case_VTK_P00_00050000.vti,96x80x140,0.0,8.0,1e-06,77705,77705,9568.071709178379,0.12313328240368547,30.516831222310977,47.860615842991514,62.26776888921921,94.32909754693397,97.0290491823526,46.4588974609997,8628,17527,9035.61170386734,9455.862518043667,128.00483251700138,20.16828446794922,7.288464908471056,2.4302064479431396,8.0,1.7566011251721863,0.00018358987877224297,0.002795040520050499,15376,1.6953473380060762,0.00017718798411385,0.002795040520050499,6504,0.013378331225737991,0.0021078734650998025,0.0007617485664827782,0.00025399124523825544,0.0035830869856532267,110.50743136729783,107.30817171233944,40.66086925994594,-0.49505330366510086
