B5FphiNormalProxy_max_abs,B5FphiNormalProxy_mean,B5FphiNormalProxy_negative_fraction,B5FphiNormalProxy_positive_fraction,B5GradPhiNormal_max_abs,B5GradPhiNormal_mean,B5GradPhiNormal_negative_fraction,B5GradPhiNormal_positive_fraction,B5PhaseFromHDelta_max_abs,B5PhaseFromHDelta_mean,B5PhaseFromHDelta_negative_fraction,B5PhaseFromHDelta_positive_fraction,B5WallGhostMinusCenter_max_abs,B5WallGhostMinusCenter_mean,B5WallGhostMinusCenter_negative_fraction,B5WallGhostMinusCenter_positive_fraction,ReplayLapPhi_max_abs,ReplayLapPhi_mean,ReplayLapPhi_negative_fraction,ReplayLapPhi_positive_fraction,ReplayMu_max_abs,ReplayMu_mean,ReplayMu_negative_fraction,ReplayMu_positive_fraction,case,consumed_contact_cells,consumed_fraction_contact,contact_line_cells,expected_response_sign_max_abs,expected_response_sign_mean,near_wall_cells,phase_max,phase_min,phase_nonfinite,signal_ok_fraction,status,step
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_to060_b5consume,0,0.0,0,,,0,1.0,0.0,0,,pass,0
0.24508268575154837,-0.08232508366620457,0.9940119760479041,0.005988023952095809,0.26051245861650085,-0.08199861583586447,0.9940119760479041,0.005988023952095809,3.3306690738754696e-16,-2.7688056438420236e-17,0.0,0.0,0.9493337708268531,-0.21486015625276567,0.6272455089820359,0.3727544910179641,0.1916382345598443,0.036070376799644456,0.39520958083832336,0.6047904191616766,4.6712805645895085e-05,-6.2288612954800725e-06,0.7200598802395209,0.27994011976047906,cylinder_init090_to060_b5consume,1256,0.47005988023952094,2672,1.0,1.0,36096,1.0003035316878042,-9.733756894987065e-05,0,0.7929936305732485,pass,200
0.24192870844259,-0.09094163893832122,1.0,0.0,0.25746649928664755,-0.08991735812144656,1.0,0.0,2.220446049250313e-16,-2.89622288570069e-17,0.0,0.0,0.9494791455291387,-0.2233324961950069,0.6323529411764706,0.36764705882352944,0.1804067931021865,0.02797011831199037,0.41911764705882354,0.5808823529411765,4.335115196975291e-05,-4.778658703898081e-06,0.6352941176470588,0.36470588235294116,cylinder_init090_to060_b5consume,1256,0.46176470588235297,2720,1.0,1.0,36096,1.0003000441159817,-9.87165903921528e-05,0,0.7961783439490446,pass,400
0.251407471237429,-0.09515481135642209,1.0,0.0,0.2581895479171129,-0.09390798872019779,1.0,0.0,3.3306690738754696e-16,-2.9145859412260146e-17,0.0,0.0,0.94979863283214,-0.21475405034369394,0.6252707581227437,0.3747292418772563,0.17170397778847465,0.02466612877672735,0.41949458483754515,0.5805054151624549,4.1192461595178924e-05,-4.017125272242772e-06,0.6057761732851985,0.39422382671480144,cylinder_init090_to060_b5consume,1306,0.4714801444043321,2770,1.0,1.0,36096,1.0002993238488238,-0.00010808570205751096,0,0.7947932618683001,pass,600
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_to090_b5consume,0,0.0,0,,,0,1.0,0.0,0,,pass,0
0.11289934843124864,0.013850342549269362,0.30413223140495865,0.6958677685950413,0.10106283624336898,0.013504987708963065,0.30413223140495865,0.6958677685950413,2.220446049250313e-16,-2.853835166346638e-17,0.0,0.0,0.949612396458593,-0.30276922533023143,0.6479338842975206,0.009917355371900827,0.18955459858769863,-0.00620114121962534,0.4975206611570248,0.5024793388429752,2.237553190807096e-05,2.911937433283952e-06,0.34545454545454546,0.6545454545454545,cylinder_init090_to090_b5consume,1088,0.44958677685950416,2420,0.0,0.0,36096,1.0001300720495574,-9.628932874456895e-05,0,0.0,pass,200
0.11586174586862999,0.01452129397662992,0.29623567921440264,0.7037643207855974,0.10298787165630793,0.014250366871500771,0.29623567921440264,0.7037643207855974,3.3306690738754696e-16,-2.945055092685339e-17,0.0,0.0,0.9499528271283386,-0.3082106668764824,0.646481178396072,0.009819967266775777,0.18138465065007495,-0.00739645196241736,0.4959083469721768,0.5040916530278232,2.1555837293179827e-05,2.872958668372829e-06,0.34206219312602293,0.6579378068739771,cylinder_init090_to090_b5consume,1108,0.4533551554828151,2444,0.0,0.0,36096,1.000133958614041,-0.00010271974526951071,0,0.0,pass,400
0.11781107970235355,0.014721260543295728,0.3088235294117647,0.6911764705882353,0.10455306106687895,0.014412707939913493,0.3088235294117647,0.6911764705882353,3.3306690738754696e-16,-2.860593026071558e-17,0.0,0.0,0.9494771270344152,-0.3057065937412316,0.6421568627450981,0.00980392156862745,0.17634124978347615,-0.007535829411282371,0.5,0.5,2.1089967181390912e-05,2.814745786566533e-06,0.35784313725490197,0.6421568627450981,cylinder_init090_to090_b5consume,1112,0.4542483660130719,2448,0.0,0.0,36096,1.0001262483583762,-0.00010724334668333894,0,0.0,pass,600
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_to120_b5consume,0,0.0,0,,,0,1.0,0.0,0,,pass,0
0.26019711941955914,0.09173918399357736,0.0,1.0,0.25483504296753534,0.09071442975100313,0.0,1.0,3.3306690738754696e-16,-2.7528848839133466e-17,0.0,0.0,0.9491889211339333,-0.36694997051601086,0.9893617021276596,0.010638297872340425,0.22481836437157454,-0.04059723340568302,0.5775075987841946,0.42249240121580545,5.597986411487991e-05,9.73528801067456e-06,0.16261398176291794,0.837386018237082,cylinder_init090_to120_b5consume,1220,0.4635258358662614,2632,1.0,-1.0,36096,1.000127364538605,-9.685682040316724e-05,0,0.9770491803278688,pass,200
0.26419718705822,0.09891585758563678,0.0003779289493575208,0.9996220710506425,0.25433006942030534,0.09727473225754117,0.0003779289493575208,0.9996220710506425,2.220446049250313e-16,-2.6612205342725076e-17,0.0,0.0,0.9492521194281467,-0.3666528294162945,0.9894179894179894,0.010582010582010581,0.19560259652657822,-0.03446780808502245,0.564625850340136,0.43537414965986393,5.170400761689001e-05,8.359685601298059e-06,0.1980347694633409,0.8019652305366591,cylinder_init090_to120_b5consume,1230,0.46485260770975056,2646,1.0,-1.0,36096,1.000114657344183,-0.00010108646048110694,0,0.9772357723577236,pass,400
