NearWallForceMag_max,NearWallForceMag_max_abs,NearWallForceMag_min,NearWallForceMag_nonfinite,NearWallForceMag_present,NearWallForceOverRhoShadow_max,NearWallForceOverRhoShadow_max_abs,NearWallForceOverRhoShadow_min,NearWallForceOverRhoShadow_nonfinite,NearWallForceOverRhoShadow_present,NearWallGradPhiMag_max,NearWallGradPhiMag_max_abs,NearWallGradPhiMag_min,NearWallGradPhiMag_nonfinite,NearWallGradPhiMag_present,PhaseField_max,PhaseField_max_abs,PhaseField_min,PhaseField_nonfinite,PhaseField_present,PsiGradMag_max,PsiGradMag_max_abs,PsiGradMag_min,PsiGradMag_nonfinite,PsiGradMag_present,PsiNormalAmbiguityFlag_max,PsiNormalAmbiguityFlag_max_abs,PsiNormalAmbiguityFlag_min,PsiNormalAmbiguityFlag_nonfinite,PsiNormalAmbiguityFlag_present,PsiNormal_max,PsiNormal_max_abs,PsiNormal_min,PsiNormal_nonfinite,PsiNormal_present,PsiSolid_max,PsiSolid_max_abs,PsiSolid_min,PsiSolid_nonfinite,PsiSolid_present,PsiWallGhost_max,PsiWallGhost_max_abs,PsiWallGhost_min,PsiWallGhost_nonfinite,PsiWallGhost_present,PsiWriteAllowedFlag_max,PsiWriteAllowedFlag_max_abs,PsiWriteAllowedFlag_min,PsiWriteAllowedFlag_nonfinite,PsiWriteAllowedFlag_present,ambiguity_fraction_near_band,case,near_band_cells,near_wall_force_over_rho_max_abs,psi_wall_ghost_above_1_cells,psi_wall_ghost_below_0_cells,step,write_allowed_cells,write_allowed_fraction_near_band
0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.2827152323622989,0.2827152323622989,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8094273176888296,0.8094273176888296,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta060_shadow,12428,0.0,0,0,0,12428,1.0
0.5368754921931592,0.5368754921931592,-0.49896444486694574,0,True,2.3384839795733783e-05,2.3384839795733783e-05,0.0,0,True,0.3321028291904577,0.3321028291904577,0.0,0,True,1.0001183956071418,1.0001183956071418,-0.00013483520344126842,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta060_shadow,19928,2.3384839795733783e-05,0,0,3000,19928,1.0
0.5368754921931592,0.5368754921931592,-0.49896444486694574,0,True,3.258851210800393e-05,3.258851210800393e-05,0.0,0,True,0.3317177232720708,0.3317177232720708,0.0,0,True,1.0001344200154203,1.0001344200154203,-0.0001303275434100386,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta060_shadow,19928,3.258851210800393e-05,0,0,6000,19928,1.0
0.5368754921931592,0.5368754921931592,-0.5368754921931592,0,True,0.01354785109751331,0.01354785109751331,0.0,0,True,0.3316600193818213,0.3316600193818213,0.0,0,True,1.0001155615960082,1.0001155615960082,-0.00012272734967220725,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta060_shadow,19928,0.01354785109751331,0,0,9000,19928,1.0
0.49896444486694574,0.49896444486694574,-0.49896444486694574,0,True,0.00010565765618453669,0.00010565765618453669,0.0,0,True,0.33585315752555905,0.33585315752555905,0.0,0,True,1.0001102844761933,1.0001102844761933,-0.00013050772641828276,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta060_shadow,19928,0.00010565765618453669,0,0,12000,19928,1.0
0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.2827152323622989,0.2827152323622989,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8094273176888296,0.8094273176888296,0.0,0,True,0.9999999999986269,0.9999999999986269,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta090_shadow,12428,0.0,0,0,0,12428,1.0
0.5368754921931592,0.5368754921931592,-0.5368754921931592,0,True,2.650221863796717e-05,2.650221863796717e-05,0.0,0,True,0.3441028337723155,0.3441028337723155,0.0,0,True,1.0001139403022947,1.0001139403022947,-0.00011238162584508136,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta090_shadow,19928,2.650221863796717e-05,0,0,3000,19928,1.0
0.5368754921931592,0.5368754921931592,-0.49896444486694574,0,True,2.1944438610346605e-05,2.1944438610346605e-05,0.0,0,True,0.3459812617652466,0.3459812617652466,0.0,0,True,1.000109690064515,1.000109690064515,-0.00011850019133479554,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta090_shadow,19928,2.1944438610346605e-05,0,0,6000,19928,1.0
0.5368754921931592,0.5368754921931592,-0.5368754921931592,0,True,2.2025747343067412e-05,2.2025747343067412e-05,0.0,0,True,0.34683585725468624,0.34683585725468624,0.0,0,True,1.000123801114753,1.000123801114753,-0.00011937291490378389,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta090_shadow,19928,2.2025747343067412e-05,0,0,9000,19928,1.0
0.5368754921931592,0.5368754921931592,-0.5368754921931592,0,True,2.20238174811163e-05,2.20238174811163e-05,0.0,0,True,0.34665517944673957,0.34665517944673957,0.0,0,True,1.0001223009547024,1.0001223009547024,-0.00011785813163208716,0,True,0.28282857964173325,0.28282857964173325,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8441469839421997,0.8441469839421997,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta090_shadow,19928,2.20238174811163e-05,0,0,12000,19928,1.0
0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.2827152323622989,0.2827152323622989,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.8094273176888296,0.8094273176888296,0.0,0,True,0.9191206393631721,0.9191206393631721,0.0,0,True,1.0,1.0,0.0,0,True,0.0,cylinder_theta120_shadow,12428,0.0,0,0,0,12428,1.0
