step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.3142624653556,0.0,0.0,0.9941414338584684,0,0,0.1,0.9947272904726217,0.03333333333333333,0.33157576349087386,-0.00014714539658055635,0.0008062190325630363,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.5794051612825086e-06,0.5,0
1,1151.2163699012476,-0.09789256410795133,0.0,0.9945160181843508,0,0,0.1,0.9950644163659157,0.03333333333333333,0.33168813878863856,-0.00013144639521838025,0.0007945018072154198,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.5794051612825086e-06,0.5,0
2,1151.1299028395629,-0.18435962579269471,0.0,0.9948116422325328,0,0,0.1,0.9953304780092795,0.03333333333333333,0.33177682600309316,-0.00012050431600141711,0.0008035313183784809,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.3411328125032597e-06,0.5,0
3,1151.051135831652,-0.2631266337036777,0.0,0.9950486928449573,0,0,0.1,0.9955438235604617,0.03333333333333333,0.33184794118682054,-0.00011251585459935938,0.0008092944240263475,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.1865729596851794e-06,0.5,0
4,1150.9778947675231,-0.33636769783242926,0.0,0.9952398797909361,0,0,0.1,0.9957158918118425,0.03333333333333333,0.33190529727061413,-0.00010645265754417964,0.0008133802982080325,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.0774852902671244e-06,0.5,0
5,1150.9088160784481,-0.4054463869074425,0.0,0.99539388227012,0,0,0.1,0.9958544940431081,0.03333333333333333,0.33195149801436935,-0.00010170451256912721,0.0008165480360982355,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,9.956965870844908e-07,0.5,0
6,1150.8429910574573,-0.47127140789825717,0.0,0.9955172575759134,0,0,0.1,0.995965531818322,0.03333333333333333,0.33198851060610735,-9.789295282896848e-05,0.0008191406322970451,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,9.316428949532985e-07,0.5,0
7,1150.7797824941176,-0.5344799712379427,0.0,0.995615337142103,0,0,0.1,0.9960538034278927,0.03333333333333333,0.3320179344759642,-9.477255164846106e-05,0.0008213084426847805,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,8.798293107076504e-07,0.5,0
8,1150.7187243385222,-0.5955381268333895,0.0,0.9956926158610745,0,0,0.1,0.9961233542749671,0.03333333333333333,0.3320411180916557,-9.217733860545574e-05,0.0008231199468464771,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,8.368638728269169e-07,0.5,0
9,1150.6594638104075,-0.6547986549480811,0.0,0.9957529196882747,0,0,0.1,0.9961776277194473,0.03333333333333333,0.33205920923981574,-8.999078401253396e-05,0.0008246126508449891,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,8.005292031625911e-07,0.5,0
