status,claim_limit,case_id,case_group,theta_target_deg,stage8_operator_mode,steps,metrics_source,solver_returncode,postprocess_returncode,nonfinite_total,max_mach,phase_mass_relative_change,rho_relative_change,normal_limiter_fraction,vector_limiter_fraction,outer90_limiter_count,fallback_angle_limiter_count,stage8_fluid_wall_angle_p50,stage8_fluid_wall_angle_p95,stage8_normal_agreement_p50,stage8_normal_agreement_p95,profile_target_mismatch_p50,profile_target_mismatch_p95,profile_target_mismatch_p99,active_count,limiter_count,candidate_demand_p50,candidate_demand_p95,candidate_demand_p99,theta_fit_error_deg,height_error,contact_radius_error,local_angle_error_mean_deg,local_angle_error_p95_deg,local_angle_error_max_deg,axisymmetry_error,axial_symmetry_error,circumferential_symmetry_error,contact_line_height_variation,internal_void_count,lower_side_film_fraction,bottom_outer_wall_contamination,write_run_present,case_recommendation,classification_reason
runtime_sanity,runtime_sanity / exploratory_not_validation only,track_a_sphere_theta030_shadow,sphere,30,1,0/100/1000,C:\Users\yuanz\Desktop\LBMD3Q27\runtime_outputs\track_a_overnight_20260613\track_a_sphere_theta030_shadow\track_a_metrics.json,0,0,0,0.000297026348885968,unknown,unknown,0.6103286384976526,0.0,0,0,unknown,unknown,0.9963807892538213,1.0,0.01944127725221763,0.14305575567646267,0.1509455649446139,852,0,1.3636202622252087,3.0710293583690547,3.3699547703905046,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,blocked,normal limiter fraction is >= 5%
runtime_sanity,runtime_sanity / exploratory_not_validation only,track_a_sphere_theta045_shadow,sphere,45,1,0/100/1000,C:\Users\yuanz\Desktop\LBMD3Q27\runtime_outputs\track_a_overnight_20260613\track_a_sphere_theta045_shadow\track_a_metrics.json,0,0,0,0.00027805543749489836,unknown,unknown,0.3869346733668342,0.0,0,0,unknown,unknown,0.9963807892538213,1.0,0.005803470989262267,0.07887769157388022,0.08177580063235874,796,0,0.6752276411053167,2.528299319931715,2.8157614379354454,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,blocked,normal limiter fraction is >= 5%
runtime_sanity,runtime_sanity / exploratory_not_validation only,track_a_sphere_theta060_shadow,sphere,60,1,0/100/1000,C:\Users\yuanz\Desktop\LBMD3Q27\runtime_outputs\track_a_overnight_20260613\track_a_sphere_theta060_shadow\track_a_metrics.json,0,0,0,0.0002472753519308827,unknown,unknown,0.2727272727272727,0.0,0,0,unknown,unknown,0.9964195188631494,1.0,0.0007061742680452288,0.040631715591699806,0.04484458428800739,748,0,0.5335721454965655,1.5437355299606477,1.7220928351015585,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,blocked,normal limiter fraction is >= 5%
runtime_sanity,runtime_sanity / exploratory_not_validation only,track_a_sphere_theta090_shadow,sphere,90,1,0/100/1000,C:\Users\yuanz\Desktop\LBMD3Q27\runtime_outputs\track_a_overnight_20260613\track_a_sphere_theta090_shadow\track_a_metrics.json,0,0,0,0.0001469059939116217,unknown,unknown,0.3258426966292135,0.0,0,0,unknown,unknown,0.9964964368604559,1.0,7.806721609070297e-05,0.019511333009966436,0.035186339171718706,712,0,0.6879318903077114,1.570437945057872,1.7714732138688762,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,blocked,normal limiter fraction is >= 5%
runtime_sanity,runtime_sanity / exploratory_not_validation only,track_a_sphere_theta120_shadow,sphere,120,1,0/100/1000,C:\Users\yuanz\Desktop\LBMD3Q27\runtime_outputs\track_a_overnight_20260613\track_a_sphere_theta120_shadow\track_a_metrics.json,0,0,0,2.3800495222913332e-05,unknown,unknown,0.29533678756476683,0.0,0,0,unknown,unknown,0.9968166279390751,1.0,-0.002332852924300453,0.02076421441834178,0.03465715432147135,772,0,0.6934761245686905,1.6814345513288698,1.912841274329028,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,blocked,normal limiter fraction is >= 5%
