case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
theta120_adv1_gd05_signm1,120.0,120.0,137.02261036168156,17.022610361681558,137.02261036168156,137.02261036168156,7.4228777839369435,9.462359549092108,0.5,70
theta60_adv1_gd05_signm1,60.0,60.0,nan,,nan,nan,15.459342759589866,9.953159714485254,0.5,80
theta90_adv0_gd1_signm1,90.0,90.0,112.96754884609128,22.967548846091276,112.96754884609128,112.96754884609128,3.5762734729971006,7.883641508587962,0.5,62
theta90_adv1_gd05_signm1,90.0,90.0,113.29791631509151,23.297916315091513,113.29791631509151,113.29791631509151,3.615416343296975,7.876917887768254,0.5,62
theta90_adv1_gd05_signp1,90.0,90.0,113.29791631509151,23.297916315091513,113.29791631509151,113.29791631509151,3.615416343296975,7.876917887768254,0.5,62
theta90_adv1_gd1_signm1,90.0,90.0,113.29791631509154,23.29791631509154,113.29791631509154,113.29791631509154,3.6154163432969657,7.876917887768224,0.5,62
