case,status,theta_deg,init_contact_angle_deg,phase_advection_mode,wetting_ghost_distance,wetting_ghost_sign,measured_mean_deg,target_error_deg,mass_drift,mass_correction_delta,phase_wall_delta_mass,u_max,force_over_rho_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_abs_max,wall_ghost_min,wall_ghost_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
theta120_adv1_gd05_signm1,pass,120.0,120.0,1,0.5,-1.0,137.02261036168156,17.022610361681558,-6.275513442233205e-11,0.0,0.0,0.001741233122834079,0.04969567535573288,315,0.000712599705494539,0.0012072039854263733,5.660554725330601e-10,0.99695256964373,0,0,0
theta60_adv1_gd05_signm1,pass,60.0,60.0,1,0.5,-1.0,nan,,-7.73070496506989e-11,0.0,0.0,0.00010394918760312381,0.00030235398103543095,0,0.0,0.0,9.547446988432773e-11,0.5,0,0,0
theta90_adv0_gd1_signm1,pass,90.0,90.0,0,1.0,-1.0,112.96754884609128,22.967548846091276,-3.8198777474462986e-11,0.0,0.0,0.0013785810568360606,0.04992757031068189,338,0.0008016644712445431,0.0014035731895552868,5.4512184381532264e-09,0.9992754431518575,0,0,0
theta90_adv1_gd05_signm1,pass,90.0,90.0,1,0.5,-1.0,113.29791631509151,23.297916315091513,-3.8198777474462986e-11,0.0,0.0,0.0013237101529387238,0.04993140487444008,330,0.0007756795007191994,0.0013977320885788212,5.251233094780962e-09,0.9993138157464332,0,0,0
theta90_adv1_gd05_signp1,pass,90.0,90.0,1,0.5,1.0,113.29791631509151,23.297916315091513,-3.8198777474462986e-11,0.0,0.0,0.0013237101529387238,0.04993140487444008,330,0.0007756795007191994,0.0013977320885788212,5.251233094780962e-09,0.9993138157464332,0,0,0
theta90_adv1_gd1_signm1,pass,90.0,90.0,1,1.0,-1.0,113.29791631509154,23.29791631509154,-3.8198777474462986e-11,0.0,0.0,0.0013237101529387574,0.04993140487444008,330,0.0007756795007192002,0.0013977320885788184,5.251233094780963e-09,0.9993138157464332,0,0,0
