case,target_theta_deg,init_contact_angle_deg,theta_bbox_raw_mean_deg,theta_calibrated_bbox_deg,target_error_calibrated_deg,calibration_outside_range,radius_used_for_calibration,width_used_for_calibration,z_indices
theta120_init120_100,120.0,120.0,111.96130002034708,122.0,2.0,False,14.0,4.0,35 36 37
theta60_init60_100,60.0,60.0,57.22091933193044,63.77063825235437,3.7706382523543667,False,14.0,4.0,35 36 37
theta90_init90_100,90.0,90.0,86.45125534667761,88.69659283627765,-1.3034071637223548,False,14.0,4.0,35 36 37
