step,nonfinite_total,max_mach,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,sphere11_active_count,sphere11_limiter_count,sphere11_normal_limiter_count,outer90_active_count,outer90_limiter_count,outer90_normal_limiter_count,fallback_angle_active_count,fallback_angle_limiter_count,fallback_angle_normal_limiter_count,raw_delta_p50,raw_delta_p95,raw_delta_p99,raw_delta_max,limited_delta_p99,dn_try_p50,dn_try_p95,effective_cap_p50,effective_cap_p95,ratio_cap_p50,ratio_cap_p95,abs_cap_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,normal_raw_abs_p95,target_normal_abs_p50,target_minus_raw_abs_p50,smooth_weight_c_p50,smooth_weight_g_p50,smooth_weight_t_p50,smooth_weight_total_p50,tan_coeff_times_tangent_p50,limiter_ratio_p05,limiter_ratio_p10,limiter_ratio_p50,limiter_ratio_p95,normal_delta_raw_p99,tangent_mag_p95,tangent_mag_p99,phase_c_p50,normal_agreement_p05,tan_coeff_p50,wall_profile_conflict_p50
0,0,0.0,7536,0,0.0,6768,0.8980891719745223,5048,0.6698513800424628,2488,0.33014861995753714,4280,0.6323877068557919,2488,0.367612293144208,0,0,0,0,0,0,7536,0,6768,0.33133011205814605,0.7405717608357846,0.7470770483681689,0.748743189682491,0.05,-0.33133011205814605,-0.0008305761495545389,0.03066540214075926,0.05,0.03066540214075926,0.07622757050216729,0.05,10.862847795758011,14.81143521671569,14.941540967363377,0.06133080428151852,0.15245514100433458,0.39509413237122565,0.3313301120584774,1.0,1.0,1.0,1.0,0.39509413237122565,0.06751540180734365,0.06970285896176061,0.09205785323511155,1.0,-0.046976673316039906,0.07784625316183974,0.0786325814637617,0.472746472714162,1.0,11.430052066470214,0.0
100,0,1.2692252729202876e-05,7500,0,0.0,6736,0.8981333333333333,4940,0.6586666666666666,2560,0.3413333333333333,4176,0.6199524940617577,2560,0.38004750593824227,0,0,0,0,0,0,7500,0,6736,0.33597302859623296,0.7268327054401272,0.733784322125516,0.7356441028476425,0.05,-0.33597302859623296,-0.0010358084342436773,0.032232303502905485,0.05,0.032232303502905485,0.07536076650691043,0.05,10.918306352092326,14.536654108802544,14.67568644251032,0.06446460700581097,0.15072153301382085,0.4016946573994663,0.33597302859656897,1.0,1.0,1.0,1.0,0.4016946573994663,0.0687916209958149,0.07048570441369487,0.09158929670519506,1.0,-0.050718666497645164,0.07675695551913203,0.07741078020230732,0.45810069761783134,1.0,11.430052066470214,0.0
200,0,1.2985657255177755e-05,7524,0,0.0,6800,0.9037745879851143,4956,0.6586921850079744,2568,0.3413078149920255,4232,0.6223529411764706,2568,0.3776470588235294,0,0,0,0,0,0,7524,0,6800,0.3369174876656423,0.7197007731897028,0.7257877141274213,0.7273059539409881,0.05,-0.3369174876656423,-0.0013206586139673812,0.032520842333265396,0.05,0.032520842333265396,0.07553079878347621,0.05,10.688856244848427,14.394015463794055,14.515754282548423,0.06504168466653079,0.15106159756695242,0.4013439578283797,0.33691748766597923,1.0,1.0,1.0,1.0,0.4013439578283797,0.06947331705425404,0.0712097259096086,0.09355537927474301,1.0,-0.05092634311254831,0.0761504851976557,0.07678531835991351,0.4545327451422523,1.0,11.430052066470214,0.0
300,0,1.2796266118773494e-05,7592,0,0.0,6840,0.9009483667017913,5016,0.660695468914647,2576,0.339304531085353,4264,0.623391812865497,2576,0.37660818713450295,0,0,0,0,0,0,7592,0,6840,0.3332708336489077,0.7130332332929425,0.719153949537049,0.7202148131341988,0.05,-0.3332708336489077,-0.0011163684611142461,0.03242444184992069,0.05,0.03242444184992069,0.07565310666413527,0.05,10.522023439634019,14.260664665858851,14.38307899074098,0.06484888369984138,0.15130621332827054,0.39895243423755716,0.33327083364924104,1.0,1.0,1.0,1.0,0.39895243423755716,0.07012295911970433,0.07183087668290165,0.09503875426025304,1.0,-0.05096528004441925,0.07554205016461475,0.07617731386548109,0.4463769845399408,1.0,11.430052066470214,0.0
400,0,1.2584324250849004e-05,7632,0,0.0,6864,0.89937106918239,5016,0.6572327044025157,2616,0.34276729559748426,4248,0.6188811188811189,2616,0.3811188811188811,0,0,0,0,0,0,7632,0,6864,0.33231683318049704,0.7069016833304678,0.7129421330686644,0.7141751213648534,0.05,-0.33231683318049704,-0.0013332552911030197,0.03250409721787495,0.05,0.03250409721787495,0.07576729569684214,0.05,10.374220703952531,14.138033666609354,14.258842661373286,0.0650081944357499,0.15153459139368428,0.397791154486181,0.3323168331808294,1.0,1.0,1.0,1.0,0.397791154486181,0.07073119385489654,0.07242542208011989,0.09639278260700929,1.0,-0.050991125845797826,0.07504539171972584,0.07568434796426625,0.43694776946793523,1.0,11.430052066470214,0.0
500,0,1.2389480766453206e-05,7696,0,0.0,6904,0.8970893970893971,5024,0.6528066528066528,2672,0.3471933471933472,4232,0.6129779837775203,2672,0.3870220162224797,0,0,0,0,0,0,7696,0,6904,0.3289669136878407,0.7009815921156036,0.7072121916512336,0.7085056576640869,0.05,-0.3289669136878407,-0.0010468672007848344,0.03277279001126934,0.05,0.03277279001126934,0.07588286758262151,0.05,10.248634983687085,14.019631842312073,14.144243833024671,0.06554558002253869,0.15176573516524303,0.39472701901767937,0.3289669136881697,1.0,1.0,1.0,1.0,0.39472701901767937,0.07132854922637422,0.07306084744155827,0.09757396976199424,1.0,-0.05086300764199204,0.0745623400659425,0.07520919303934245,0.4247825366113148,1.0,11.430052066470214,0.0
600,0,1.2202792705438952e-05,7752,0,0.0,6920,0.8926728586171311,5080,0.6553147574819401,2672,0.3446852425180599,4248,0.6138728323699422,2672,0.3861271676300578,0,0,0,0,0,0,7752,0,6920,0.3260981834647896,0.6956105582308341,0.7016145737237733,0.7031311106967302,0.05,-0.3260981834647896,-0.000885648742510911,0.03267852929274881,0.05,0.03267852929274881,0.0759921654010155,0.05,10.12284779621441,13.91221116461668,14.032291474475466,0.06535705858549762,0.151984330802031,0.389875773968676,0.3260981834651157,1.0,1.0,1.0,1.0,0.389875773968676,0.07187930015097943,0.07357908863234475,0.09878643047206191,1.0,-0.050216155050799655,0.07412696409492621,0.07477097173156555,0.41736205410541716,1.0,11.430052066470214,0.0
700,0,1.2039925046563047e-05,7784,0,0.0,6984,0.8972250770811921,5088,0.6536485097636177,2696,0.34635149023638234,4288,0.6139747995418099,2696,0.38602520045819017,0,0,0,0,0,0,7784,0,6984,0.32347937163062734,0.6906883360221671,0.6966558470578601,0.6980629280057392,0.05,-0.32347937163062734,-0.0009932764213054323,0.032771613131234154,0.05,0.032771613131234154,0.07609756159134848,0.05,10.010833319294786,13.81376672044334,13.9331169411572,0.06554322626246831,0.15219512318269696,0.3875436503685896,0.32347937163095086,1.0,1.0,1.0,1.0,0.3875436503685896,0.07239155114151992,0.07412936508712513,0.09989178410779898,1.0,-0.049585948325614804,0.07372649141524029,0.07438003700127242,0.4174463147298504,1.0,11.430052066470214,0.0
800,0,1.1892282189375793e-05,7840,0,0.0,7016,0.8948979591836734,5144,0.6561224489795918,2696,0.3438775510204082,4320,0.6157354618015963,2696,0.38426453819840367,0,0,0,0,0,0,7840,0,7016,0.3193614136030196,0.6862375644885524,0.6921601282716521,0.6933662802251448,0.05,-0.3193614136030196,-0.0009612320848788259,0.032551234878395965,0.05,0.032551234878395965,0.07619798020758142,0.05,9.910063135443984,13.724751289771048,13.84320256543304,0.06510246975679193,0.15239596041516285,0.38650367650923667,0.31936141360333903,1.0,1.0,1.0,1.0,0.38650367650923667,0.07286106530362356,0.07467910424968757,0.10090753069205333,1.0,-0.04877124438778752,0.0733705980275116,0.07397372248069511,0.41399441923254043,1.0,11.430052066470214,0.0
900,0,1.1755486662547973e-05,7896,0,0.0,7040,0.8915906788247214,5176,0.6555217831813577,2720,0.3444782168186423,4320,0.6136363636363636,2720,0.38636363636363635,0,0,0,0,0,0,7896,0,7040,0.3156704841711451,0.681974558483772,0.6874864473293237,0.6888607558592629,0.05,-0.3156704841711451,-0.0009275187081086251,0.03260836687440287,0.05,0.03260836687440287,0.07629232586221278,0.05,9.781911502966636,13.63949116967544,13.749728946586474,0.06521673374880574,0.15258465172442556,0.3833934257568054,0.3156704841714608,1.0,1.0,1.0,1.0,0.3833934257568054,0.07331651801082516,0.07509821123915005,0.10222950854201028,1.0,-0.047390404009585205,0.0729749181218561,0.07358254229296474,0.4091250376660208,1.0,11.430052066470214,0.0
