step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.3142624653556,0.0,0.0,0.9941414338584684,0,0,0.1,0.9947272904726217,0.03333333333333333,0.33157576349087386,-0.00014714539658055635,0.0008062190325630363,9.441549908702725e-05,0.0,0.0001888309981740288,0.0,0.0,0.0001888309981740288,0.00039429704359000194,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.5794051612825086e-06,0.5,0
10,1151.3142624653551,-4.547473508864641e-13,0.0,0.996854747055063,0,0,0.1,0.9971692723495568,0.03333333333333333,0.3323897574498522,-0.0001267450109211294,0.0008180666008797752,0.001020082074225278,0.0,0.00017693049152487451,0.0,0.0,0.00017693049152487451,0.0004068741895080796,0,0.004605550619428216,0.2962962962962963,576,576,10368,1151.3142624653551,0.085306549564367,0.0,1.1732358020477586e-06,0.5,0
20,1151.3142624653544,-1.1368683772161603e-12,0.0,0.998821685561899,0,0,0.1,0.9989395170057092,0.03333333333333333,0.33297983900190303,-0.00011894037778216114,0.0008147583770835828,0.0015208958731170587,0.0,0.00017639298043561823,0.0,0.0,0.00017639298043561823,0.0004072191635718902,0,0.00459400745018942,0.2962962962962963,576,576,10368,1151.3142624653544,0.0793387049198308,0.0,1.0074369834873642e-06,0.5,0
30,1151.3133064200408,-0.0009560453147514636,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00011484896858725625,0.0008092190610999511,0.0018327632218376794,0.0,0.00017574470568975617,0.0,0.0,0.00017574470568975617,0.0004063774700960108,0,0.0045864899516918954,0.2962962962962963,576,576,10368,1151.314191117786,0.07630376678819878,0.0,9.12084918170442e-07,0.5,0
40,1151.2860907940676,-0.028171671287964273,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00011220170066409045,0.0008035420322251204,0.002036854462126323,0.0,0.00017562220818214894,0.0,0.0,0.00017562220818214894,0.0004053293659193383,0,0.004581338163691526,0.2962962962962963,576,576,10368,1151.290067804312,0.0744472551585842,0.0,8.511110861272037e-07,0.5,0
50,1151.2346853004324,-0.07957716492319378,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00011030729088851587,0.000798360091717871,0.0021745582828474603,0.0,0.00017554224141613835,0.0,0.0,0.00017554224141613835,0.00040426433324726436,0,0.004577646550319777,0.2962962962962963,576,576,10368,1151.2406644411067,0.07316447918158965,0.0,8.127644907649334e-07,0.5,0
60,1151.1668300923957,-0.14743237295988365,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.0001088884882566826,0.0007937714797788304,0.0022696783590992996,0.0,0.00017546915860937974,0.0,0.0,0.00017546915860937974,0.0004031699818477273,0,0.004574923878316778,0.2962962962962963,576,576,10368,1151.1742029895977,0.07222286199274983,0.0,7.894828505225579e-07,0.5,0
70,1151.087360813163,-0.22690165219250957,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00010780062533504834,0.0007897488033603111,0.002336751128733153,0.0,0.00017537804790215413,0.0,0.0,0.00017537804790215413,0.00040210978786477575,0,0.004572869620403688,0.2962962962962963,576,576,10368,1151.0957287139533,0.07151346127171046,0.0,7.755603447777795e-07,0.5,0
80,1150.9995199159039,-0.3147425494516938,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00010695429796933002,0.0007862452725824237,0.002384951217105932,0.0,0.00017527473458743458,0.0,0.0,0.00017527473458743458,0.0004011215091752832,0,0.004571294652324188,0.2962962962962963,576,576,10368,1151.0086108039095,0.07097320190146317,0.0,7.671280095884405e-07,0.5,0
90,1150.9055500713584,-0.40871239399712067,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00010628955309404792,0.0007832045131940749,0.002420205578281911,0.0,0.00017517003542428736,0.0,0.0,0.00017517003542428736,0.00040022233738721804,0,0.004570070371343933,0.2962962962962963,576,576,10368,1150.9151736459849,0.07055994669205345,0.0,7.618467613949463e-07,0.5,0
100,1150.8070364814846,-0.507225983870967,0.0,1.0,0,0,0.1,1.0,0.03333333333333333,0.3333333333333333,-0.00010576440027267568,0.0007805682057013729,0.0024552228156672403,0.0,0.0001750705719105651,0.0,0.0,0.0001750705719105651,0.00039941652611297777,0,0.004569107294591728,0.2962962962962963,576,576,10368,1150.817057051243,0.07024349001339143,0.0,7.58406626896559e-07,0.5,0
