"mode","step","PhaseField_max_abs","ReplayPhaseFromH_max_abs","ReplayFtotal_max_abs","ReplayForceOverRho_max_abs","ReplayUPostForce_max_abs","ReplayFmu_max_abs","ReplayFpressure_max_abs","ReplayFsurf_max_abs","ReplayRho_max_abs","ReplayFphiMaxAbs_max_abs","failures"
"0","6","6086.573938686867","6086.573938686867","1820.4350505925636","1817300.0183917556","908645.5552193611","694.8281845776366","1180.372779008245","2.727755984995977e-05","0.9999999627403969","0.024415958239331063",""
"1","6","0.999999957698655","0.999999957698655","1.4570828699460319","1457.082869945445","727.9696452352149","0.7826654299759271","1.457090947082626","2.727772411443967e-05","0.9999999627403969","0.02441595888881068",""
"2","6","0.999999957698655","0.999999957698655","0.08877643853193973","87.77514909516756","43.78638714849175","0.08878459650302127","0.1575265233166472","2.727747220525372e-05","0.9999999627403969","0.024415960195601136",""
"3","6","0.99999995769859","0.99999995769859","0.0","0.0","0.0","0.0","0.0","2.7278318730044828e-05","0.9999999627403905","0.024415956769800327",""
"4","6","0.99999995769859","0.99999995769859","0.0","0.0","0.0","0.0","0.0","2.7278318730044828e-05","0.9999999627403905","0.024415956769800327",""
"5","6","0.999999957698655","0.999999957698655","2.727745118141027e-05","0.00807738540158652","0.0029459590086654847","2.7196984048951952e-05","0.0005038812376368766","2.727745118141027e-05","0.9999999627403969","0.024415960938943364",""
