case_id,wall_phase_pred_gt_1_count,wall_phase_pred_max,wall_grad_tangent_max,wall_pf_f_max,phase_wall_max,phase_fluid_max,max_mach,nonfinite_count
flat_theta011,2056,1.2394328053326067,0.13520882215742533,1.0000061214888372,1.2394328053326067,1.0000061214888372,0.0002890041406295914,0
curved_theta011,100,1.4339434194939216,0.12547761935330504,1.0,1.4339434194939216,1.0000238143109221,0.00022787541645339452,0
flat_theta030,1036,1.0003900598645228,0.14703863970221367,1.0000131270082089,1.0003900598645228,1.0000153994999144,0.00015822004448662607,0
curved_theta030,0,1.0,0.13778927170063848,1.0,1.0,1.0000195044742994,0.00017328373676308686,0
flat_theta090,208,1.0000213066541612,0.0,1.0000213066541612,1.0000213066541612,1.0000213523499992,1.6758125511760017e-05,0
curved_theta090,0,1.0,0.0,1.0,1.0,1.0000201547410346,6.776664791856978e-05,0
