step,stage8g_mode,stage8h_mode,nonfinite_total,max_mach,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,stage8h_limiter_equivalent_count,stage8h_limiter_equivalent_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,raw_normal_scale_limiter_count,target_scale_limiter_count,tangent_scale_limiter_count,floor_scale_limiter_count,sphere11_active_count,sphere11_limiter_count,sphere11_normal_limiter_count,sphere11_stage8h_limiter_equivalent_count,outer90_active_count,outer90_limiter_count,outer90_normal_limiter_count,outer90_stage8h_limiter_equivalent_count,fallback_angle_active_count,fallback_angle_limiter_count,fallback_angle_normal_limiter_count,fallback_angle_stage8h_limiter_equivalent_count,raw_delta_p50,raw_delta_p95,raw_delta_p99,raw_delta_max,limited_delta_p99,dn_try_p50,dn_try_p95,effective_cap_p50,effective_cap_p95,ratio_cap_p50,ratio_cap_p95,abs_cap_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,normal_raw_abs_p95,target_normal_abs_p50,target_minus_raw_abs_p50,smooth_weight_c_p50,smooth_weight_g_p50,smooth_weight_t_p50,smooth_weight_total_p50,tan_coeff_times_tangent_p50,limiter_ratio_p05,limiter_ratio_p10,limiter_ratio_p50,limiter_ratio_p95,normal_delta_raw_p99,tangent_mag_p95,tangent_mag_p99,phase_c_p50,normal_agreement_p05,tan_coeff_p50,wall_profile_conflict_p50,stage8g_effective_scale_p50,stage8g_tan_raw_p50,stage8g_tan_eff_p50,stage8g_regularization_ratio_p50,stage8g_profile_target_mismatch_p50,stage8g_profile_conflict_sign_p50,stage8g_write_allowed_flag_max,stage8h_actual_cos_p50,stage8h_target_cos_p50,stage8h_residual_cos_p50,stage8h_dn_tan_raw_p50,stage8h_dn_cos_raw_p50,stage8h_dn_relaxed_p50,stage8h_dn_relaxed_p95,stage8h_beta_relaxation_p50,stage8h_beta_source_p50,stage8h_profile_normal_p50,stage8h_profile_target_mismatch_p50,stage8h_profile_consistency_weight_p50,stage8h_candidate_demand_ratio_p50,stage8h_candidate_demand_ratio_p95,stage8h_candidate_demand_ratio_p99,stage8h_candidate_normal_delta_p50,stage8h_cos_to_tan_ratio_p50,stage8h_effective_cap_p50,stage8h_write_allowed_flag_max
0,3,0,0,0.0,7536,0,0.0,5904,0.7834394904458599,5904,0.7834394904458599,4840,0.6422505307855626,2696,0.35774946921443734,3208,0.5433604336043361,2696,0.45663956639566394,1504,1704,0,0,0,0,0,0,0,0,0,0,7536,0,5904,5904,0.0662869792473754,0.1452182603460296,0.1465692276876374,0.14706391298074725,0.05,-0.0662869792473754,-0.00017537728812524393,0.03454308062411732,0.05,0.03454308062411732,0.07622757050216729,0.05,1.960075120730183,2.904365206920592,2.9313845537527476,0.06133080428151852,0.15245514100433458,0.13050445187046267,0.0662869792474417,1.0,1.0,1.0,1.0,0.13050445187046267,0.34430931675437226,0.3536825664945183,0.5101858532992269,1.0,-0.008236958482408813,0.07784625316183974,0.0786325814637617,0.472746472714162,1.0,3.7754867955973257,1.0,0.06908616124823463,11.430052066470214,3.7754867955973257,0.33031230073506196,734.6816145912848,1.0,0.0,-0.8882584731798056,-0.9961946980917455,-0.10793622491193999,-0.0662869792474417,-0.00858598697682006,-0.0662869792473754,-0.00017537728812524393,6.804168623826282e-05,4.0,734.3850320121043,734.6816145912848,6.805206010879758e-05,1.960075120730183,2.904365206920592,2.9313845537527476,-0.0662869792473754,0.1293803324178741,0.03454308062411732,0.0
100,3,0,0,1.2692252729202876e-05,7500,0,0.0,5880,0.784,5880,0.784,4812,0.6416,2688,0.3584,3192,0.5428571428571428,2688,0.45714285714285713,1448,1744,0,0,0,0,0,0,0,0,0,0,7500,0,5880,5880,0.0658872514269234,0.14075474477707517,0.14207582372261535,0.14246577840466915,0.05,-0.0658872514269234,-0.00022006997766578745,0.03446856839346729,0.05,0.03446856839346729,0.07536076650691043,0.05,2.026494683825063,2.8150948955415034,2.8415164744523067,0.06446460700581097,0.15072153301382085,0.1326846864786002,0.06588725142698929,1.0,1.0,1.0,1.0,0.1326846864786002,0.35522781188789837,0.3638251505918413,0.4934629278733036,1.0,-0.009066928721600144,0.07675695551913203,0.07741078020230732,0.45810069761783134,1.0,3.7754867955973257,0.0,0.06893713678693458,11.430052066470214,3.7754867955973257,0.33031230073506196,0.07431718500511761,1.0,0.0,-0.8886942015800661,-0.9961946980917455,-0.10750049651167948,-0.06588725142698929,-0.008450005737183758,-0.0658872514269234,-0.00022006997766578745,0.245059971366774,1.0,-0.056716657996665344,0.07431718500511761,0.4021970091901752,2.026494683825063,2.8150948955415034,2.8415164744523067,-0.0658872514269234,0.12891142315811938,0.03446856839346729,0.0
1000,3,0,0,1.1635696682809229e-05,7984,0,0.0,6184,0.7745490981963928,6184,0.7745490981963928,5264,0.6593186372745491,2720,0.3406813627254509,3464,0.5601552393272963,2720,0.4398447606727037,2256,1208,0,0,0,0,0,0,0,0,0,0,7984,0,6184,6184,0.05944460235815755,0.12159104208887218,0.12267038245691388,0.12294634497171403,0.05,-0.05944460235815755,-0.00013347818057508467,0.032503638180445465,0.05,0.032503638180445465,0.07637254023323023,0.05,1.8386872533798586,2.431820841777444,2.4534076491382772,0.06500727636089093,0.15274508046646046,0.12326507281139447,0.059444602358217004,1.0,1.0,1.0,1.0,0.12326507281139447,0.4112145034784262,0.4200058977533647,0.5438662818605007,1.0,-0.0063139184941075534,0.07262028108819718,0.0732220187697814,0.3994453424881014,1.0,3.7754867955973257,0.0,0.06500727636089093,11.430052066470214,3.7754867955973257,0.33031230073506196,0.06475477437671667,1.0,0.0,-0.8982611756318205,-0.9961946980917455,-0.09791856978458979,-0.059444602358217004,-0.007614308943594759,-0.05944460235815755,-0.00013347818057508467,0.25,1.0,-0.05662675581142583,0.06475477437671667,0.43571171893781196,1.8386872533798586,2.431820841777444,2.4534076491382772,-0.05944460235815755,0.12870618261401945,0.032503638180445465,0.0
