case,target_theta_deg,init_contact_angle_deg,mean_deg,target_error_deg,left_deg,right_deg,fit_center_y,fit_radius,wall_y,interface_points
init120_target150_100,150.0,120.0,164.32228053138718,14.322280531387179,164.32228053138718,164.32228053138718,23.087451875926803,23.460245703919316,0.5,130
init60_target30_100,30.0,60.0,45.897572288315,15.897572288314997,45.897572288315,45.897572288315,-14.881949499826776,22.10230514091664,0.5,108
