step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,droplet_volume_radius,pressure_inside_mean,pressure_outside_mean,laplace_delta_p,sigma_theory,laplace_delta_p_target,laplace_delta_p_relative_error,mu_min,mu_max,u_max,spurious_u_rms_interface,interface_cells,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,mass_correction_delta,mass_correction_weight,mass_correction_count,phase_source_sum_abs_max,phase_source_first_max,wall_ghost_min,wall_ghost_max,nonfinite_count
0,730.4651805137717,0.0,3.2513275405321446e-10,0.984233482410666,0,0,0.10000000029261949,0.9858101341695994,0.33333333333333326,0.33333333333333326,5.586892348940038,0.3333333333333332,0.33333333333333315,5.551115123125783e-17,0.0016666666666666668,0.0005966346092145025,0.999999999999907,-1.6003629691823018e-07,0.0009755652848903951,0.00011326687654619114,7.288476405284382e-05,1480,0.0,0.00022653375309235736,0.0,0.0,0.00022653375309235736,0.0004559288704993245,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.0,355.3213694041909,32080,0.0,0.0,0.5,0.5,0
300,730.4651805137598,-1.1823431123048067e-11,7.113121101680653e-11,0.9870761870843237,0,0,0.1000000000640181,0.9883685683758913,0.3333114272525351,0.3340229313214017,5.586892348940008,0.33399051837570537,0.3333215521027274,0.0006689662729779666,0.0016666666666666668,0.0005966346092145057,0.12123276565985423,-1.2037614830093479e-05,0.0009361866612018273,0.00011792981453061861,5.804663726435349e-05,1552,0.0,0.0002076966187502149,0.0,0.0,0.0002076966187502149,0.0004474810168790272,0,0.00462695938119146,0.29690924525438966,0,0,0,0.0,0.0,0.0,0.0,357.6171350836822,31568,1.0765082113737159e-17,0.08333232096001801,0.5,0.5,0
600,730.4651805137481,-2.3533175408374518e-11,7.212189406542164e-11,0.9870752087934515,0,0,0.10000000006490971,0.9883676879141063,0.3333191236579619,0.33399893560578864,5.586892348939978,0.33396720173868927,0.3333225288011461,0.000644672937543167,0.0016666666666666668,0.0005966346092145089,0.08051549069857401,-1.2250569643863744e-05,0.0009376019953625044,0.00012381546721409136,5.960040694797321e-05,1552,0.0,0.00020792270276012015,0.0,0.0,0.00020792270276012015,0.00044796338291529534,0,0.004626779625754462,0.2968882583290057,0,0,0,0.0,0.0,0.0,0.0,357.62773390536984,31616,8.461479222509754e-18,0.08333218111900911,0.5,0.5,0
900,730.4651805137368,-3.490185918053612e-11,7.213873108420076e-11,0.9870751920977047,0,0,0.10000000006492486,0.9883676728879343,0.33332024456842313,0.3340008702817403,5.58689234893995,0.3339690980959324,0.3333224427038321,0.0006466553921002927,0.0016666666666666668,0.0005966346092145119,0.08383821875776644,-1.2254210123034164e-05,0.0009376252335720575,0.00012103978379173975,5.988753294191724e-05,1552,0.0,0.00020792640263800794,0.0,0.0,0.00020792640263800794,0.0004479712983535627,0,0.004626697068005438,0.29688952242953986,0,0,0,0.0,0.0,0.0,0.0,357.6279103986405,31616,7.850147559525058e-18,0.08333217874902617,0.5,0.5,0
1200,730.4651805137252,-4.6497916628140956e-11,7.213900715715246e-11,0.9870751918241734,0,0,0.10000000006492511,0.9883676726417561,0.33332055783963543,0.3340015093903724,5.58689234893992,0.3339697193215839,0.33332241618109293,0.0006473031404909957,0.0016666666666666668,0.0005966346092145151,0.08492388891617779,-1.2254269722110693e-05,0.0009376256140853684,0.0001221627474011234,5.978553665746579e-05,1552,0.0,0.0002079264632144195,0.0,0.0,0.0002079264632144195,0.0004479714279640448,0,0.004626740057667614,0.296890266558009,0,0,0,0.0,0.0,0.0,0.0,357.6279132890667,31616,1.1593211392906643e-17,0.08333217871020164,0.5,0.5,0
1500,730.4651805137129,-5.877609510207549e-11,7.213901167742579e-11,0.9870751918196946,0,0,0.10000000006492511,0.9883676726377252,0.33332028268571995,0.3340009849373645,5.586892348939889,0.3339692078033336,0.3333224385565153,0.000646769246818335,0.0016666666666666668,0.0005966346092145184,0.08402904697369111,-1.2254270697913397e-05,0.0009376256203154625,0.000121896854749419,5.980673565971158e-05,1552,0.0,0.00020792646420622832,0.0,0.0,0.00020792646420622832,0.0004479714300861442,0,0.004626726557956358,0.296889759651259,0,0,0,0.0,0.0,0.0,0.0,357.6279133363914,31616,1.3441268326379587e-17,0.08333217870956597,0.5,0.5,0
1800,730.4651805137013,-7.037215254968032e-11,7.213901175143302e-11,0.9870751918196204,0,0,0.10000000006492511,0.9883676726376585,0.33332039920181145,0.3340012054897071,5.586892348939859,0.33396942299201415,0.33332242912003257,0.0006469938719815826,0.0016666666666666668,0.0005966346092145217,0.08440553395546344,-1.2254270713891228e-05,0.0009376256204174705,0.00012192404058075014,5.980453980228071e-05,1552,0.0,0.00020792646422246647,0.0,0.0,0.00020792646422246647,0.0004479714301208938,0,0.004626729424730721,0.29688995940061985,0,0,0,0.0,0.0,0.0,0.0,357.62791333715967,31616,1.1277436033386907e-17,0.08333217870955553,0.5,0.5,0
2100,730.4651805136882,-8.344613888766617e-11,7.213901175264246e-11,0.9870751918196188,0,0,0.10000000006492511,0.9883676726376569,0.33332036436531065,0.3340011395768683,5.586892348939826,0.33396935868087146,0.3333224319405461,0.0006469267403253487,0.0016666666666666668,0.0005966346092145251,0.08429301675448159,-1.2254270714153468e-05,0.0009376256204191393,0.0001219357312326,5.9803553006784066e-05,1552,0.0,0.00020792646422273308,0.0,0.0,0.00020792646422273308,0.0004479714301214656,0,0.004626729229520378,0.29688990285035155,0,0,0,0.0,0.0,0.0,0.0,357.6279133371681,31616,9.538140505430997e-18,0.08333217870955538,0.5,0.5,0
2400,730.4651805136801,-9.15179043659009e-11,7.213901175265963e-11,0.9870751918196188,0,0,0.10000000006492511,0.9883676726376569,0.3333203713530405,0.3340011528025828,5.586892348939806,0.3339693715849052,0.33332243137469547,0.0006469402102097233,0.0016666666666666668,0.0005966346092145273,0.08431559319266366,-1.2254270714158305e-05,0.0009376256204191832,0.00012192689137795137,5.980429203291075e-05,1552,0.0,0.0002079264642227397,0.0,0.0,0.0002079264642227397,0.00044797143012148473,0,0.004626729051535857,0.29688991316674535,0,0,0,0.0,0.0,0.0,0.0,357.62791333716615,31616,1.0252689642691734e-17,0.08333217870955537,0.5,0.5,0
2700,730.4651805136772,-9.447376214666292e-11,7.213901175265952e-11,0.9870751918196187,0,0,0.10000000006492511,0.9883676726376568,0.33332037108509577,0.33400115229469957,5.586892348939798,0.33396937108944547,0.3333224313963787,0.0006469396930667837,0.0016666666666666668,0.0005966346092145282,0.08431472642608234,-1.2254270714158831e-05,0.0009376256204191817,0.00012193042167983175,5.980399721249528e-05,1552,0.0,0.00020792646422274018,0.0,0.0,0.00020792646422274018,0.00044797143012148473,0,0.004626729165125955,0.2968899132770777,0,0,0,0.0,0.0,0.0,0.0,357.62791333716467,31616,9.93076806163778e-18,0.08333217870955535,0.5,0.5,0
