step,wall_count,fluid_count,wall_phase_pred_gt_1_count,wall_phase_profile_pred_gt_1_count,wall_phase_unified_profile_pred_gt_1_count,wall_phase_field_gt_1_count,fluid_phase_field_gt_1_count,wall_profile_delta_nonzero_count,wall_unified_profile_delta_nonzero_count,wall_clamp_delta_nonzero_count,wall_phase_pred_max,wall_phase_profile_pred_max,wall_phase_unified_profile_pred_max,wall_unified_profile_delta_max,wall_h_mean,wall_h_max,wall_grad_1_mag_max,wall_grad_2_mag_max,wall_grad_tangent_vec_mag_max,wall_normal_coeff_1_min,wall_normal_coeff_1_max,wall_actual_minus_profile_max,wall_actual_minus_raw_min,wall_actual_minus_raw_max,normal_path_count,normal_path_wall_phase_pred_max,normal_path_wall_phase_unified_profile_pred_max,normal_path_wall_grad_tangent_vec_mag_max,normal_path_wall_normal_coeff_1_min,normal_path_wall_normal_coeff_1_max,normal_path_wall_actual_minus_profile_max,normal_path_wall_actual_minus_raw_min,normal_path_wall_actual_minus_raw_max,phase_wall_max,phase_fluid_max,max_mach,nonfinite_count
0,135160,1247240,64,0,0,0,0,8296,8296,0,1.7954628943313244,1.0,1.0,1.054862754745995,0.34327343502302027,0.8660254037844386,0.17347528275656127,0.16121961865662415,0.148776638417561,-4.276925679241872e-05,0.17143479549887125,1.1102230246251565e-16,-1.054862754745995,0.12088925967896569,10256,1.7954628943313244,0.7406001395853296,0.148776638417561,-4.276925679241872e-05,0.17143479549887125,1.1102230246251565e-16,-1.054862754745995,0.12088925967896569,1.0,0.9999997995397631,0.0,0
100,135160,1247240,180,0,0,0,0,9120,9120,0,1.3824500399404398,1.0,1.0,0.6199534634768731,0.34327343502302027,0.8660254037844386,0.15716214431929254,0.14613676978189977,0.15159728492027327,-0.10399351558808628,4.0124364974215754e-10,0.0,-0.6199534634768731,0.13128063319708544,10256,1.3824500399404398,0.9769705922616284,0.15159728492027327,-0.10399351558808628,4.0124364974215754e-10,0.0,-0.6199534634768731,0.13128063319708544,1.0,0.9999955383483872,0.00019544953817819842,0
