case_id,wall_angle_deg,step,angle_apparent_deg,active_count,normal_limiter_count,normal_limiter_fraction,vector_limiter_count,vector_limiter_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,target_minus_raw_abs_p50,target_normal_abs_p50,tangent_mag_p95,tan_coeff_times_tangent_p50,smooth_weight_total_p50,limiter_ratio_p50,outer90_normal_limiter_count,fallback_angle_normal_limiter_count,max_mach,nonfinite_total,write_mode_allowed
cap_theta030_wall005_mode1,5.0,1000,29.476409823874466,7984,7088,0.8877755511022044,0,0.0,4368,0.6162528216704289,2720,0.3837471783295711,9.655356963625685,13.547821531654725,13.65982232869079,0.06500727636089093,0.3102932479403955,0.37317736135495405,0.07262028108819718,0.37317736135495405,1.0,0.10356944893568075,0,7088,1.1635696682809229e-05,0,False
cap_theta030_wall008_mode1,8.0,1000,29.47654947637532,7952,6776,0.852112676056338,0,0.0,4056,0.5985832349468713,2720,0.4014167650531287,5.29511413052892,7.308322757337156,7.368076638876891,0.06491802017513515,0.1702000409965283,0.23413944652683955,0.07279143456192248,0.23413944652683955,1.0,0.18885334203365164,0,6776,1.1221795779905838e-05,0,False
cap_theta030_wall011_mode1,11.0,1000,29.476761740014496,7896,6568,0.8318135764944276,0,0.0,3848,0.5858708891595615,2720,0.41412911084043846,3.314427117475358,4.469457487426402,4.506546854428259,0.0649948332775985,0.10607985739330641,0.1724674152830996,0.07300730374786941,0.1724674152830996,1.0,0.3017112655314392,0,0,1.0613458082881765e-05,0,False
cap_theta030_wall015_mode1,15.0,1000,29.477180399852635,7856,6136,0.7810590631364562,0,0.0,3440,0.560625814863103,2696,0.439374185136897,1.8818705317219238,2.4506843298993957,2.471870835628278,0.06454598473763312,0.06022274259823181,0.12546581250838446,0.07344943965504354,0.12546581250838446,1.0,0.5313861836669614,0,6136,9.492780825878539e-06,0,False
cap_theta030_wall020_mode1,20.0,1000,29.492623931639816,7760,2584,0.33298969072164947,0,0.0,1228,0.47523219814241485,1356,0.5247678018575851,0.8576064130891894,1.1492651331316244,1.196362806734785,0.06496690333091992,0.028167309383854172,0.09274000857178369,0.07425132557220077,0.09274000857178369,1.0,1.0,0,2584,7.574215570511628e-06,0,False
cap_theta030_wall025_mode1,25.0,1000,29.48717697042463,7656,0,0.0,0,0.0,0,nan,0,nan,0.15251934252781274,0.5518296945597279,0.585704458436729,0.06361076204519192,0.0070089989882638325,0.07420161181214097,0.07536387677279424,0.07420161181214097,1.0,1.0,0,0,5.042724225605722e-06,0,False
cap_theta030_wall030_mode1,30.0,1000,29.48025328779166,7508,0,0.0,0,0.0,0,nan,0,nan,0.1681819961036521,0.39259875724936155,0.3996523962449002,0.06343939029940374,0.004011402149404861,0.0606440022512875,0.0769185529214406,0.0606440022512875,1.0,1.0,0,0,1.8458367665547906e-06,0,False
