b5_B5FphiNormalProxy_mean,b5_B5GradPhiNormal_mean,b5_B5PhaseFromHDelta_mean,b5_B5WallGhostMinusCenter_mean,b5_B5WallGhostMinusFluidProbe_mean,b5_ReplayLapPhi_max_abs,b5_ReplayMu_max_abs,b5_consumed_fraction_contact,case,contact_half_width_delta_deg,direction_by_contact_half_width,final_phase_max,final_phase_mean_abs_near_wall_delta,final_phase_min,final_phase_nonfinite,group,label,slice_angle_obtuse_delta_deg,slice_footprint_delta,status,write_path_applied_without_path170_cells,write_path_wallghost_psi_max_abs_diff_applied,write_path_wallghost_psi_mismatch_cells_applied,write_path_wetting_path_170_cells,write_path_wetting_path_max,write_path_wetting_path_min,write_path_write_allowed_cells,write_path_write_applied_cells
,,,,,,,0.0,cylinder_init090_neutral_A_legacy_baseline,-3.416588191771339,control_drift,1.0001247051474558,0.01185566419345067,-0.0001141889468387327,0,A,legacy_baseline_write_off,-0.07718974236153997,0.0,pass,0,,0,0,11.0,-10.0,0,0
0.015464125230090777,0.015013850440500125,-2.75528533396383e-17,-0.3024799766013928,-0.2963554089310155,0.1670844386489217,2.109014915074345e-05,0.4540901502504174,cylinder_init090_neutral_B_shadow_only,-3.416588191771339,control_drift,1.0001246915925956,0.011855689219406013,-0.00011420908929056593,0,B,diffuse_shadow_write_off,-0.07718785781207771,0.0,pass,0,,0,0,11.0,-10.0,19928,0
0.015464797256322172,0.015014619994786416,-2.839849483377057e-17,-0.30248772522400125,-0.29636153880679783,0.16708979983440375,2.1091553326284485e-05,0.4540901502504174,cylinder_init090_neutral_C_controlled_psi,-3.416588191771339,control_drift,1.00013003366776,0.011856075692372658,-0.00011634474311774,0,C,controlled_psiwallghost_write,-0.07772713727399605,0.0,pass,0,0.0,0,19928,170.0,-10.0,19928,19928
0.015464125134654196,0.015013850355979666,-2.981755076570485e-17,-0.3024799766790282,-0.29635540882741224,0.1670844386294768,2.109014924746976e-05,0.4540901502504174,cylinder_init090_neutral_D_controlled_legacy,-3.416588191771339,control_drift,1.0001246915919362,0.011855689235765472,-0.00011420908828136875,0,D,controlled_legacywallghost_write,-0.07718785828515706,0.0,pass,19928,9.368837638201732e-05,15327,0,171.0,-10.0,19928,19928
