B5FphiNormalProxy_max_abs,B5FphiNormalProxy_mean,B5FphiNormalProxy_negative_fraction,B5FphiNormalProxy_positive_fraction,B5GradPhiNormal_max_abs,B5GradPhiNormal_mean,B5GradPhiNormal_negative_fraction,B5GradPhiNormal_positive_fraction,B5PhaseFromHDelta_max_abs,B5PhaseFromHDelta_mean,B5PhaseFromHDelta_negative_fraction,B5PhaseFromHDelta_positive_fraction,B5WallGhostMinusCenter_max_abs,B5WallGhostMinusCenter_mean,B5WallGhostMinusCenter_negative_fraction,B5WallGhostMinusCenter_positive_fraction,ReplayLapPhi_max_abs,ReplayLapPhi_mean,ReplayLapPhi_negative_fraction,ReplayLapPhi_positive_fraction,ReplayMu_max_abs,ReplayMu_mean,ReplayMu_negative_fraction,ReplayMu_positive_fraction,case,consumed_contact_cells,consumed_fraction_contact,contact_line_cells,expected_response_sign_max_abs,expected_response_sign_mean,near_wall_cells,phase_max,phase_min,phase_nonfinite,signal_ok_fraction,status,step
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_A_legacy_baseline,0,0.0,0,,,0,1.0,0.0,0,,fail,0
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_A_legacy_baseline,0,0.0,0,,,0,1.0001113168471623,-0.00010428253951912019,0,,fail,500
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_A_legacy_baseline,0,0.0,0,,,0,1.0001155006746076,-0.00011319533679975898,0,,fail,1000
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_A_legacy_baseline,0,0.0,0,,,0,1.000111341132241,-0.0001066821886173724,0,,fail,1500
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_A_legacy_baseline,0,0.0,0,,,0,1.0001247051474558,-0.0001141889468387327,0,,fail,2000
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_B_shadow_only,0,0.0,0,,,0,1.0,0.0,0,,pass,0
0.11646041820611606,0.014630178789630658,0.30655737704918035,0.6934426229508197,0.10395838545109691,0.014321966572041012,0.30655737704918035,0.6934426229508197,2.220446049250313e-16,-2.802573746844497e-17,0.0,0.0,0.948734001668558,-0.308276171762417,0.6442622950819672,0.009836065573770493,0.17880616411709344,-0.0076865323325355376,0.5016393442622951,0.49836065573770494,2.1299562864249174e-05,2.8488426149646447e-06,0.34098360655737703,0.659016393442623,cylinder_init090_neutral_B_shadow_only,1108,0.4540983606557377,2440,0.0,0.0,36096,1.0001113168471627,-0.00010428253951897006,0,0.0,pass,500
0.11953448266902447,0.015149835815302803,0.2752902155887231,0.724709784411277,0.10575962464793778,0.014758297992224976,0.2752902155887231,0.724709784411277,3.3306690738754696e-16,-2.972619846976509e-17,0.0,0.0,0.9490721203352762,-0.3030861250243784,0.6434494195688225,0.009950248756218905,0.17206411864377258,-0.007381950033691975,0.5024875621890548,0.4975124378109453,2.0985650514500905e-05,2.7996128765967203e-06,0.3598673300165838,0.6401326699834162,cylinder_init090_neutral_B_shadow_only,1092,0.4527363184079602,2412,0.0,0.0,36096,1.0001155006777505,-0.00011319533585905987,0,0.0,pass,1000
0.12168577147713527,0.015449683503189685,0.2809364548494983,0.7190635451505016,0.10699639432205618,0.01502254794430872,0.2809364548494983,0.7190635451505016,3.3306690738754696e-16,-2.7482893330107476e-17,0.0,0.0,0.9499562124386672,-0.3019360934632468,0.6471571906354515,0.010033444816053512,0.16912918306834834,-0.006438820745413903,0.4983277591973244,0.5016722408026756,2.110757039562471e-05,2.7449243410620277e-06,0.3528428093645485,0.6471571906354515,cylinder_init090_neutral_B_shadow_only,1080,0.451505016722408,2392,0.0,0.0,36096,1.0001113411424554,-0.0001066822462901274,0,0.0,pass,1500
0.12213095450356226,0.015464125230090777,0.31552587646076796,0.6844741235392321,0.10787429523047035,0.015013850440500125,0.31552587646076796,0.6844741235392321,2.220446049250313e-16,-2.75528533396383e-17,0.0,0.0,0.9492801906058703,-0.3024799766013928,0.6494156928213689,0.01001669449081803,0.1670844386489217,-0.005758040523717338,0.4974958263772955,0.5025041736227045,2.109014915074345e-05,2.704692337000534e-06,0.3672787979966611,0.6327212020033389,cylinder_init090_neutral_B_shadow_only,1088,0.4540901502504174,2396,0.0,0.0,36096,1.0001246915925956,-0.00011420908929056593,0,0.0,pass,2000
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_C_controlled_psi,0,0.0,0,,,0,1.0,0.0,0,,pass,0
0.11645989502992411,0.014630070687744868,0.30655737704918035,0.6934426229508197,0.10395839937603338,0.014321893928532784,0.30655737704918035,0.6934426229508197,3.3306690738754696e-16,-2.88220039820081e-17,0.0,0.0,0.9487418334241922,-0.3082792737653732,0.6442622950819672,0.009836065573770493,0.1788053979224337,-0.007687997355948629,0.5016393442622951,0.49836065573770494,2.1300156991990194e-05,2.848993414918784e-06,0.34098360655737703,0.659016393442623,cylinder_init090_neutral_C_controlled_psi,1108,0.4540983606557377,2440,0.0,0.0,36096,1.0001280051439358,-0.00010347764524766578,0,0.0,pass,500
0.11953606350550956,0.015149878143207262,0.2752902155887231,0.724709784411277,0.10575921081764875,0.014758394446321503,0.2752902155887231,0.724709784411277,3.3306690738754696e-16,-2.871355723669073e-17,0.0,0.0,0.9490795596528234,-0.3030934620874238,0.6434494195688225,0.009950248756218905,0.17206456140515347,-0.007384956783214606,0.5024875621890548,0.4975124378109453,2.0985552808572562e-05,2.799858946494124e-06,0.3598673300165838,0.6401326699834162,cylinder_init090_neutral_C_controlled_psi,1092,0.4527363184079602,2412,0.0,0.0,36096,1.0001348624664836,-0.00011338328929242936,0,0.0,pass,1000
0.12168586814561604,0.015450385091113192,0.2809364548494983,0.7190635451505016,0.10699781306102513,0.015023278901562957,0.2809364548494983,0.7190635451505016,2.220446049250313e-16,-2.787161063074442e-17,0.0,0.0,0.9499519347347805,-0.3019432034436614,0.6471571906354515,0.010033444816053512,0.1691288470331741,-0.00644144171260806,0.4983277591973244,0.5016722408026756,2.110780770754247e-05,2.7451067077189955e-06,0.3528428093645485,0.6471571906354515,cylinder_init090_neutral_C_controlled_psi,1080,0.451505016722408,2392,0.0,0.0,36096,1.0001327559178634,-0.00011153025800276291,0,0.0,pass,1500
0.12212588337044702,0.015464797256322172,0.31552587646076796,0.6844741235392321,0.10787309727697927,0.015014619994786416,0.31552587646076796,0.6844741235392321,2.220446049250313e-16,-2.839849483377057e-17,0.0,0.0,0.9492541647755807,-0.30248772522400125,0.6494156928213689,0.01001669449081803,0.16708979983440375,-0.005760982194778923,0.4974958263772955,0.5025041736227045,2.1091553326284485e-05,2.704924113781911e-06,0.3672787979966611,0.6327212020033389,cylinder_init090_neutral_C_controlled_psi,1088,0.4540901502504174,2396,0.0,0.0,36096,1.00013003366776,-0.00011634474311774,0,0.0,pass,2000
,,,,,,,,,,,,,,,,,,,,,,,,cylinder_init090_neutral_D_controlled_legacy,0,0.0,0,,,0,1.0,0.0,0,,pass,0
0.11646041820611606,0.014630178789630658,0.30655737704918035,0.6934426229508197,0.10395838545109691,0.014321966572041012,0.30655737704918035,0.6934426229508197,2.220446049250313e-16,-2.802573746844497e-17,0.0,0.0,0.948734001668558,-0.308276171762417,0.6442622950819672,0.009836065573770493,0.17880616411709344,-0.0076865323325355376,0.5016393442622951,0.49836065573770494,2.1299562864249174e-05,2.8488426149646447e-06,0.34098360655737703,0.659016393442623,cylinder_init090_neutral_D_controlled_legacy,1108,0.4540983606557377,2440,0.0,0.0,36096,1.0001113168471627,-0.00010428253951897006,0,0.0,pass,500
0.11953448266902447,0.015149835815302803,0.2752902155887231,0.724709784411277,0.10575962464793778,0.014758297992224976,0.2752902155887231,0.724709784411277,3.3306690738754696e-16,-2.972619846976509e-17,0.0,0.0,0.9490721203352762,-0.3030861250243784,0.6434494195688225,0.009950248756218905,0.17206411864377258,-0.007381950033691975,0.5024875621890548,0.4975124378109453,2.0985650514500905e-05,2.7996128765967203e-06,0.3598673300165838,0.6401326699834162,cylinder_init090_neutral_D_controlled_legacy,1092,0.4527363184079602,2412,0.0,0.0,36096,1.0001155006777505,-0.00011319533585905987,0,0.0,pass,1000
0.12168577147709231,0.015449683503058538,0.2809364548494983,0.7190635451505016,0.1069963943220254,0.015022547944191837,0.2809364548494983,0.7190635451505016,3.3306690738754696e-16,-3.005596979029381e-17,0.0,0.0,0.9499562124387283,-0.30193609346124,0.6471571906354515,0.010033444816053512,0.1691291830685211,-0.006438820744846709,0.4983277591973244,0.5016722408026756,2.110757039570998e-05,2.7449243410493065e-06,0.3528428093645485,0.6471571906354515,cylinder_init090_neutral_D_controlled_legacy,1080,0.451505016722408,2392,0.0,0.0,36096,1.0001113411424583,-0.00010668224629054242,0,0.0,pass,1500
0.12213095461726949,0.015464125134654196,0.31552587646076796,0.6844741235392321,0.10787429525777315,0.015013850355979666,0.31552587646076796,0.6844741235392321,3.3306690738754696e-16,-2.981755076570485e-17,0.0,0.0,0.9492801906057168,-0.3024799766790282,0.6494156928213689,0.01001669449081803,0.1670844386294768,-0.0057580406415730714,0.4974958263772955,0.5025041736227045,2.109014924746976e-05,2.704692359412679e-06,0.3672787979966611,0.6327212020033389,cylinder_init090_neutral_D_controlled_legacy,1088,0.4540901502504174,2396,0.0,0.0,36096,1.0001246915919362,-0.00011420908828136875,0,0.0,pass,2000
