step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,mass_correction_delta,mass_correction_weight,mass_correction_count,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.3142624653556,0.0,0.0,0.9941414338584684,0,0,0.1,0.9947272904726217,0.03333333333333333,0.33157576349087386,-0.00014714539658055635,0.0008062190325630363,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,0.0,0.0,0,1.5794051612825086e-06,0.5,0
100,1151.3142624653492,-6.366462912410498e-12,0.0,0.9959104509084465,0,0,0.1,0.9963194058176019,0.03333333333333333,0.3321064686058673,-0.0001168093949332464,0.0008088563263101856,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653492,0.0795122242691721,0.0,0.0,0.0,0,5.739074311827256e-07,0.5,0
200,1151.314262465343,-1.2505552149377763e-11,0.0,0.9959128049134545,0,0,0.1,0.9963215244221091,0.03333333333333333,0.3321071748073697,-0.00011395733156909723,0.0007923915501519478,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.314262465343,0.07849456463660882,0.0,0.0,0.0,0,5.958138646152095e-07,0.5,0
300,1151.3142624653365,-1.9099388737231493e-11,0.0,0.9959122987582602,0,0,0.1,0.9963210688824342,0.03333333333333333,0.3321070229608114,-0.00011271564975185088,0.0007847410254183462,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653365,0.07809398117689277,0.0,0.0,0.0,0,6.054451831257276e-07,0.5,0
400,1151.31426246533,-2.546585164964199e-11,0.0,0.9959121710828515,0,0,0.1,0.9963209539745663,0.03333333333333333,0.3321069846581888,-0.00011220610427612921,0.0007851427997358943,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.31426246533,0.07794203449136936,0.0,0.0,0.0,0,6.094562689411349e-07,0.5,0
500,1151.3142624653237,-3.183231456205249e-11,0.0,0.9959124610007087,0,0,0.1,0.9963212149006379,0.03333333333333333,0.3321070716335459,-0.00011201903458109878,0.0007862088400615956,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653237,0.07789640630380791,0.0,0.0,0.0,0,6.111774703982155e-07,0.5,0
600,1151.3142624653171,-3.842615114990622e-11,0.0,0.9959127978265754,0,0,0.1,0.9963215180439179,0.03333333333333333,0.33210717268130596,-0.00011197116301471528,0.0007867059761857205,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653171,0.07789566604041392,0.0,0.0,0.0,0,6.11916153710726e-07,0.5,0
700,1151.3142624653108,-4.4792614062316716e-11,0.0,0.9959131576821343,0,0,0.1,0.9963218419139209,0.03333333333333333,0.3321072806379736,-0.00011198172410016215,0.0007869453719616297,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653108,0.07791313278641113,0.0,0.0,0.0,0,6.12231758235652e-07,0.5,0
800,1151.3142624653042,-5.1386450650170445e-11,0.0,0.9959135268283552,0,0,0.1,0.9963221741455197,0.03333333333333333,0.33210739138183987,-0.00011201545376298994,0.0007870662438961291,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624653042,0.07793727855366715,0.0,0.0,0.0,0,6.123688070633537e-07,0.5,0
900,1151.3142624652978,-5.775291356258094e-11,0.0,0.9959138989612225,0,0,0.1,0.9963225090651003,0.03333333333333333,0.3321075030217001,-0.00011205715831439698,0.0007871313756700932,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624652978,0.07796320510034432,0.0,0.0,0.0,0,6.124336622233549e-07,0.5,0
1000,1151.3142624652917,-6.389200279954821e-11,0.0,0.9959142715258437,0,0,0.1,0.9963228443732594,0.03333333333333333,0.3321076147910864,-0.00011210045082011827,0.0007871693441162273,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1151.3142624652917,0.0779889054725831,0.0,0.0,0.0,0,6.124718351884592e-07,0.5,0
