case,status,theta_deg,init_contact_angle_deg,phase_advection_mode,wetting_ghost_distance,wetting_ghost_sign,measured_mean_deg,target_error_deg,mass_drift,mass_correction_delta,phase_wall_delta_mass,u_max,force_over_rho_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_abs_max,wall_ghost_min,wall_ghost_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
init120_target150_1000,pass,150.0,120.0,1,1.0,-1.0,149.76447993693736,-0.23552006306263706,-1.178705133497715e-09,0.0,5.6479096931557426e-15,0.0012703424575063165,0.0010228831821241767,697,0.0010228831821241767,0.0016175352324980948,5.962764559344356e-14,0.9979495209964182,3827,0,0
init60_target30_1000,pass,30.0,60.0,1,1.0,-1.0,93.76441662422772,63.76441662422772,-2.269189280923456e-10,0.0,-7.301321439433503e-16,0.0013738086849620361,0.000684907067832583,738,0.000684907067832583,0.0013912275496441664,1.4484879401175953e-12,0.9999848399496197,0,0,0
