step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.3142624653556,0.0,0.0,0.9941414338584684,0,0,0.1,0.9947272904726217,0.03333333333333333,0.33157576349087386,-0.00014714539658055635,0.0008062190325630363,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.5794051612825086e-06,0.5,0
10,1152.6383288855925,1.3240664202369317,0.0,0.9957994906971699,0,0,0.1,0.996219541627453,0.03333333333333333,0.3320731805424843,-0.00021591854476347622,0.0008226871301327922,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1152.3661720960868,0.27215678950585953,0.27215678950585953,1.551109424228072e-06,0.5,0
20,1153.975949586652,2.6616871212963815,0.0,0.9959226705174078,0,0,0.1,0.996330403465667,0.03333333333333333,0.33211013448855564,-0.00023877413052450714,0.0008256852564841557,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1153.6818309382095,0.2941186484424674,0.2941186484424674,1.5167552547854142e-06,0.5,0
30,1155.377980238471,4.063717773115513,0.0,0.9959111214383722,0,0,0.1,0.996320009294535,0.03333333333333333,0.332106669764845,-0.0002551710391999716,0.000831192452367415,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1155.0679871611917,0.30999307727938913,0.30999307727938913,1.4970181934570317e-06,0.5,0
40,1156.8334137193306,5.5191512539749965,0.0,0.9959081367590833,0,0,0.1,0.996317323083175,0.03333333333333333,0.3321057743610583,-0.00026862239310976104,0.0008432434688863628,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1156.510730877446,0.32268284188449914,0.32268284188449914,1.4843944725851274e-06,0.5,0
50,1158.3346792063253,7.020416740969722,0.0,0.9959162035158053,0,0,0.1,0.9963245831642248,0.03333333333333333,0.33210819438807493,-0.0002805632900854399,0.000856037224734178,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1158.0011534892556,0.3335257170697293,0.3335257170697293,1.479682164304293e-06,0.5,0
60,1159.8772057449507,8.562943279595174,0.0,0.995929985575475,0,0,0.1,0.9963369870179275,0.03333333333333333,0.3321123290059758,-0.0002917727975913062,0.0008690355950808615,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1159.533905583144,0.34330016180683975,0.34330016180683975,1.4828074960769355e-06,0.5,0
70,1161.4584767100864,10.144214244730847,0.0,0.9959462627206607,0,0,0.1,0.9963516364485946,0.03333333333333333,0.3321172121495315,-0.0003027280058164449,0.0008820434989849019,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1161.1059710682698,0.35250564181664923,0.3525056418166491,1.492125357869636e-06,0.5,0
80,1163.0773838825914,11.76312141723588,0.0,0.995963382847158,0,0,0.1,0.9963670445624423,0.03333333333333333,0.33212234818748076,-0.00031374568848517993,0.000894997089771198,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1162.715905023958,0.36147885863348694,0.36147885863348694,1.5055092505077276e-06,0.5,0
90,1164.733804930228,13.419542464872393,0.0,0.995980496662862,0,0,0.1,0.9963824469965759,0.03333333333333333,0.3321274823321919,-0.0003250522356168939,0.0009078907511890266,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1164.3633496354246,0.37045529480324635,0.3704552948032464,1.5211144889142355e-06,0.5,0
100,1166.4283295255143,15.114067060158732,0.0,0.9959971517513359,0,0,0.1,0.9963974365762023,0.03333333333333333,0.3321324788587341,-0.0003368229629612078,0.00092074836367818,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004629629629629629,0.2962962962962963,576,576,10368,1166.0487230985755,0.3796064269388082,0.3796064269388083,1.5376203521356619e-06,0.5,0
