step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,mass_correction_delta,mass_correction_weight,mass_correction_count,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.6332540613578,0.0,9.020596492548271e-07,0.9941414338584684,0,0,0.10000081185368434,0.9947272904726217,0.033333603951228113,0.33157576349087386,-2.155422422680661e-05,0.0008062190325630363,9.441549908702725e-05,0.0,0.0001888309981740288,0.0,0.0,0.0001888309981740288,0.00039429704359000194,0,0.004629629629629629,0.2962962962962963,0,0,0,0.0,0.0,0.0,0.0,492.4117934822945,13824,0.5,0.5,0
100,1151.6332540613514,-6.366462912410498e-12,2.8538953342605333e-07,1.0000000000000002,0,0,0.10000025685058009,1.0,0.03333341895019336,0.3333333333333333,-2.082416347496299e-05,0.0007806262787329484,0.0024521584022123913,0.0,0.0001750180461437277,0.0,0.0,0.0001750180461437277,0.00039931946302478743,0,0.004569164886987689,0.2962962961316148,0,0,0,0.0,0.0,0.0,0.01011834100285336,484.3257350225743,13816,0.5,0.5,0
200,1151.6332540613453,-1.2505552149377763e-11,2.8283227945512674e-07,1.0000000000000004,0,0,0.10000025454905151,1.0,0.03333341818301717,0.3333333333333333,-2.051249684462983e-05,0.0007677767536522718,0.002592352680541554,0.0,0.00017439174378545334,0.0,0.0,0.00017439174378545334,0.00039491545937179,0,0.0045657009451448224,0.29629629581071315,0,0,0,0.0,0.0,0.0,0.011453114017692556,483.39493589720666,13816,0.5,0.5,0
300,1151.633254061339,-1.887201506178826e-11,2.83606172293914e-07,1.0,0,0,0.10000025524555507,1.0,0.03333341841518502,0.3333333333333333,-2.0444221901178645e-05,0.0007645571184460171,0.0026111216202286,0.0,0.00017420443150746595,0.0,0.0,0.00017420443150746595,0.0003937254978363727,0,0.0045652218004910506,0.2962962957460562,0,0,0,0.0,0.0,0.0,0.01159576763224468,483.3096863374212,13816,0.5,0.5,0
400,1151.6332540613323,-2.546585164964199e-11,2.8401181433278096e-07,1.0,0,0,0.1000002556106329,1.0,0.03333341853687763,0.3333333333333333,-2.042620821048208e-05,0.0007636654166927688,0.002614261498971708,0.0,0.00017414865955287,0.0,0.0,0.00017414865955287,0.0003933882341857393,0,0.004565140643474332,0.2962962957370969,0,0,0,0.0,0.0,0.0,0.011613659453193037,483.301387173836,13816,0.5,0.5,0
500,1151.6332540613262,-3.1604940886609256e-11,2.841621585670757e-07,1.0000000000000002,0,0,0.10000025574594272,1.0,0.033333418581980905,0.3333333333333333,-2.0420985154410124e-05,0.0007634020304115583,0.00261490480452593,0.0,0.00017413150061968346,0.0,0.0,0.00017413150061968346,0.00039328769751214145,0,0.004565123779524153,0.2962962957358766,0,0,0,0.0,0.0,0.0,0.011615977666609156,483.3009864184769,13816,0.5,0.5,0
600,1151.6332540613198,-3.7971403799019754e-11,2.842128482383439e-07,1.0000000000000002,0,0,0.10000025579156342,1.0,0.0333334185971878,0.3333333333333333,-2.041940048891067e-05,0.000763321562285849,0.002615063317723214,0.0,0.00017412615052683777,0.0,0.0,0.00017412615052683777,0.0003932568683942531,0,0.004565119576878724,0.2962962957357,0,0,0,0.0,0.0,0.0,0.011616286202290604,483.3011394521036,13816,0.5,0.5,0
700,1151.6332540613134,-4.433786671143025e-11,2.8422926969577525e-07,0.9999999999999999,0,0,0.10000025580634272,0.9999999999999999,0.03333341860211424,0.33333333333333326,-2.0418909927452837e-05,0.0007632965874898023,0.002615107551393342,0.0,0.0001741244745006939,0.0,0.0,0.0001741244745006939,0.0003932472858564158,0,0.00456511839608642,0.296296295735671,0,0,0,0.0,0.0,0.0,0.011616329517184498,483.3012231024461,13816,0.5,0.5,0
800,1151.633254061307,-5.070432962384075e-11,2.8423449669317937e-07,1.0000000000000002,0,0,0.10000025581104703,1.0,0.033333418603682344,0.3333333333333333,-2.0418756763817115e-05,0.0007632887822636752,0.00261512073197897,0.0,0.00017412394857923972,0.0,0.0,0.00017412394857923972,0.00039324428931758877,0,0.004565118042885896,0.2962962957356652,0,0,0,0.0,0.0,0.0,0.0116163362711168,483.3012539229931,13816,0.5,0.5,0
900,1151.6332540613007,-5.707079253625125e-11,2.8423614776597614e-07,1.0000000000000004,0,0,0.100000255812533,1.0,0.03333341860417766,0.3333333333333333,-2.041870877308703e-05,0.0007632863357442835,0.0026151247772594585,0.0,0.0001741237834527072,0.0,0.0,0.0001741237834527072,0.0003932433498397374,0,0.004565117934141542,0.29629629573566363,0,0,0,0.0,0.0,0.0,0.011616337516116682,483.30126418464107,13816,0.5,0.5,0
1000,1151.6332540612943,-6.343725544866174e-11,2.842366675882705e-07,1.0,0,0,0.10000025581300083,1.0,0.03333341860433361,0.3333333333333333,-2.0418693713989037e-05,0.0007632855679308687,0.0026151260324762528,0.0,0.0001741237315971698,0.0,0.0,0.0001741237315971698,0.0003932430549640199,0,0.004565117900209715,0.29629629573566285,0,0,0,0.0,0.0,0.0,0.011616337794632559,483.30126748204543,13816,0.5,0.5,0
