step,vti_cell_dims,physical_dims,nonfinite_total,wall_outer_count,wall_sphere_shell_count,wall_padding_count,outer_tan_nonzero_count,outer_tan_expected_count,sphere_tan_expected_count,wall_tan_outer_mean,wall_tan_sphere_mean,wall_phase_pred_outer_max,wall_phase_pred_sphere_max,phase_physical_max,phase_padding_max,phase_sum_physical,phase_sum_fluid_physical,phase_sum_wall_physical,rho_sum_physical,rho_sum_fluid_physical,max_mach,phase_sum_physical_rel_change,phase_sum_fluid_physical_rel_change,phase_sum_wall_physical_rel_change,rho_sum_physical_rel_change,rho_sum_fluid_physical_rel_change
0,96x80x180,80x80x180,0,55164,13136,22140,55164,55164,13136,-1.794896453688466e-09,5.144553966670899,6.308305345115173e-05,1.7954628943313244,1.0,1.6632839299479674e-05,107800.64657521626,59987.769228975274,47812.87734624099,60966.76145974632,60966.76145974632,0.0,0.0,0.0,0.0,0.0,0.0
50000,96x80x180,80x80x180,0,55164,13136,22140,55164,55164,13136,-1.794896453688466e-09,5.144553966670899,3.889926015893576e-05,1.4480228316330213,1.0,1.0100402308540074e-05,110655.47832718388,59616.7074601034,51038.77086708048,60596.07075264327,60596.07075264329,0.00048680887731937424,0.02648251047340152,-0.006185623730322804,0.06746913592919561,-0.006080209908276033,-0.006080209908275675
