actual_minus_signed_count,actual_minus_signed_max,actual_minus_signed_mean,actual_minus_signed_min,actual_minus_signed_p95,actual_minus_signed_p99,actual_phase_gt_1_count,actual_phase_lt_0_count,actual_phase_nonfinite_count,actual_phase_stats_count,actual_phase_stats_max,actual_phase_stats_mean,actual_phase_stats_min,actual_phase_stats_p95,actual_phase_stats_p99,cell_count,contact_residual_count,contact_residual_max,contact_residual_mean,contact_residual_min,contact_residual_p95,contact_residual_p99,dims,file,nonfinite_total_normal,normal_path_count,profile_pred_gt_1_count,profile_pred_lt_0_count,profile_pred_nonfinite_count,profile_pred_stats_count,profile_pred_stats_max,profile_pred_stats_mean,profile_pred_stats_min,profile_pred_stats_p95,profile_pred_stats_p99,q_clip_count_normal,rad_angle_deg,raw_pred_gt_1_count,raw_pred_lt_0_count,raw_pred_nonfinite_count,raw_pred_stats_count,raw_pred_stats_max,raw_pred_stats_mean,raw_pred_stats_min,raw_pred_stats_p95,raw_pred_stats_p99,signed_delta_q_count,signed_delta_q_max,signed_delta_q_mean,signed_delta_q_min,signed_delta_q_p95,signed_delta_q_p99,signed_minus_profile_count,signed_minus_profile_max,signed_minus_profile_mean,signed_minus_profile_min,signed_minus_profile_p95,signed_minus_profile_p99,signed_minus_raw_count,signed_minus_raw_max,signed_minus_raw_mean,signed_minus_raw_min,signed_minus_raw_p95,signed_minus_raw_p99,signed_normal_grad_count,signed_normal_grad_max,signed_normal_grad_mean,signed_normal_grad_min,signed_normal_grad_p95,signed_normal_grad_p99,signed_pred_gt_1_count,signed_pred_lt_0_count,signed_pred_nonfinite_count,signed_pred_stats_count,signed_pred_stats_max,signed_pred_stats_mean,signed_pred_stats_min,signed_pred_stats_p95,signed_pred_stats_p99,status,step,tan_coeff,tangent_grad_mag_count,tangent_grad_mag_max,tangent_grad_mag_mean,tangent_grad_mag_min,tangent_grad_mag_p95,tangent_grad_mag_p99,target_cos,target_normal_grad_count,target_normal_grad_max,target_normal_grad_mean,target_normal_grad_min,target_normal_grad_p95,target_normal_grad_p99,wall_count
16384,-4.500404325924382e-13,-0.007636766474051539,-0.14433698873810796,-7.424429750817543e-13,-5.138425368072021e-13,0,0,0,16384,0.9277627040792367,0.03363985604936637,-1.6653345369377348e-16,0.20852886741175797,0.8414739309704927,1572864,0,nan,nan,nan,nan,nan,128x96x128,/mnt/8A0E24070E23EAC1/runs/tclb_flat_wall_cap_v4capdiag_gate_20260611/cap_theta150_wall150/output/case_VTK_P00_00000000.vti,0,16384,0,0,0,16384,0.9277627040792366,0.03363985604936637,-1.6653345369377348e-16,0.20852886741175797,0.841473930970493,0,150.0,0,0,0,16384,0.9566213238147722,0.03258869573642882,-2.828101203181861e-12,0.17446162007713945,0.8629749144657546,16384,-0.0,0.0,-0.0,-0.0,0.0,16384,0.14433698873810796,0.007636766474051538,4.500404325924382e-13,0.07057109018118002,0.13935488274119814,16384,0.17313194795458653,0.00868792678698908,2.0433499617912598e-13,0.0748798320030657,0.16741807834482592,16384,0.0,0.0,0.0,0.0,0.0,0,0,0,16384,0.9586820713436239,0.041276622523417905,9.999999999999992e-13,0.32089688150260676,0.9053120614745257,runtime_sanity / exploratory_not_validation,0,-1.7320508075688776,16384,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,16384,0.0,0.0,0.0,0.0,0.0,80520
16384,-7.209463806339113e-09,-0.007221335847075948,-0.14433752205245143,-7.874346951541184e-09,-7.696397127492677e-09,0,0,0,16384,0.940909392613149,0.027163068805058324,5.989266841266513e-09,0.13783975536936216,0.7607090498137727,1572864,0,nan,nan,nan,nan,nan,128x96x128,/mnt/8A0E24070E23EAC1/runs/tclb_flat_wall_cap_v4capdiag_gate_20260611/cap_theta150_wall150/output/case_VTK_P00_00050000.vti,0,16384,0,0,0,16384,0.940909392613149,0.027163068805058324,5.989266841266513e-09,0.13783975536936216,0.7607090498137727,0,150.0,0,0,0,16384,0.9615309638065305,0.026660649249894818,2.4761185701401992e-09,0.12400510756195327,0.7701789228651692,16384,-0.0,0.0,-0.0,-0.0,0.0,16384,0.14433752205245143,0.007221335847075948,7.209463806339113e-09,0.0645236224678496,0.13955913520751148,16384,0.15061063546925824,0.007723755402239454,7.253577020627549e-14,0.0691807620819625,0.14580745480706342,16384,0.0,0.0,0.0,0.0,0.0,0,0,0,16384,0.9664212239503095,0.03438440465213427,1.6091889314211663e-08,0.22325518157930602,0.8510199628128158,runtime_sanity / exploratory_not_validation,50000,-1.7320508075688776,16384,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,16384,0.0,0.0,0.0,0.0,0.0,80520
