step,group,bin,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,stage8h_limiter_equivalent_count,stage8h_limiter_equivalent_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,raw_delta_p95,raw_delta_p99,limiter_ratio_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,stage8h_candidate_demand_p50,stage8h_candidate_demand_p95,stage8h_candidate_demand_p99,normal_raw_abs_p50,normal_raw_abs_p95
0,region,none_or_unknown,7536,0,0.0,0,0.0,0,0.0,5048,0.6698513800424628,2488,0.33014861995753714,0.012087715794667787,0.012478753736746628,1.0,0.1979287698416456,0.4732891983154417,0.5039671659913656,1.3468277070424045e-05,3.2231602136171236e-05,3.432148132190222e-05,0.06133080428151852,0.15245514100433458
0,region,sphere_upper,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,region,sphere_lower90,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,region,sphere_bottom120,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,region,outer_or_other_wall,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,theta_zone,sphere11,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,theta_zone,outer90,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,theta_zone,fallback,7536,0,0.0,0,0.0,0,0.0,5048,0.6698513800424628,2488,0.33014861995753714,0.012087715794667787,0.012478753736746628,1.0,0.1979287698416456,0.4732891983154417,0.5039671659913656,1.3468277070424045e-05,3.2231602136171236e-05,3.432148132190222e-05,0.06133080428151852,0.15245514100433458
0,c_bin,c_0_0p05,1000,0,0.0,0,0.0,0,0.0,1000,1.0,0,0.0,0.004246655239459248,0.004525115662056889,1.0,0.0716877737362144,0.34806593705398176,0.3624090169449931,4.882483781559249e-06,2.3705218024875576e-05,2.4682011292137152e-05,0.01608859262834797,0.024543048581596616
0,c_bin,c_0p05_0p10,740,0,0.0,0,0.0,0,0.0,740,1.0,0,0.0,0.010406835284464996,0.010645982803731252,1.0,0.4733861568470345,0.511986130040226,0.514766451533757,3.2238450027996814e-05,3.4868102994441106e-05,3.505721485789131e-05,0.036112298180738744,0.0476526612431514
0,c_bin,c_0p10_0p30,1324,0,0.0,0,0.0,0,0.0,960,0.7250755287009063,364,0.27492447129909364,0.011937902616624831,0.011984436016081767,1.0,0.28412100422070374,0.4119062238923749,0.42803925984443214,1.934595652367015e-05,2.805018650989447e-05,2.914910747643376e-05,0.08324426169947649,0.11862949547187074
0,c_bin,c_0p30_0p70,1632,0,0.0,0,0.0,0,0.0,0,0.0,1632,1.0,0.012317904687991673,0.012485494728074923,1.0,0.1323340388187325,0.24635809375983345,0.24970989456149845,9.007977782501986e-06,1.676549819355605e-05,1.6993635647214116e-05,0.14636025225266994,0.15386520038625762
0,c_bin,c_0p70_0p90,1276,0,0.0,0,0.0,0,0.0,784,0.6144200626959248,492,0.38557993730407525,0.012448913395338415,0.012552297265502351,1.0,0.21161976508954383,0.2489782679067683,0.25104594531004704,1.4400523444006318e-05,1.6943578188344662e-05,1.7084327510739416e-05,0.09072827106264036,0.12775463181251415
0,c_bin,c_0p90_0p95,696,0,0.0,0,0.0,0,0.0,696,1.0,0,0.0,0.004931866679019154,0.005128307378984432,1.0,0.18635085539360546,0.1949906673388286,0.1978113081459311,1.2680299887475056e-05,1.3268324910668736e-05,1.3460276708605314e-05,0.03641927559553615,0.05062270342068331
