step,group,bin,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,stage8h_limiter_equivalent_count,stage8h_limiter_equivalent_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,raw_delta_p95,raw_delta_p99,limiter_ratio_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,stage8h_candidate_demand_p50,stage8h_candidate_demand_p95,stage8h_candidate_demand_p99,normal_raw_abs_p50,normal_raw_abs_p95
0,region,none_or_unknown,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,region,sphere_upper,780,0,0.0,636,0.8153846153846154,0,0.0,452,0.5794871794871795,328,0.4205128205128205,0.5023318871701395,0.5301491652359586,0.1944748883466151,5.142052058760857,10.04663774340279,10.60298330471917,0.0001922712202385394,0.00044512552122816826,0.00045848261611484075,0.040044763133777514,0.16113051123820465
0,region,sphere_lower90,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,region,sphere_bottom120,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,region,outer_or_other_wall,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,theta_zone,sphere11,780,0,0.0,636,0.8153846153846154,0,0.0,452,0.5794871794871795,328,0.4205128205128205,0.5023318871701395,0.5301491652359586,0.1944748883466151,5.142052058760857,10.04663774340279,10.60298330471917,0.0001922712202385394,0.00044512552122816826,0.00045848261611484075,0.040044763133777514,0.16113051123820465
0,theta_zone,outer90,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,theta_zone,fallback,0,0,nan,0,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,c_bin,c_0_0p05,216,0,0.0,72,0.3333333333333333,0,0.0,216,1.0,0,0.0,0.03892359104450505,0.04155820724323838,1.0,0.5620492573090928,2.251628195897187,2.456105799854192,1.705251164090364e-05,6.780775490263976e-05,7.824021552422139e-05,0.008109033702823985,0.013515143930597964
0,c_bin,c_0p05_0p10,152,0,0.0,152,1.0,0,0.0,152,1.0,0,0.0,0.16583781290186916,0.16786951352757187,0.21263828770450188,4.70288748277976,5.2556632632644655,5.374450510757884,0.00015758705433338363,0.00020260936761128443,0.00021568617381935386,0.02375822467805094,0.039628435157096645
0,c_bin,c_0p10_0p30,248,0,0.0,248,1.0,0,0.0,84,0.3387096774193548,164,0.6612903225806451,0.37384026522189995,0.37913467799720624,0.1489335664115516,6.714403099947775,7.476805304437999,7.582693559944125,0.0002520313953153468,0.0003706085920250423,0.0003871910214152114,0.05144022268361406,0.1294408911267939
0,c_bin,c_0p30_0p70,164,0,0.0,164,1.0,0,0.0,0,0.0,164,1.0,0.5297802786513162,0.5315368814353274,0.12309654688463464,8.123704728591568,10.595605573026322,10.630737628706548,0.00039183277859371137,0.00045824023117043306,0.0004593944451914218,0.1368249198453946,0.16925353354578526
