status,claim_limit,case_id,solver_returncode,postprocess_returncode,write_run_present,stage8_operator_mode,solve_iterations,nonfinite_total,max_mach,theta_fit_deg,theta_fit_error_deg,h_sim,h_theory,height_error,a_sim,a_theory,contact_radius_error,volume_sim,volume_theory,volume_error,phase_mass_relative_change,rho_relative_change,internal_void_count,center_bubble_count,internal_void_cell_count,internal_void_largest_size
runtime_sanity,runtime_sanity / exploratory_not_validation only,wp1_plane_theta030_write100,0,0,True,2,100,0,1.1792473864908399e-05,29.449879789722676,-0.5501202102773206,13.224466634333382,13.723936899375312,0.03639409512766451,50.319422120740406,51.218429788337964,0.017552425392827167,52525.58545184644,57905.83579096702,0.09291378434710153,-0.0012902687085281762,-0.001254632749165669,0,0,0,0
runtime_sanity,runtime_sanity / exploratory_not_validation only,wp1_plane_theta090_write100,0,0,True,2,100,0,6.602163911180343e-06,89.04689210253316,-0.9531078974668361,29.73084497453515,30.23810519747695,0.016775529406655013,30.22957338561241,30.238105197476955,0.00028215431518688886,56417.360557400025,57905.83579096707,0.02570509885981534,2.317775529526179e-06,2.257987635645107e-06,0,0,0,0
