case_id,geometry,theta_deg,step,wall_count,fluid_count,wall_phase_pred_gt_1_count,wall_phase_field_gt_1_count,fluid_phase_field_gt_1_count,wall_phase_bounded_pred_gt_1_count,wall_clamp_delta_nonzero_count,wall_phase_profile_pred_gt_1_count,wall_profile_delta_nonzero_count,wall_pf_f_min,wall_pf_f_max,wall_grad_tangent_max,wall_tan_coeff_mean,wall_phase_pred_min,wall_phase_pred_max,wall_phase_bounded_pred_max,wall_clamp_delta_min,wall_clamp_delta_max,wall_phase_profile_pred_max,wall_profile_delta_min,wall_profile_delta_max,phase_wall_max,phase_fluid_max,max_mach,nonfinite_count
curved_theta011,curved,11,0,121164,954036,64,0,0,64,0,0,34780,-999.0,0.5808448975965824,0.148776638417561,5.144553966670899,0.0,1.7954628943313244,1.7954628943313244,0.0,0.0,1.0,-0.1208892596789658,1.054862754745995,1.0,0.9999997995397631,0.0,0
curved_theta011,curved,11,2000,121164,954036,316,0,0,316,0,0,72900,9.314267537898464e-10,1.0,0.17722549691965517,5.144553966670899,9.40111133059324e-10,1.4739674190517564,1.4739674190517564,0.0,0.0,1.0,-0.06573853858736012,0.748521711618918,1.0,0.999999355211842,0.00031760209092153733,0
curved_theta011,curved,11,4000,121164,954036,400,0,0,400,0,0,72900,5.886724512817255e-09,1.0,0.18448508405469452,5.144553966670899,5.8990312741720146e-09,1.4897016094285633,1.4897016094285633,0.0,0.0,1.0,-0.02885997526213402,0.792440005975825,1.0,0.9999998545102353,0.00033617853559405345,0
curved_theta011,curved,11,6000,121164,954036,464,0,0,464,0,0,72900,9.79763625283659e-09,1.0,0.17472447476048072,5.144553966670899,9.8068630254198e-09,1.5213279297605125,1.5213279297605125,0.0,0.0,1.0,-0.04297420120290926,0.7594353604129014,1.0,0.9999998789511122,0.00035385776614031266,0
curved_theta011,curved,11,8000,121164,954036,496,0,0,496,0,0,72900,1.2503895936707427e-08,1.0,0.18179551561906662,5.144553966670899,1.2509422586342774e-08,1.5043339056696443,1.5043339056696443,0.0,0.0,1.0,-0.05714989441646662,0.7745164808930831,1.0,0.9999998789265907,0.00038820910581614023,0
curved_theta011,curved,11,10000,121164,954036,576,0,0,576,0,0,72900,1.4062992535280348e-08,1.0,0.18125854155460025,5.144553966670899,1.4182920943961564e-08,1.5576942761027706,1.5576942761027706,0.0,0.0,1.0,-0.06716321422351004,0.7806512377872968,1.0,0.9999998839906756,0.0004517601004695678,0
