step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,droplet_volume_radius,pressure_inside_mean,pressure_outside_mean,laplace_delta_p,sigma_theory,laplace_delta_p_target,laplace_delta_p_relative_error,mu_min,mu_max,u_max,spurious_u_rms_interface,interface_cells,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,mass_correction_delta,mass_correction_weight,mass_correction_count,phase_source_sum_abs_max,phase_source_first_max,wall_ghost_min,wall_ghost_max,near_wall_interface_cells,near_wall_force_over_rho_max,near_wall_mu_min,near_wall_mu_max,near_wall_mu_abs_max,wall_ghost_clamp_low_cells,wall_ghost_clamp_high_cells,nonfinite_count
0,2301.1039221296824,0.0,0.0,0.9998920759183945,0,0,0.1,0.9999028683265551,0.0,0.33333333333333326,8.189974340818132,0.3333333333333332,0.3333333333333331,1.1102230246251565e-16,0.0016666666666666668,0.0004070016821322974,0.9999999999997272,-0.049991996031495047,0.0037837717683191843,0.0024994603998276703,7.707676545630043e-05,2828,0.0,0.02499330073963317,0.0,0.0,0.004998920799655341,0.04998920747405808,0,0.004629629629629629,0.2962962962962963,2304,2304,0,0.0,0.0,0.0,0.0,648.9885154440876,44828,0.0,0.0,8.090222936019133e-11,0.9998920759183945,276,0.0022102168810386744,-0.0029284961928693273,0.0037837717683191843,0.0037837717683191843,0,0,0
100,2301.103922129669,-1.318767317570746e-11,0.0,0.9997776027551912,0,0,0.1,0.9997998424796721,0.0,0.33373995369812914,8.189974340818116,0.33367126720088996,0.3333228232558591,0.00034844394503086296,0.0016666666666666668,0.0004070016821322982,0.14387590929513835,-0.049971795369978304,0.0016436326489070586,0.0012129125717210395,0.0004523323098018001,2924,0.0,0.024975228333232187,0.0,0.0,0.004996372262571003,0.04996372228486009,0,0.0,0.2966585091945502,2304,2304,41472,2301.103922129669,53.70939817270214,0.0,0.0,665.6147483414396,41538,1.1833338347782385e-17,0.08333327163168121,6.694179836805722e-10,0.9996371615847698,322,0.0009173534098728741,-0.0009957624632324913,0.0016436326489070586,0.0016436326489070586,0,0,0
200,2301.1039221296564,-2.5920599000528455e-11,0.0,0.9996449421047423,0,0,0.1,0.9996804478942681,0.0,0.3337045106320048,8.189974340818102,0.33361619656466523,0.33332506832617737,0.00029112823848786995,0.0016666666666666668,0.00040700168213229893,0.2847001590690317,-0.04994857603057388,0.001474465147335088,0.0012550306641941462,0.000535050607155544,2924,0.0,0.024951127380561447,0.0,0.0,0.004993268409802279,0.04993268390837434,0,0.0,0.2966272306047943,2304,2304,41472,2301.1039221296564,53.575127014838245,0.0,0.0,670.8572796698833,41500,8.29812536222677e-18,0.08333332195147235,2.6422476574833997e-09,0.9993266148988793,324,0.0008339128888545058,-0.0008037611488844131,0.001474465147335088,0.001474465147335088,0,0,0
300,2301.103922129644,-3.8198777474462986e-11,0.0,0.9996605646353001,0,0,0.1,0.9996945081717701,0.0,0.33374670696611286,8.189974340818086,0.3336646463907366,0.33332284633150555,0.0003418000592310677,0.0016666666666666668,0.0004070016821322997,0.16019988556223605,-0.04994779307491037,0.0013977320885788184,0.0013237101529387574,0.0005881388420183038,2940,0.0,0.024949392285825427,0.0,0.0,0.004993140505568273,0.04993140487444008,0,0.0,0.2966635253702646,2304,2304,41472,2301.103922129644,53.45059650586528,0.0,0.0,673.7495725670349,41784,1.1700626204741203e-17,0.08333281803530154,5.251233094780963e-09,0.9993138157464332,330,0.0007756795007192002,-0.0006976077075878756,0.0013977320885788184,0.0013977320885788184,0,0,0
