name,c,source_mode,omega,interface_width,source_scale,heq_sum,heq_sum_err,heq_first_x,heq_first_y,heq_first_z,heq_first_err,fphi_sum,fphi_sum_abs,fphi_first_x,fphi_first_y,fphi_first_z,fphi_first_err,fphi_second_trace,hpost_sum,hpost_sum_err,hpost_first_x,hpost_first_y,hpost_first_z,hpost_first_expected_x,hpost_first_expected_y,hpost_first_expected_z,hpost_first_err,pass_gate
bulk_mid_x,0.5,2,1.0,4.0,0.25,0.5,0.0,-6.938893903907228e-18,0.0,0.0,6.938893903907228e-18,-1.734723475976807e-18,1.734723475976807e-18,0.24999999999999997,5.204170427930421e-18,0.0,2.823925224926892e-17,6.938893903907228e-18,0.5,0.0,0.125,-8.673617379884035e-19,0.0,0.125,0.0,0.0,8.673617379884035e-19,True
bulk_mid_diag,0.5,2,0.8,4.0,0.25,0.5,0.0,0.0050000000000000235,-0.009999999999999995,0.007499999999999998,2.4052677599400384e-17,2.6020852139652106e-18,2.6020852139652106e-18,0.14433756729740643,0.14433756729740643,0.14433756729740643,4.8074067159589095e-17,1.1275702593849246e-17,0.49999999999999994,5.551115123125783e-17,0.09160254037844387,0.07660254037844386,0.09410254037844386,0.09160254037844388,0.07660254037844388,0.09410254037844387,3.3993498887762956e-17,True
liquid_side_y,0.9,2,1.2,4.0,0.08999999999999998,0.8999999999999999,1.1102230246251565e-16,0.013499999999999998,3.469446951953614e-18,-0.009000000000000008,7.949501638480627e-18,-4.7704895589362195e-18,4.7704895589362195e-18,-1.3010426069826053e-18,0.09,0.0,1.393864076242399e-17,2.6020852139652106e-18,0.8999999999999999,1.1102230246251565e-16,0.013499999999999998,0.036000000000000004,-0.009000000000000008,0.0135,0.036,-0.009000000000000001,9.965227682168975e-18,True
gas_side_z,0.1,2,1.6,4.0,0.09000000000000001,0.1,0.0,-0.0009999999999999983,0.002000000000000004,0.0,4.271261210083258e-18,0.0,0.0,0.0,0.0,0.09000000000000004,2.7755575615628914e-17,0.0,0.1,0.0,-0.0009999999999999979,0.0020000000000000044,0.018,-0.001,0.002,0.018,4.84869951806108e-18,True
near_bound_low,1e-06,2,1.0,4.0,9.99999e-07,1e-06,0.0,-6.617444900424222e-24,0.0,0.0,6.617444900424222e-24,0.0,0.0,4.3643534403620426e-07,-8.728706880724085e-07,2.182176720181021e-07,2.6469779601696886e-23,0.0,1.0000000000000002e-06,2.117582368135751e-22,2.182176720181021e-07,-4.3643534403620437e-07,1.0910883600905107e-07,2.1821767201810213e-07,-4.3643534403620426e-07,1.0910883600905107e-07,1.0913769718461603e-22,True
near_bound_high,0.999999,2,1.0,4.0,9.999990000287556e-07,0.9999989999999997,2.220446049250313e-16,-6.071532165918825e-18,4.336808689942018e-18,0.0,7.46132779436365e-18,-3.308722450212111e-24,3.308722450212111e-24,-2.1821767202437716e-07,4.364353440487544e-07,8.728706880975088e-07,2.3822801641527197e-22,3.308722450212111e-24,0.9999989999999997,2.220446049250313e-16,-1.0910883596268461e-07,2.1821767203639153e-07,4.3643534405283374e-07,-1.0910883601218857e-07,2.1821767202437714e-07,4.3643534404875427e-07,5.110410160037029e-17,True
